,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WTSB2YR,Two-year MEC weights of subsample B,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
2,URXP01,1-napthol (ng/L),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
3,URDP01LC,1-napthol comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
4,URXP02,2-napthol(ng/L),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
5,URDP02LC,2-napthol comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
6,URXP03,3-fluorene (ng/L),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
7,URDP03LC,3-fluorene comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
8,URXP04,2-fluorene (ng/L),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
9,URDP04LC,2-fluorene comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
10,URXP05,3-phenanthrene (ng/L),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
11,URDP05LC,3-phenanthrene comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
12,URXP06,1-phenanthrene (ng/L),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
13,URDP06LC,1-phenanthrene comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
14,URXP07,2-phenanthrene (ng/L),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
15,URDP07LC,2-phenanthrene comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
16,URXP10,1-pyrene (ng/L),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
17,URDP10LC,1-pyrene comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
18,URXP17,9-fluorene (ng/L),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
19,URDP17LC,9-fluorene comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
20,URXP19,4-phenanthrene (ng/L),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
21,URDP19LC,4-phenanthrene comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
22,URXUCR,Creatinine urine (mg/dL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
