,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTFSM,,,,,,,,,,,,
2,URXCOTT,,,,,,,,,,,,
3,URDCOTLC,,,,,,,,,,,,
4,URXHCTT,,,,,,,,,,,,
5,URDHCTLC,,,,,,,,,,,,
6,URXANBT,,,,,,,,,,,,
7,URDANBLC,,,,,,,,,,,,
8,URXANTT,,,,,,,,,,,,
9,URDANTLC,,,,,,,,,,,,
10,URXCOXT,,,,,,,,,,,,
11,URDCOXLC,,,,,,,,,,,,
12,URXHPBT,,,,,,,,,,,,
13,URDHPBLC,,,,,,,,,,,,
14,URXNICT,,,,,,,,,,,,
15,URDNICLC,,,,,,,,,,,,
16,URXNNCT,,,,,,,,,,,,
17,URDNCTLC,,,,,,,,,,,,
18,URXNOXT,,,,,,,,,,,,
19,URDNOXLC,,,,,,,,,,,,
20,URDTNE2,,,,,,,,,,,,
21,URDTNE3,,,,,,,,,,,,
22,URDTNE6,,,,,,,,,,,,
23,URDTNE7,,,,,,,,,,,,
