,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WTFSM,Two year smoking weights,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
2,URXUCR,Urinary creatinine (mg/dL),Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
3,URXUAS3,Urinary Arsenous acid (ug/L),Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
4,URDUA3LC,Urinary Arsenous acid comment code,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
5,URXUAS5,Urinary Arsenic acid (ug/L),Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
6,URDUA5LC,Urinary Arsenic acid comment code,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
7,URXUAB,Urinary Arsenobetaine (ug/L),Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
8,URDUABLC,Urinary Arsenobetaine comment code,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
9,URXUAC,Urinary Arsenocholine (ug/L),Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
10,URDUACLC,Urinary Arsenocholine comment code,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
11,URXUDMA,Urinary Dimethylarsinic acid (ug/L),Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
12,URDUDALC,Urinary Dimethylarsinic acid comment code,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
13,URXUMMA,Urinary Monomethylacrsonic acid (ug/L),Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
14,URDUMMAL,Urinary Monomethylacrsonic acid comment code,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
