,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WTSB2YR,Subsample B weights,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
2,URXBP3,Urinary 2-Hydroxy-4-metoxybenzophenone (Benzophenone-3),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
3,URDBP3LC,Urinary 2-Hydroxy-4-metoxybenzophenone (Benzophenone-3) comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
4,URXBPH,Urinary Bisphenol A (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
5,URDBPHLC,Urinary Bisphenol A comment,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
6,URXBPF,Urinary 44 dihydroxydiphenylmethane,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
7,URDBPFLC,Urinary 44 dihydroxydiphenylmethane comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
8,URXBPS,Urinary 44sulfonyldiphenol,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
9,URDBPSLC,Urinary 44 sulfonyldiphenol comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
10,URXTLC,Urinary Triclocarban (ng/mL),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
11,URDTLCLC,Urinary Triclocarban comment,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
12,URXTRS,Urinary 244-Trichloro-2-hydroxyphenyl ether (Triclosan),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
13,URDTRSLC,Urinary 244-Trichloro-2-hydroxyphenyl ether (Triclosan) comment code,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
14,URXBUP,Butyl paraben (ng/ml),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
15,URDBUPLC,Butyl paraben comment,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
16,URXEPB,Ethyl paraben (ng/ml),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
17,URDEPBLC,Ethyl paraben comment,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
18,URXMPB,Methyl paraben (ng/ml),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
19,URDMPBLC,Methyl paraben comment,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
20,URXPPB,Propyl paraben (ng/ml),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
21,URDPPBLC,Propyl paraben comment,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
22,URX14D,25-dichlorophenol (ug/L),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
23,URD14DLC,25-dichlorophenol comment,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
24,URXDCB,24-dichlorophenol (ug/L),Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
25,URDDCBLC,24-dichlorophenol comment,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
26,URXUCR,Urinary creatinine,Both males and females 6 YEARS - 150 YEARS,,,,,,,,,,,,,
