,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WTSSBJ2Y,Surplus specimen 2 year weights B for 2017-2018,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
2,SSDONA,Dodecafluoro-3H-48-dioxanoate,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
3,SSDONAL,Dodecafluoro-3H-48-dioxanoate comment code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
4,SSGENX,GenX,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
5,SSGENXL,GenX comment code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
6,SSCLPF,Chlorohexadecafluorooxanonane sulfonate,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
7,SSCLPFL,Chlorohexadecafluorooxanonane sulfonate comment code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
8,SSFHPS,Perfluoro-1-heptanesulfonate,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
9,SSFHPSL,Perfluoro-1-heptanesulfonate comment code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
10,SSPFHA,Perfluorohexanoate,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
11,SSPFHAL,Perfluorohexanoate comment code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
