,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,PHQ020,,,,,,,,,,,,
2,PHACOFHR,,,,,,,,,,,,
3,PHACOFMN,,,,,,,,,,,,
4,PHQ030,,,,,,,,,,,,
5,PHAALCHR,,,,,,,,,,,,
6,PHAALCMN,,,,,,,,,,,,
7,PHQ040,,,,,,,,,,,,
8,PHAGUMHR,,,,,,,,,,,,
9,PHAGUMMN,,,,,,,,,,,,
10,PHQ050,,,,,,,,,,,,
11,PHAANTHR,,,,,,,,,,,,
12,PHAANTMN,,,,,,,,,,,,
13,PHQ060,,,,,,,,,,,,
14,PHASUPHR,,,,,,,,,,,,
15,PHASUPMN,,,,,,,,,,,,
16,PHAFSTHR,,,,,,,,,,,,
17,PHAFSTMN,,,,,,,,,,,,
18,PHDSESNZ,,,,,,,,,,,,
