,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WTFSM,Two-Year Smoking Weights,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
2,URXNDEA,N-Nitrosodiethylamine (NDEA) (ng/L),Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
3,URDNDELC,N-Nitrosodiethylamine (NDEA) Comment Code,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
4,URXNMEA,N-Nitrosoethylmethylamine (NMEA) (ng/L),Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
5,URDMEALC,N-Nitrosoethylmethylamine (NMEA) Comment Code,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
6,URXNMOR,N-Nitrosomorpholine (NMOR) (ng/L),Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
7,URDMORLC,N-Nitrosomorpholine (NMOR) Comment Code,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
8,URXNPIP,N-Nitrosopiperidine (NPIP) (ng/L),Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
9,URDPIPLC,N-Nitrosopiperidine (NPIP) Comment Code,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
10,URXNPYR,N-Nitrosopyrrolidine (NPYR) (ng/L),Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
11,URDPYRLC,N-Nitrosopyrrolidine (NPYR) Comment Code,Both males and females 18 YEARS - 150 YEARS,,,,,,,,,,,,,
