,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SAMPLEID,,,,,,,,,,,,
1,RIDRETH3,,,,,,,,,,,,
2,RIDAGGRP,,,,,,,,,,,,
3,RIAGENDR,,,,,,,,,,,,
4,RIANSMP,,,,,,,,,,,,
5,WTBSMSMA,,,,,,,,,,,,
6,LBCBHC,,,,,,,,,,,,
7,LBCBHCLA,,,,,,,,,,,,
8,LBDBHCLC,,,,,,,,,,,,
9,LBCHCB,,,,,,,,,,,,
10,LBCHCBLA,,,,,,,,,,,,
11,LBDHCBLC,,,,,,,,,,,,
12,LBCMIR,,,,,,,,,,,,
13,LBCMIRLA,,,,,,,,,,,,
14,LBDMIRLC,,,,,,,,,,,,
15,LBCOXY,,,,,,,,,,,,
16,LBCOXYLA,,,,,,,,,,,,
17,LBDOXYLC,,,,,,,,,,,,
18,LBCPDE,,,,,,,,,,,,
19,LBCPDELA,,,,,,,,,,,,
20,LBDPDELC,,,,,,,,,,,,
21,LBCPDT,,,,,,,,,,,,
22,LBCPDTLA,,,,,,,,,,,,
23,LBDPDTLC,,,,,,,,,,,,
24,LBCTNA,,,,,,,,,,,,
25,LBCTNALA,,,,,,,,,,,,
26,LBDTNALC,,,,,,,,,,,,
