,Column,Code,Label,Class,Other For
0,SEQN,,,,
1,WTSAF2YR,9133.518063 To 944153.24975,Range Of Values,,
2,WTSAF2YR,0,No Lab Result Or Not Fasting For 8 To <24 Hours,,
3,WTSAF2YR,.,Missing,,
4,LBXTR,10 To 2684,Range Of Values,,
5,LBXTR,.,Missing,,
6,LBDTRSI,0.113 To 30.302,Range Of Values,,
7,LBDTRSI,.,Missing,,
8,LBDLDL,18 To 357,Range Of Values,,
9,LBDLDL,.,Missing,,
10,LBDLDLSI,0.465 To 9.232,Range Of Values,,
11,LBDLDLSI,.,Missing,,
12,LBDLDLM,21 To 358,Range Of Values,,
13,LBDLDLM,.,Missing,,
14,LBDLDMSI,0.543 To 9.258,Range Of Values,,
15,LBDLDMSI,.,Missing,,
16,LBDLDLN,20 To 359,Range Of Values,,
17,LBDLDLN,.,Missing,,
18,LBDLDNSI,0.517 To 9.284,Range Of Values,,
19,LBDLDNSI,.,Missing,,
