,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SAMPLEID,Pool identification number,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
1,RIAGENDR,Gender,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
2,ETHNICTY,Ethnicity - Recode,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
3,RIDAGGRP,Age group,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
4,RIANSMP,Number of samples in a pool,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
5,WTSMSMPA,Adjust sum sampling weights in same pool,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
6,LBCBHC,Beta-hexachlorocyclohexane (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
7,LBCBHCLA,B-hexachlorocyclohexane Lipid Adj (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
8,LBDBHCLC,Beta-hexachlorocyclohexane comment code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
9,LBCGHC,Gamma-hexachlorocyclohexane (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
10,LBCGHCLA,G-hexachlorocyclohexane Lipid Adj (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
11,LBDGHCLC,Gamma-hexachlorocyclohexane comment code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
12,LBCHCB,Hexachlorobenzene (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
13,LBCHCBLA,Hexachlorobenzene Lipid Adj (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
14,LBDHCBLC,Hexachlorobenzene comment code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
15,LBCMIR,Mirex (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
16,LBCMIRLA,Mirex Lipid Adj (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
17,LBDMIRLC,Mirex comment code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
18,LBCODT,op-DDT (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
19,LBCODTLA,op-DDT Lipid Adj (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
20,LBDODTLC,op-DDT comment code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
21,LBCOXY,Oxychlordane (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
22,LBCOXYLA,Oxychlordane Lipid Adj (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
23,LBDOXYLC,Oxychlordane comment code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
24,LBCPDE,pp-DDE (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
25,LBCPDELA,pp-DDE Lipid Adj (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
26,LBDPDELC,pp-DDE comment code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
27,LBCPDT,pp-DDT (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
28,LBCPDTLA,pp-DDT Lipid Adj (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
29,LBDPDTLC,pp-DDT comment code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
30,LBCTNA,trans-Nonachlor (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
31,LBCTNALA,trans-Nonachlor Lipid Adj (ng/g),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
32,LBDTNALC,trans-Nonachlor comment code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
