,Column,Code,Label,Class,Other For
0,SEQN,,,,
1,WTPH2YR,4391.8220579 To 253478.77765,Range Of Values,,
2,WTPH2YR,0,No Blood Sample Provided,,
3,WTPH2YR,.,Missing,,
4,LBXVIDMS,7.97 To 424,Range Of Values,,
5,LBXVIDMS,.,Missing,,
6,LBDVIDLC,0,At Or Above The Detection Limit,,
7,LBDVIDLC,1,Below Lower Detection Limit,,
8,LBDVIDLC,.,Missing,,
9,LBXVD2MS,1.57 To 239,Range Of Values,,
10,LBXVD2MS,.,Missing,,
11,LBDVD2LC,.,Missing,,
12,LBDVD2LC,0,At Or Above The Detection Limit,,
13,LBDVD2LC,1,Below Lower Detection Limit,,
14,LBXVD3MS,4.1 To 422,Range Of Values,,
15,LBXVD3MS,.,Missing,,
16,LBDVD3LC,0,At Or Above The Detection Limit,,
17,LBDVD3LC,1,Below Lower Detection Limit,,
18,LBDVD3LC,.,Missing,,
19,LBXVE3MS,0.54 To 62.8,Range Of Values,,
20,LBXVE3MS,.,Missing,,
21,LBDVE3LC,0,At Or Above The Detection Limit,,
22,LBDVE3LC,1,Below Lower Detection Limit,,
23,LBDVE3LC,.,Missing,,
