,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTSA2YR,,,,,,,,,,,,
2,URXUCR,,,,,,,,,,,,
3,URXUAS3,,,,,,,,,,,,
4,URDUA3LC,,,,,,,,,,,,
5,URXUAS5,,,,,,,,,,,,
6,URDUA5LC,,,,,,,,,,,,
7,URXUAB,,,,,,,,,,,,
8,URDUABLC,,,,,,,,,,,,
9,URXUAC,,,,,,,,,,,,
10,URDUACLC,,,,,,,,,,,,
11,URXUDMA,,,,,,,,,,,,
12,URDUDALC,,,,,,,,,,,,
13,URXUMMA,,,,,,,,,,,,
14,URDUMMAL,,,,,,,,,,,,
