,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,LBXHP2C,,,,,,,,,,,,
2,LBDRPCR,,,,,,,,,,,,
3,LBDRHP,,,,,,,,,,,,
4,LBDRLP,,,,,,,,,,,,
5,LBDR06,,,,,,,,,,,,
6,LBDR11,,,,,,,,,,,,
7,LBDR16,,,,,,,,,,,,
8,LBDR18,,,,,,,,,,,,
9,LBDR26,,,,,,,,,,,,
10,LBDR31,,,,,,,,,,,,
11,LBDR33,,,,,,,,,,,,
12,LBDR35,,,,,,,,,,,,
13,LBDR39,,,,,,,,,,,,
14,LBDR40,,,,,,,,,,,,
15,LBDR42,,,,,,,,,,,,
16,LBDR45,,,,,,,,,,,,
17,LBDR51,,,,,,,,,,,,
18,LBDR52,,,,,,,,,,,,
19,LBDR53,,,,,,,,,,,,
20,LBDR54,,,,,,,,,,,,
21,LBDR55,,,,,,,,,,,,
22,LBDR56,,,,,,,,,,,,
23,LBDR58,,,,,,,,,,,,
24,LBDR59,,,,,,,,,,,,
25,LBDR61,,,,,,,,,,,,
26,LBDR62,,,,,,,,,,,,
27,LBDR64,,,,,,,,,,,,
28,LBDR66,,,,,,,,,,,,
29,LBDR67,,,,,,,,,,,,
30,LBDR68,,,,,,,,,,,,
31,LBDR69,,,,,,,,,,,,
32,LBDR70,,,,,,,,,,,,
33,LBDR71,,,,,,,,,,,,
34,LBDR72,,,,,,,,,,,,
35,LBDR73,,,,,,,,,,,,
36,LBDR81,,,,,,,,,,,,
37,LBDR82,,,,,,,,,,,,
38,LBDR83,,,,,,,,,,,,
39,LBDR84,,,,,,,,,,,,
40,LBDR89,,,,,,,,,,,,
41,LBDRPI,,,,,,,,,,,,
