,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
1,LBDRPCR,Roche HPV linear array (LA) summary result,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
2,LBDRHP,Roche LA high positive globin control,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
3,LBDRLP,Roche LA low positive globin control,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
4,LBDR06,HPV type 6,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
5,LBDR11,HPV type 11,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
6,LBDR16,HPV type 16,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
7,LBDR18,HPV type 18,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
8,LBDR26,HPV type 26,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
9,LBDR31,HPV type 31,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
10,LBDR33,HPV type 33,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
11,LBDR35,HPV type 35,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
12,LBDR39,HPV type 39,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
13,LBDR40,HPV type 40,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
14,LBDR42,HPV type 42,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
15,LBDR45,HPV type 45,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
16,LBDR51,HPV type 51,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
17,LBDR52,HPV type 52,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
18,LBDR53,HPV type 53,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
19,LBDR54,HPV type 54,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
20,LBDR55,HPV type 55,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
21,LBDR56,HPV type 56,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
22,LBDR58,HPV type 58,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
23,LBDR59,HPV type 59,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
24,LBDR61,HPV type 61,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
25,LBDR62,HPV type 62,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
26,LBDR64,HPV type 64,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
27,LBDR66,HPV type 66,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
28,LBDR67,HPV type 67,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
29,LBDR68,HPV type 68,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
30,LBDR69,HPV type 69,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
31,LBDR70,HPV type 70,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
32,LBDR71,HPV type 71,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
33,LBDR72,HPV type 72,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
34,LBDR73,HPV type 73,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
35,LBDR81,HPV type 81,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
36,LBDR82,HPV type 82,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
37,LBDR83,HPV type 83,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
38,LBDR84,HPV type 84,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
39,LBDR89,HPV type 89,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
40,LBDRPI,HPV type IS39,Females only 18 YEARS - 59 YEARS,,,,,,,,,,,,,
