,Column,Code,Label,Class,Other For
0,SEQN,,,,
1,LBXSAL,2.5 To 5.3,Range Of Values,,
2,LBXSAL,.,Missing,,
3,LBDSALSI,25 To 53,Range Of Values,,
4,LBDSALSI,.,Missing,,
5,LBXSATSI,6 To 343,Range Of Values,,
6,LBXSATSI,.,Missing,,
7,LBXSASSI,8 To 733,Range Of Values,,
8,LBXSASSI,.,Missing,,
9,LBXSAPSI,10 To 721,Range Of Values,,
10,LBXSAPSI,.,Missing,,
11,LBXSBU,1 To 90,Range Of Values,,
12,LBXSBU,.,Missing,,
13,LBDSBUSI,0.36 To 32.13,Range Of Values,,
14,LBDSBUSI,.,Missing,,
15,LBXSCA,7.3 To 12.1,Range Of Values,,
16,LBXSCA,.,Missing,,
17,LBDSCASI,1.825 To 3.025,Range Of Values,,
18,LBDSCASI,.,Missing,,
19,LBXSCH,66 To 557,Range Of Values,,
20,LBXSCH,.,Missing,,
21,LBDSCHSI,1.707 To 14.404,Range Of Values,,
22,LBDSCHSI,.,Missing,,
23,LBXSC3SI,15 To 38,Range Of Values,,
24,LBXSC3SI,.,Missing,,
25,LBXSCR,0.14 To 15.66,Range Of Values,,
26,LBXSCR,.,Missing,,
27,LBDSCRSI,12.38 To 1384.34,Range Of Values,,
28,LBDSCRSI,.,Missing,,
29,LBXSGTSI,4 To 1116,Range Of Values,,
30,LBXSGTSI,.,Missing,,
31,LBXSGL,34 To 777,Range Of Values,,
32,LBXSGL,.,Missing,,
33,LBDSGLSI,1.89 To 43.13,Range Of Values,,
34,LBDSGLSI,.,Missing,,
35,LBXSIR,6 To 363,Range Of Values,,
36,LBXSIR,.,Missing,,
37,LBDSIRSI,1.1 To 65,Range Of Values,,
38,LBDSIRSI,.,Missing,,
39,LBXSLDSI,4 To 1539,Range Of Values,,
40,LBXSLDSI,.,Missing,,
41,LBXSPH,1.7 To 8.1,Range Of Values,,
42,LBXSPH,.,Missing,,
43,LBDSPHSI,0.549 To 2.615,Range Of Values,,
44,LBDSPHSI,.,Missing,,
45,LBXSTB,0.2 To 7.3,Range Of Values,,
46,LBXSTB,.,Missing,,
47,LBDSTBSI,3.42 To 124.83,Range Of Values,,
48,LBDSTBSI,.,Missing,,
49,LBXSTP,5.3 To 11.3,Range Of Values,,
50,LBXSTP,.,Missing,,
51,LBDSTPSI,53 To 113,Range Of Values,,
52,LBDSTPSI,.,Missing,,
53,LBXSTR,9 To 2693,Range Of Values,,
54,LBXSTR,.,Missing,,
55,LBDSTRSI,0.102 To 30.404,Range Of Values,,
56,LBDSTRSI,.,Missing,,
57,LBXSUA,0.4 To 13.3,Range Of Values,,
58,LBXSUA,.,Missing,,
59,LBDSUASI,23.8 To 791.1,Range Of Values,,
60,LBDSUASI,.,Missing,,
61,LBXSNASI,124 To 148,Range Of Values,,
62,LBXSNASI,.,Missing,,
63,LBXSKSI,2.8 To 5.9,Range Of Values,,
64,LBXSKSI,.,Missing,,
65,LBXSCLSI,86 To 114,Range Of Values,,
66,LBXSCLSI,.,Missing,,
67,LBXSOSSI,246 To 306,Range Of Values,,
68,LBXSOSSI,.,Missing,,
69,LBXSGB,1.3 To 7.5,Range Of Values,,
70,LBXSGB,.,Missing,,
71,LBDSGBSI,13 To 75,Range Of Values,,
72,LBDSGBSI,.,Missing,,
