,Column,Code,Label,Class,Other For
0,SEQN,,,,
1,WTSH2YR,4533.45942 To 322113.58855,Range Of Values,,
2,WTSH2YR,0,Participants 12+ Years With No Lab Specimen,,
3,WTSH2YR,.,Missing,,
4,LBXBPB,0.07 To 34.11,Range Of Values,,
5,LBXBPB,.,Missing,,
6,LBDBPBSI,0.003 To 1.648,Range Of Values,,
7,LBDBPBSI,.,Missing,,
8,LBDBPBLC,0,At Or Above The Detection Limit,,
9,LBDBPBLC,1,Below Lower Detection Limit,,
10,LBDBPBLC,.,Missing,,
11,LBXBCD,0.07 To 7.23,Range Of Values,,
12,LBXBCD,.,Missing,,
13,LBDBCDSI,0.62 To 64.33,Range Of Values,,
14,LBDBCDSI,.,Missing,,
15,LBDBCDLC,0,At Or Above The Detection Limit,,
16,LBDBCDLC,1,Below Lower Detection Limit,,
17,LBDBCDLC,.,Missing,,
18,LBXTHG,0.2 To 46.39,Range Of Values,,
19,LBXTHG,.,Missing,,
20,LBDTHGSI,1 To 231.5,Range Of Values,,
21,LBDTHGSI,.,Missing,,
22,LBDTHGLC,0,At Or Above The Detection Limit,,
23,LBDTHGLC,1,Below Lower Detection Limit,,
24,LBDTHGLC,.,Missing,,
25,LBXBSE,86.09 To 734.8,Range Of Values,,
26,LBXBSE,.,Missing,,
27,LBDBSESI,1.09 To 9.33,Range Of Values,,
28,LBDBSESI,.,Missing,,
29,LBDBSELC,0,At Or Above The Detection Limit,,
30,LBDBSELC,1,Below Lower Detection Limit,,
31,LBDBSELC,.,Missing,,
32,LBXBMN,1.75 To 54.92,Range Of Values,,
33,LBXBMN,.,Missing,,
34,LBDBMNSI,31.85 To 999.54,Range Of Values,,
35,LBDBMNSI,.,Missing,,
36,LBDBMNLC,0,At Or Above The Detection Limit,,
37,LBDBMNLC,1,Below Lower Detection Limit,,
38,LBDBMNLC,.,Missing,,
