,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
1,LB2DAY,The number of days between the collection of the first and second exam,Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
2,LB2SAL,Albumin (g/dL),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
3,LB2SALSI,Albumin (g/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
4,LB2SATSI,Alanine aminotransferase (U/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
5,LB2SASSI,Aspartate aminotransferase (U/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
6,LB2SAPSI,Alkaline phosphotase (U/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
7,LB2SBU,Blood urea nitrogen (mg/dL),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
8,LB2SBUSI,Blood urea nitrogen (mmol/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
9,LB2SCA,Total calcium (mg/dL),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
10,LB2SCASI,Total calcium (mmol/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
11,LB2SCH,Cholesterol (mg/dL),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
12,LB2SCHSI,Cholesterol (mmol/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
13,LB2SC3SI,Bicarbonate (mmol/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
14,LB2SGTSI,Gamma glutamyltransferase,Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
15,LB2SGL,Glucose (mg/dL),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
16,LB2SGLSI,Glucose serum (mmol/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
17,LB2SIR,Iron (ug/dL),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
18,LB2SIRSI,Iron (umol/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
19,LB2SLDSI,Lactate dehydrogenase (U/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
20,LB2SPH,Phosphorus (mg/dL),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
21,LB2SPHSI,Phosphorus (mmol/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
22,LB2STB,Bilirubin total (mg/dL),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
23,LB2STBSI,Bilirubin total (umol/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
24,LB2STP,Protein total (g/dL),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
25,LB2STPSI,Total protein (g/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
26,LB2STR,Triglycerides (mg/dL),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
27,LB2STRSI,Triglycerides (mmol/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
28,LB2SUA,Uric acid (mg/dL),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
29,LB2SUASI,Uric acid (umol/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
30,LB2SCR,Creatinine (mg/dL),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
31,LB2SCRSI,Creatinine (umol/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
32,LB2SNASI,Sodium (mmol/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
33,LB2SKSI,Potassium (mmol/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
34,LB2SCLSI,Chloride (mmol/L),Both males and females 16 YEARS - 69 YEARS,,,,,,,,,,,,,
35,LB2FSH,Follicle stimulating hormone (mIU/mL),Females only 35 YEARS - 60 YEARS,,,,,,,,,,,,,
36,LB2FSHSI,Follicle stimulating hormone (IU/L),Females only 35 YEARS - 60 YEARS,,,,,,,,,,,,,
37,LB2LH,Luteinizing hormone (mIU/mL),Females only 35 YEARS - 60 YEARS,,,,,,,,,,,,,
38,LB2LHSI,Luteinizing hormone (IU/L),Females only 35 YEARS - 60 YEARS,,,,,,,,,,,,,
