,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SAMPLEID,,,,,,,,,,,,
1,RIDRETH3,,,,,,,,,,,,
2,RIDAGGRP,,,,,,,,,,,,
3,RIAGENDR,,,,,,,,,,,,
4,RIANSMP,,,,,,,,,,,,
5,WTSMSMPA,,,,,,,,,,,,
6,LBCBHC,,,,,,,,,,,,
7,LBCBHCLA,,,,,,,,,,,,
8,LBDBHCLC,,,,,,,,,,,,
9,LBCGHC,,,,,,,,,,,,
10,LBCGHCLA,,,,,,,,,,,,
11,LBDGHCLC,,,,,,,,,,,,
12,LBCHCB,,,,,,,,,,,,
13,LBCHCBLA,,,,,,,,,,,,
14,LBDHCBLC,,,,,,,,,,,,
15,LBCMIR,,,,,,,,,,,,
16,LBCMIRLA,,,,,,,,,,,,
17,LBDMIRLC,,,,,,,,,,,,
18,LBCOXY,,,,,,,,,,,,
19,LBCOXYLA,,,,,,,,,,,,
20,LBDOXYLC,,,,,,,,,,,,
21,LBCPDE,,,,,,,,,,,,
22,LBCPDELA,,,,,,,,,,,,
23,LBDPDELC,,,,,,,,,,,,
24,LBCPDT,,,,,,,,,,,,
25,LBCPDTLA,,,,,,,,,,,,
26,LBDPDTLC,,,,,,,,,,,,
27,LBCTNA,,,,,,,,,,,,
28,LBCTNALA,,,,,,,,,,,,
29,LBDTNALC,,,,,,,,,,,,
