,Column,Code,Label,Class,Other For
0,SEQN,,,,
1,WTSB2YR,0 To 426061.06902,Range Of Values,,
2,WTSB2YR,.,Missing,,
3,URXCNP,0.14 To 730.25,Range Of Values,,
4,URXCNP,.,Missing,,
5,URDCNPLC,0,At Or Above The Detection Limit,,
6,URDCNPLC,1,Below Lower Detection Limit,,
7,URDCNPLC,.,Missing,,
8,URXCOP,0.14 To 1126.3,Range Of Values,,
9,URXCOP,.,Missing,,
10,URDCOPLC,0,At Or Above The Detection Limit,,
11,URDCOPLC,1,Below Lower Detection Limit,,
12,URDCOPLC,.,Missing,,
13,URXECP,0.14 To 15828,Range Of Values,,
14,URXECP,.,Missing,,
15,URDECPLC,0,At Or Above The Detection Limit,,
16,URDECPLC,1,Below Lower Detection Limit,,
17,URDECPLC,.,Missing,,
18,URXMBP,0.28 To 25863,Range Of Values,,
19,URXMBP,.,Missing,,
20,URDMBPLC,0,At Or Above The Detection Limit,,
21,URDMBPLC,1,Below Lower Detection Limit,,
22,URDMBPLC,.,Missing,,
23,URXMC1,0.14 To 1588.7,Range Of Values,,
24,URXMC1,.,Missing,,
25,URDMC1LC,0,At Or Above The Detection Limit,,
26,URDMC1LC,1,Below Lower Detection Limit,,
27,URDMC1LC,.,Missing,,
28,URXMCP,0.28 To 12.92,Range Of Values,,
29,URXMCP,.,Missing,,
30,URDMCPLC,0,At Or Above The Detection Limit,,
31,URDMCPLC,1,Below Lower Detection Limit,,
32,URDMCPLC,.,Missing,,
33,URXMEP,0.92 To 31660,Range Of Values,,
34,URXMEP,.,Missing,,
35,URDMEPLC,0,At Or Above The Detection Limit,,
36,URDMEPLC,1,Below Lower Detection Limit,,
37,URDMEPLC,.,Missing,,
38,URXMHH,0.14 To 9326.1,Range Of Values,,
39,URXMHH,.,Missing,,
40,URDMHHLC,0,At Or Above The Detection Limit,,
41,URDMHHLC,1,Below Lower Detection Limit,,
42,URDMHHLC,.,Missing,,
43,URXMHP,0.35 To 807.5,Range Of Values,,
44,URXMHP,.,Missing,,
45,URDMHPLC,0,At Or Above The Detection Limit,,
46,URDMHPLC,1,Below Lower Detection Limit,,
47,URDMHPLC,37,37,,
48,URDMHPLC,.,Missing,,
49,URXMNM,0.35 To 2447.3,Range Of Values,,
50,URXMNM,.,Missing,,
51,URDMNMLC,0,At Or Above The Detection Limit,,
52,URDMNMLC,1,Below Lower Detection Limit,,
53,URDMNMLC,.,Missing,,
54,URXMNP,0.54 To 435.82,Range Of Values,,
55,URXMNP,.,Missing,,
56,URDMNPLC,0,At Or Above The Detection Limit,,
57,URDMNPLC,1,Below Lower Detection Limit,,
58,URDMNPLC,.,Missing,,
59,URXMOH,0.14 To 6079.9,Range Of Values,,
60,URXMOH,.,Missing,,
61,URDMOHLC,0,At Or Above The Detection Limit,,
62,URDMOHLC,1,Below Lower Detection Limit,,
63,URDMOHLC,.,Missing,,
64,URXMOP,0.59 To 8.69,Range Of Values,,
65,URXMOP,.,Missing,,
66,URDMOPLC,0,At Or Above The Detection Limit,,
67,URDMOPLC,1,Below Lower Detection Limit,,
68,URDMOPLC,.,Missing,,
69,URXMZP,0.15 To 617.18,Range Of Values,,
70,URXMZP,.,Missing,,
71,URDMZPLC,0,At Or Above The Detection Limit,,
72,URDMZPLC,1,Below Lower Detection Limit,,
73,URDMZPLC,.,Missing,,
74,URXMIB,0.14 To 1163.3,Range Of Values,,
75,URXMIB,.,Missing,,
76,URDMIBLC,0,At Or Above The Detection Limit,,
77,URDMIBLC,1,Below Lower Detection Limit,,
78,URDMIBLC,.,Missing,,
79,URXUCR,4 To 749,Range Of Values,,
80,URXUCR,.,Missing,,
