,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,URDNO3LC,,,,,,,,,,,,
2,URDSCNLC,,,,,,,,,,,,
3,URDUP8LC,,,,,,,,,,,,
4,URXNO3,,,,,,,,,,,,
5,URXSCN,,,,,,,,,,,,
6,URXUP8,,,,,,,,,,,,
7,WTSAPRP,,,,,,,,,,,,
