,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTFSM,,,,,,,,,,,,
2,URXUCR,,,,,,,,,,,,
3,URXUBA,,,,,,,,,,,,
4,URDUBALC,,,,,,,,,,,,
5,URXUCD,,,,,,,,,,,,
6,URDUCDLC,,,,,,,,,,,,
7,URXUCO,,,,,,,,,,,,
8,URDUCOLC,,,,,,,,,,,,
9,URXUCS,,,,,,,,,,,,
10,URDUCSLC,,,,,,,,,,,,
11,URXUMO,,,,,,,,,,,,
12,URDUMOLC,,,,,,,,,,,,
13,URXUMN,,,,,,,,,,,,
14,URDUMNLC,,,,,,,,,,,,
15,URXUPB,,,,,,,,,,,,
16,URDUPBLC,,,,,,,,,,,,
17,URXUSB,,,,,,,,,,,,
18,URDUSBLC,,,,,,,,,,,,
19,URXUSN,,,,,,,,,,,,
20,URDUSNLC,,,,,,,,,,,,
21,URXUSR,,,,,,,,,,,,
22,URDUSRLC,,,,,,,,,,,,
23,URXUTL,,,,,,,,,,,,
24,URDUTLLC,,,,,,,,,,,,
25,URXUTU,,,,,,,,,,,,
26,URDUTULC,,,,,,,,,,,,
27,URXUUR,,,,,,,,,,,,
28,URDUURLC,,,,,,,,,,,,
