,Column,Code,Label,Class,Other For
0,SEQN,,,,
1,WTSB2YR,0 To 486352.50255,Range Of Values,,
2,WTSB2YR,.,Missing,,
3,URXP01,33.9 To 27066310.1,Range Of Values,,
4,URXP01,.,Missing,,
5,URDP01LC,0,At Or Above The Detection Limit,,
6,URDP01LC,1,Below Lower Detection Limit,,
7,URDP01LC,.,Missing,,
8,URXP02,9.3 To 590676,Range Of Values,,
9,URXP02,.,Missing,,
10,URDP02LC,0,At Or Above The Detection Limit,,
11,URDP02LC,1,Below Lower Detection Limit,,
12,URDP02LC,.,Missing,,
13,URXP03,3.5 To 23854.6,Range Of Values,,
14,URXP03,.,Missing,,
15,URDP03LC,0,At Or Above The Detection Limit,,
16,URDP03LC,1,Below Lower Detection Limit,,
17,URDP03LC,.,Missing,,
18,URXP04,6.6 To 16311.8,Range Of Values,,
19,URXP04,.,Missing,,
20,URDP04LC,0,At Or Above The Detection Limit,,
21,URDP04LC,1,Below Lower Detection Limit,,
22,URDP04LC,.,Missing,,
23,URXP05,3.5 To 11027.9,Range Of Values,,
24,URXP05,.,Missing,,
25,URDP05LC,0,At Or Above The Detection Limit,,
26,URDP05LC,1,Below Lower Detection Limit,,
27,URDP05LC,.,Missing,,
28,URXP06,3.5 To 10427.4,Range Of Values,,
29,URXP06,.,Missing,,
30,URDP06LC,0,At Or Above The Detection Limit,,
31,URDP06LC,1,Below Lower Detection Limit,,
32,URDP06LC,.,Missing,,
33,URXP07,3.5 To 6336.7,Range Of Values,,
34,URXP07,.,Missing,,
35,URDP07LC,0,At Or Above The Detection Limit,,
36,URDP07LC,1,Below Lower Detection Limit,,
37,URDP07LC,.,Missing,,
38,URXP10,3.5 To 12517.9,Range Of Values,,
39,URXP10,.,Missing,,
40,URDP10LC,0,At Or Above The Detection Limit,,
41,URDP10LC,1,Below Lower Detection Limit,,
42,URDP10LC,.,Missing,,
43,URXP17,12.3 To 30562.7,Range Of Values,,
44,URXP17,.,Missing,,
45,URDP17LC,0,At Or Above The Detection Limit,,
46,URDP17LC,1,Below Lower Detection Limit,,
47,URDP17LC,.,Missing,,
48,URXP19,3.5 To 2235.1,Range Of Values,,
49,URXP19,.,Missing,,
50,URDP19LC,0,At Or Above The Detection Limit,,
51,URDP19LC,1,Below Lower Detection Limit,,
52,URDP19LC,.,Missing,,
53,URXUCR,5 To 608,Range Of Values,,
54,URXUCR,.,Missing,,
