,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
1,WTSVOC2Y,VOC subsample 2 yr MEC Weight,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
2,LBXWBF,Water Bromoform Result,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
3,LBDWBFLC,Water Bromoform Comment,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
4,LBXWCF,Water Chloroform Result,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
5,LBDWCFLC,Water Chloroform Comment,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
6,LBXWBM,Water Bromodichloromethane Result,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
7,LBDWBMLC,Water Bromodichloromethane Comment,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
8,LBXWCM,Water Dibromochloromethane Result,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
9,LBDWCMLC,Water Dibromochloromethane Comment,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
10,LBXWME,Water Methyl tert. butyl ether (MTBE) Result,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
11,LBDWMELC,Water Methyl tert. butyl ether (MTBE) Comment,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
12,LBXV1A,Blood 11-Dichloroethane Result,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
13,LBDV1ALC,Blood 11-Dichloroethane Comment,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
14,LBXV1D,Blood 12-Dichlorobenzene Result,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
15,LBDV1DLC,Blood 12-Dichlorobenzene Comment,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
16,LBXV1E,Blood 11-Dichloroethene Result,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
17,LBDV1ELC,Blood 11-Dichloroethene Comment Code,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
18,LBXV2A,Blood 12-Dichloroethane Result,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
19,LBDV2ALC,Blood 12-Dichloroethane Comment,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
20,LBXV2C,Blood cis-12-Dichloroethene Result,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
21,LBDV2CLC,Blood cis-12-Dichloroethene Comment Code,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
22,LBXV2E,Blood 112-Trichloroethane Result,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
23,LBDV2ELC,Blood 112-Trichloroethane Comment,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
24,LBXV2T,Blood trans-12-Dichloroethene Result,Both males and females 20 YEARS - 59 YEARS,,,,,,,,,,,,,
