,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTSB2YR,,,,,,,,,,,,
2,URXDAZ,,,,,,,,,,,,
3,URDDAZLC,,,,,,,,,,,,
4,URXDMA,,,,,,,,,,,,
5,URDDMALC,,,,,,,,,,,,
6,URXEQU,,,,,,,,,,,,
7,URDEQULC,,,,,,,,,,,,
8,URXETD,,,,,,,,,,,,
9,URDETDLC,,,,,,,,,,,,
10,URXETL,,,,,,,,,,,,
11,URDETLLC,,,,,,,,,,,,
12,URXGNS,,,,,,,,,,,,
13,URDGNSLC,,,,,,,,,,,,
14,URXUCR,,,,,,,,,,,,
