,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WTSVOC2Y,VOC Subsample Weight,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
2,LBXWBF,Water Bromoform (ng/mL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
3,LBDWBFLC,Water Bromoform Comment Code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
4,LBXWBM,Water Bromodichloromethane (ng/mL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
5,LBDWBMLC,Water Bromodichloromethane Comment Code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
6,LBXWCF,Water Chloroform (ng/mL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
7,LBDWCFLC,Water Chloroform Comment Code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
8,LBXWCM,Water Dibromochloromethane (ng/mL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
9,LBDWCMLC,Water Dibromochloromethane Comment Code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
10,LBXWME,Water MTBE (ng/mL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
11,LBDWMELC,Water MTBE Comment Code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
12,VTQ200A,{Do you/Does she/Does he} store paints or fuels inside {your/her/his} home? Include {your/her/his} basement {and attached garage}.,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
13,VTQ210,I would like to ask you a few questions about {your/SPs} home. Does {your/her/his} home have an attached garage?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
14,VTQ220,Is the source of water for {your/her/his} home from a private well?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
15,VTQ230A,{Do you/Does she/Does he} use toilet bowl deodorizers inside {your/her/his} home?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
16,VTQ230B,{Do you/Does she/Does he} use moth balls or crystals inside {your/her/his} home?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
17,VTQ240A,Now I am going to ask you a few questions about {your/SPs} activities over the last three days. This means today yesterday or the day before yesterday. In the last three days did {you/she/he} pump gas into a car or other motor vehicle {yourself/herself/himself}?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
18,VTQ240B,How long ago in hours did {you/she/he} pump gas into a car?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
19,VTQ250A,In the last three days did {you/she/he} spend any time at a swimming pool in a hot tub or in a steam room?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
20,VTQ250B,How long ago in hours has it been since {you/she/he} spent time in a swimming pool in a hot tub or in a steam room?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
21,VTQ260A,In the last three days did {you/she/he} visit a dry cleaning shop or wear clothes that had been dry-cleaned within the last week?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
22,VTQ260B,In the last three days did {you/she/he} spend 10 or more minutes near a person who was smoking a cigarette cigar or pipe?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
23,VTQ270A,In the last three days did {you/she/he} take a hot shower or bath for five minutes or longer?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
24,VTQ270B,How long ago in hours has it been since {your/SPs} last shower or hot bath?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
25,VTQ280A,In the last three days did {you/she/he} breathe fumes from any of the following: Paints?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
26,VTQ280B,[In the last three days did {you/she/he} breathe fumes from any of the following:] Degreasing cleaners?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
27,VTQ280C,[In the last three days did {you/she/he} breathe fumes from any of the following:] Diesel fuel or kerosene?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
28,VTQ280D,[In the last three days did {you/she/he} breathe fumes from any of the following:] Paint thinner brush cleaner or furniture stripper?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
29,VTQ280E,[In the last three days did {you/she/he} breathe fumes from any of the following:] Drycleaning fluid or spot remover?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
30,VTQ280F,[In the last three days did {you/she/he} breathe fumes from any of the following:] Fingernail polish or fingernail polish remover?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
31,VTQ280G,[In the last three days did {you/she/he} breathe fumes from any of the following:] Glues or adhesives used for hobbies or crafts?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
32,VTQ280H,[In the last three days did {you/she/he} breathe fumes from any of the following:] Varnish or stain?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
