,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
1,WTSVOC2Y,VOC Subsample Weight,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
2,LBXVBF,Blood Bromoform (pg/mL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
3,LBDVBFLC,Blood Bromoform Comment Code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
4,LBXVBM,Blood Bromodichloromethane (pg/mL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
5,LBDVBMLC,Blood Bromodichloromethane Comment Code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
6,LBXVCF,Blood Chloroform (pg/mL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
7,LBDVCFLC,Blood Chloroform Comment Code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
8,LBXVCM,Blood Dibromochloromethane (pg/mL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
9,LBDVCMLC,Blood Dibromochloromethane Comment Code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
10,LBXVME,Blood MTBE (pg/mL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
11,LBDVMELC,Blood MTBE Comment Code,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
12,LBXNM,Blood Nitromethane (pg/mL),Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
13,VTQ210,Does your home have an attached garage?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
14,VTQ220,Is the source of water for your home from a private well?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
15,VTQ200A,{Do you/Does she/Does he} store paints or fuels inside {your/her/his} home? Include {your/her/his} basement {and attached garage}.,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
16,VTQ230A,Do you use toilet bowl deodorizers inside your home?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
17,VTQ230B,Do you use moth balls or crystals inside your home?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
18,VTQ240A,In the last three days did you pump gas into your car or other motor vehicle yourself?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
19,VTQ240B,How long ago in hours did {you/she/he} pump gas into a car?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
20,VTQ250A,In the last three days did you spend any time at a swimming pool in a hot tub or in a steam room?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
21,VTQ250B,How long ago in hours has it been since {you/she/he} spent time in a swimming pool in a hot tub or in a steam room?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
22,VTQ260A,In the last three days did you visit a dry cleaning shop or wear clothes that had been dry-cleaned within the last week?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
23,VTQ260B,In the last three days did you spend 10 or more minutes near a person who was smoking a cigarette cigar or pipe?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
24,VTQ270A,In the last three days did you take a hot shower or bath for five minutes or longer?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
25,VTQ270B,How long ago in hours has it been since {your/SPs} last shower or hot bath?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
26,VTQ280A,In the last three days did you breath fumes from paints?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
27,VTQ280B,In the last three days did you breath fumes from degreasing cleaners?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
28,VTQ280C,In the last three days did you breath fumes from diesel fuel or kerosene?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
29,VTQ280D,In the last three days did you breath fumes from paint thinner brush cleaner or furniture stripper?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
30,VTQ280E,In the last three days did you breath fumes from drycleaning fluid or spot remover?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
31,VTQ280F,In the last three days did you breath fumes from fingernail polish or fingernail polish remover?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
32,VTQ280G,In the last three days did you breath fumes from glues or adhesives used for hobbies or crafts?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
33,VTQ280H,In the last three days did you breath fumes from varnish or stain?,Both males and females 12 YEARS - 150 YEARS,,,,,,,,,,,,,
