,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTFSM,,,,,,,,,,,,
2,URX1DC,,,,,,,,,,,,
3,URD1DCLC,,,,,,,,,,,,
4,URX2DC,,,,,,,,,,,,
5,URD2DCLC,,,,,,,,,,,,
6,URX2MH,,,,,,,,,,,,
7,URD2MHLC,,,,,,,,,,,,
8,URX34M,,,,,,,,,,,,
9,URD34MLC,,,,,,,,,,,,
10,URXAAM,,,,,,,,,,,,
11,URDAAMLC,,,,,,,,,,,,
12,URXAMC,,,,,,,,,,,,
13,URDAMCLC,,,,,,,,,,,,
14,URXATC,,,,,,,,,,,,
15,URDATCLC,,,,,,,,,,,,
16,URXBMA,,,,,,,,,,,,
17,URDBMALC,,,,,,,,,,,,
18,URXBPM,,,,,,,,,,,,
19,URDBPMLC,,,,,,,,,,,,
20,URXCEM,,,,,,,,,,,,
21,URDCEMLC,,,,,,,,,,,,
22,URXCYHA,,,,,,,,,,,,
23,URDCYALC,,,,,,,,,,,,
24,URXCYM,,,,,,,,,,,,
25,URDCYMLC,,,,,,,,,,,,
26,URXDHB,,,,,,,,,,,,
27,URDDHBLC,,,,,,,,,,,,
28,URXDPM,,,,,,,,,,,,
29,URDDPMLC,,,,,,,,,,,,
30,URXGAM,,,,,,,,,,,,
31,URDGAMLC,,,,,,,,,,,,
32,URXHEM,,,,,,,,,,,,
33,URDHEMLC,,,,,,,,,,,,
34,URXHP2,,,,,,,,,,,,
35,URDHP2LC,,,,,,,,,,,,
36,URXHPM,,,,,,,,,,,,
37,URDHPMLC,,,,,,,,,,,,
38,URXIPM1,,,,,,,,,,,,
39,URDPM1LC,,,,,,,,,,,,
40,URXIPM3,,,,,,,,,,,,
41,URDPM3LC,,,,,,,,,,,,
42,URXMAD,,,,,,,,,,,,
43,URDMADLC,,,,,,,,,,,,
44,URXMB1,,,,,,,,,,,,
45,URDMB1LC,,,,,,,,,,,,
46,URXMB2,,,,,,,,,,,,
47,URDMB2LC,,,,,,,,,,,,
48,URXMB3,,,,,,,,,,,,
49,URDMB3LC,,,,,,,,,,,,
50,URXPHE,,,,,,,,,,,,
51,URDPHELC,,,,,,,,,,,,
52,URXPHG,,,,,,,,,,,,
53,URDPHGLC,,,,,,,,,,,,
54,URXPMA,,,,,,,,,,,,
55,URDPMALC,,,,,,,,,,,,
56,URXPMM,,,,,,,,,,,,
57,URDPMMLC,,,,,,,,,,,,
58,URXTCV,,,,,,,,,,,,
59,URDTCVLC,,,,,,,,,,,,
