,Column,English_Text,Target,English_Instructions,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,Respondent sequence number.,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
1,SSMR1_N,Myristic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
2,SSML1_N,Myristoleic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
3,SSPM1_N,Palmitic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
4,SSPL1_N,Palmitoleic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
5,SSST1_N,Stearic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
6,SSOL1_N,Oleic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
7,SSVC1_N,cis-Vaccenic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
8,SSLNA_N,Linoleic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
9,SSGLA_N,gamma-Linolenic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
10,SSALN_N,alpha-Linolenic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
11,SSHGL_N,homo-gamma-Linolenic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
12,SSAR1_N,Arachidic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
13,SSEN1_N,Eicosenoic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
14,SSED1_N,Eicosadienoic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
15,SSARA_N,Arachidonic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
16,SSEPA_N,Eicosapentaenoic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
17,SSDA1_N,Docosanoic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
18,SSDE1_N,Docosenoic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
19,SSDTA_N,Docosatetraenoic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
20,SSDP6_N,Docosapentaenoic-6 acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
21,SSDP3_N,Docosapentaenoic-3 acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
22,SSDHA_N,Docosahexaenoic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
23,SSLG1_N,Lignoceric acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
24,SSNR1_N,Nervonic acid (micromol/L),Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
25,WTSAF2YR,2Yr fasting weights,Both males and females 20 YEARS - 150 YEARS,,,,,,,,,,,,,
