,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTFSM,,,,,,,,,,,,
2,URXAAC,,,,,,,,,,,,
3,URDAACLC,,,,,,,,,,,,
4,URXGLP1,,,,,,,,,,,,
5,URDGP1LC,,,,,,,,,,,,
6,URXGLP2,,,,,,,,,,,,
7,URDGP2LC,,,,,,,,,,,,
8,URXHM,,,,,,,,,,,,
9,URDHMLC,,,,,,,,,,,,
10,URXIQ,,,,,,,,,,,,
11,URDIQLC,,,,,,,,,,,,
12,URXMAAC,,,,,,,,,,,,
13,URDMACLC,,,,,,,,,,,,
14,URXNHM,,,,,,,,,,,,
15,URDNHMLC,,,,,,,,,,,,
16,URXPHIP,,,,,,,,,,,,
17,URDPHPLC,,,,,,,,,,,,
18,URXTRP1,,,,,,,,,,,,
19,URDTP1LC,,,,,,,,,,,,
20,URXTRP2,,,,,,,,,,,,
21,URDTP2LC,,,,,,,,,,,,
