,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,Maturity,Template,wasGeneratedBy
0,SEQN,,,,,,,,,,,,
1,WTSA2YR,,,,,,,,,,,,
2,URXUBA,,,,,,,,,,,,
3,URDUBALC,,,,,,,,,,,,
4,URXUCD,,,,,,,,,,,,
5,URDUCDLC,,,,,,,,,,,,
6,URXUCO,,,,,,,,,,,,
7,URDUCOLC,,,,,,,,,,,,
8,URXUCS,,,,,,,,,,,,
9,URDUCSLC,,,,,,,,,,,,
10,URXUMO,,,,,,,,,,,,
11,URDUMOLC,,,,,,,,,,,,
12,URXUMN,,,,,,,,,,,,
13,URDUMNLC,,,,,,,,,,,,
14,URXUPB,,,,,,,,,,,,
15,URDUPBLC,,,,,,,,,,,,
16,URXUSB,,,,,,,,,,,,
17,URDUSBLC,,,,,,,,,,,,
18,URXUSN,,,,,,,,,,,,
19,URDUSNLC,,,,,,,,,,,,
20,URXUTL,,,,,,,,,,,,
21,URDUTLLC,,,,,,,,,,,,
22,URXUTU,,,,,,,,,,,,
23,URDUTULC,,,,,,,,,,,,
