,Column,Code,Label,Class,Other For
0,SEQN,,,,
1,WTALD2YR,22540.35398 To 595728.72529,Range Of Values,,
2,WTALD2YR,0,No Lab Result,,
3,WTALD2YR,.,Missing,,
4,LBXBZAL,0.326 To 28.2,Range Of Values,,
5,LBXBZAL,.,Missing,,
6,LBDBZLC,0,At Or Above Detection Limit,,
7,LBDBZLC,1,Below Lower Detection Limit,,
8,LBDBZLC,2,Detectable Result And Exceeds The Calibrated Range Of Assay,,
9,LBDBZLC,.,Missing,,
10,LBX4AL,0.221 To 3.49,Range Of Values,,
11,LBX4AL,.,Missing,,
12,LBD4ALC,0,At Or Above Detection Limit,,
13,LBD4ALC,1,Below Lower Detection Limit,,
14,LBD4ALC,2,Detectable Result And Exceeds The Calibrated Range Of Assay,,
15,LBD4ALC,.,Missing,,
16,LBXCRAL,0.104 To 2.44,Range Of Values,,
17,LBXCRAL,.,Missing,,
18,LBDCRLC,0,At Or Above Detection Limit,,
19,LBDCRLC,1,Below Lower Detection Limit,,
20,LBDCRLC,2,Detectable Result And Exceeds The Calibrated Range Of Assay,,
21,LBDCRLC,.,Missing,,
22,LBX10AL,2.76 To 13.3,Range Of Values,,
23,LBX10AL,.,Missing,,
24,LBD10ALC,0,At Or Above Detection Limit,,
25,LBD10ALC,1,Below Lower Detection Limit,,
26,LBD10ALC,2,Detectable Result And Exceeds The Calibrated Range Of Assay,,
27,LBD10ALC,.,Missing,,
28,LBX7AL,0.221 To 3.83,Range Of Values,,
29,LBX7AL,.,Missing,,
30,LBD7ALC,0,At Or Above Detection Limit,,
31,LBD7ALC,1,Below Lower Detection Limit,,
32,LBD7ALC,2,Detectable Result And Exceeds The Calibrated Range Of Assay,,
33,LBD7ALC,.,Missing,,
34,LBX6AL,0.49 To 62.1,Range Of Values,,
35,LBX6AL,.,Missing,,
36,LBD6ALC,0,At Or Above Detection Limit,,
37,LBD6ALC,1,Below Lower Detection Limit,,
38,LBD6ALC,2,Detectable Result And Exceeds The Calibrated Range Of Assay,,
39,LBD6ALC,.,Missing,,
40,LBXI5AL,0.084 To 4.57,Range Of Values,,
41,LBXI5AL,.,Missing,,
42,LBDI5ALC,0,At Or Above Detection Limit,,
43,LBDI5ALC,1,Below Lower Detection Limit,,
44,LBDI5ALC,2,Detectable Result And Exceeds The Calibrated Range Of Assay,,
45,LBDI5ALC,.,Missing,,
46,LBX9AL,1.86 To 39.8,Range Of Values,,
47,LBX9AL,.,Missing,,
48,LBD9ALC,2,Detectable Result And Exceeds The Calibrated Range Of Assay,,
49,LBD9ALC,.,Missing,,
50,LBD9ALC,0,At Or Above Detection Limit,,
51,LBD9ALC,1,Below Lower Detection Limit,,
52,LBX8AL,0.467 To 3.61,Range Of Values,,
53,LBX8AL,.,Missing,,
54,LBD8ALC,0,At Or Above Detection Limit,,
55,LBD8ALC,1,Below Lower Detection Limit,,
56,LBD8ALC,2,Detectable Result And Exceeds The Calibrated Range Of Assay,,
57,LBD8ALC,.,Missing,,
58,LBXTLAL,0.1 To 2.38,Range Of Values,,
59,LBXTLAL,.,Missing,,
60,LBDTLALC,0,At Or Above Detection Limit,,
61,LBDTLALC,1,Below Lower Detection Limit,,
62,LBDTLALC,2,Detectable Result And Exceeds The Calibrated Range Of Assay,,
63,LBDTLALC,.,Missing,,
64,LBX5AL,0.223 To 6.61,Range Of Values,,
65,LBX5AL,.,Missing,,
66,LBD5ALC,0,At Or Above Detection Limit,,
67,LBD5ALC,1,Below Lower Detection Limit,,
68,LBD5ALC,2,Detectable Result And Exceeds The Calibrated Range Of Assay,,
69,LBD5ALC,.,Missing,,
70,LBX3AL,0.82 To 8.39,Range Of Values,,
71,LBX3AL,.,Missing,,
72,LBD3ALC,0,At Or Above Detection Limit,,
73,LBD3ALC,1,Below Lower Detection Limit,,
74,LBD3ALC,2,Detectable Result And Exceeds The Calibrated Range Of Assay,,
75,LBD3ALC,.,Missing,,
