,Column,Code,Label,English_Text,Target,Class,Other For
1665,DMAETHN,1,Value Imputed,['Logical Imputation Flag for Ethnicity'],['Both males and females 0 YEARS - 150 YEARS'],,
1666,DMAETHN,.,Missing,['Logical Imputation Flag for Ethnicity'],['Both males and females 0 YEARS - 150 YEARS'],,
1667,DMARACE,1,Value Imputed,['Logical Imputation Flag for Race Recode'],['Both males and females 0 YEARS - 150 YEARS'],,
1668,DMARACE,.,Missing,['Logical Imputation Flag for Race Recode'],['Both males and females 0 YEARS - 150 YEARS'],,
1669,WTMREP01,0 To 258536.54745,Range Of Values,['MEC Exam Weight Jack Knife Replicate 01'],['Both males and females 0 YEARS - 150 YEARS'],,
1670,WTMREP01,.,Missing,['MEC Exam Weight Jack Knife Replicate 01'],['Both males and females 0 YEARS - 150 YEARS'],,
1671,WTMREP02,0 To 260734.52777,Range Of Values,['MEC Exam Weight Jack Knife Replicate 02'],['Both males and females 0 YEARS - 150 YEARS'],,
1672,WTMREP02,.,Missing,['MEC Exam Weight Jack Knife Replicate 02'],['Both males and females 0 YEARS - 150 YEARS'],,
1673,WTMREP03,0 To 261389.69805,Range Of Values,['MEC Exam Weight Jack Knife Replicate 03'],['Both males and females 0 YEARS - 150 YEARS'],,
1674,WTMREP03,.,Missing,['MEC Exam Weight Jack Knife Replicate 03'],['Both males and females 0 YEARS - 150 YEARS'],,
1675,WTMREP04,0 To 261672.08293,Range Of Values,['MEC Exam Weight Jack Knife Replicate 04'],['Both males and females 0 YEARS - 150 YEARS'],,
1676,WTMREP04,.,Missing,['MEC Exam Weight Jack Knife Replicate 04'],['Both males and females 0 YEARS - 150 YEARS'],,
1677,WTMREP05,0 To 261039.26428,Range Of Values,['MEC Exam Weight Jack Knife Replicate 05'],['Both males and females 0 YEARS - 150 YEARS'],,
1678,WTMREP05,.,Missing,['MEC Exam Weight Jack Knife Replicate 05'],['Both males and females 0 YEARS - 150 YEARS'],,
1679,WTMREP06,0 To 262491.489,Range Of Values,['MEC Exam Weight Jack Knife Replicate 06'],['Both males and females 0 YEARS - 150 YEARS'],,
1680,WTMREP06,.,Missing,['MEC Exam Weight Jack Knife Replicate 06'],['Both males and females 0 YEARS - 150 YEARS'],,
1681,WTMREP07,0 To 258631.58327,Range Of Values,['MEC Exam Weight Jack Knife Replicate 07'],['Both males and females 0 YEARS - 150 YEARS'],,
1682,WTMREP07,.,Missing,['MEC Exam Weight Jack Knife Replicate 07'],['Both males and females 0 YEARS - 150 YEARS'],,
1683,WTMREP08,0 To 261427.86999,Range Of Values,['MEC Exam Weight Jack Knife Replicate 08'],['Both males and females 0 YEARS - 150 YEARS'],,
1684,WTMREP08,.,Missing,['MEC Exam Weight Jack Knife Replicate 08'],['Both males and females 0 YEARS - 150 YEARS'],,
1685,WTMREP09,0 To 263135.14291,Range Of Values,['MEC Exam Weight Jack Knife Replicate 09'],['Both males and females 0 YEARS - 150 YEARS'],,
1686,WTMREP09,.,Missing,['MEC Exam Weight Jack Knife Replicate 09'],['Both males and females 0 YEARS - 150 YEARS'],,
1687,WTMREP10,0 To 264325.82084,Range Of Values,['MEC Exam Weight Jack Knife Replicate 10'],['Both males and females 0 YEARS - 150 YEARS'],,
1688,WTMREP10,.,Missing,['MEC Exam Weight Jack Knife Replicate 10'],['Both males and females 0 YEARS - 150 YEARS'],,
1689,WTMREP11,0 To 265082.90502,Range Of Values,['MEC Exam Weight Jack Knife Replicate 11'],['Both males and females 0 YEARS - 150 YEARS'],,
1690,WTMREP11,.,Missing,['MEC Exam Weight Jack Knife Replicate 11'],['Both males and females 0 YEARS - 150 YEARS'],,
1691,WTMREP12,0 To 261045.28869,Range Of Values,['MEC Exam Weight Jack Knife Replicate 12'],['Both males and females 0 YEARS - 150 YEARS'],,
1692,WTMREP12,.,Missing,['MEC Exam Weight Jack Knife Replicate 12'],['Both males and females 0 YEARS - 150 YEARS'],,
1693,WTMREP13,0 To 259966.30733,Range Of Values,['MEC Exam Weight Jack Knife Replicate 13'],['Both males and females 0 YEARS - 150 YEARS'],,
1694,WTMREP13,.,Missing,['MEC Exam Weight Jack Knife Replicate 13'],['Both males and females 0 YEARS - 150 YEARS'],,
1695,WTMREP14,0 To 267824.09333,Range Of Values,['MEC Exam Weight Jack Knife Replicate 14'],['Both males and females 0 YEARS - 150 YEARS'],,
1696,WTMREP14,.,Missing,['MEC Exam Weight Jack Knife Replicate 14'],['Both males and females 0 YEARS - 150 YEARS'],,
1697,WTMREP15,0 To 264048.81824,Range Of Values,['MEC Exam Weight Jack Knife Replicate 15'],['Both males and females 0 YEARS - 150 YEARS'],,
1698,WTMREP15,.,Missing,['MEC Exam Weight Jack Knife Replicate 15'],['Both males and females 0 YEARS - 150 YEARS'],,
1699,WTMREP16,0 To 265140.60417,Range Of Values,['MEC Exam Weight Jack Knife Replicate 16'],['Both males and females 0 YEARS - 150 YEARS'],,
1700,WTMREP16,.,Missing,['MEC Exam Weight Jack Knife Replicate 16'],['Both males and females 0 YEARS - 150 YEARS'],,
1701,WTMREP17,0 To 260425.83848,Range Of Values,['MEC Exam Weight Jack Knife Replicate 17'],['Both males and females 0 YEARS - 150 YEARS'],,
1702,WTMREP17,.,Missing,['MEC Exam Weight Jack Knife Replicate 17'],['Both males and females 0 YEARS - 150 YEARS'],,
1703,WTMREP18,0 To 261367.45269,Range Of Values,['MEC Exam Weight Jack Knife Replicate 18'],['Both males and females 0 YEARS - 150 YEARS'],,
1704,WTMREP18,.,Missing,['MEC Exam Weight Jack Knife Replicate 18'],['Both males and females 0 YEARS - 150 YEARS'],,
1705,WTMREP19,0 To 265394.01408,Range Of Values,['MEC Exam Weight Jack Knife Replicate 19'],['Both males and females 0 YEARS - 150 YEARS'],,
1706,WTMREP19,.,Missing,['MEC Exam Weight Jack Knife Replicate 19'],['Both males and females 0 YEARS - 150 YEARS'],,
1707,WTMREP20,0 To 261809.66639,Range Of Values,['MEC Exam Weight Jack Knife Replicate 20'],['Both males and females 0 YEARS - 150 YEARS'],,
1708,WTMREP20,.,Missing,['MEC Exam Weight Jack Knife Replicate 20'],['Both males and females 0 YEARS - 150 YEARS'],,
1709,WTMREP21,0 To 261040.57842,Range Of Values,['MEC Exam Weight Jack Knife Replicate 21'],['Both males and females 0 YEARS - 150 YEARS'],,
1710,WTMREP21,.,Missing,['MEC Exam Weight Jack Knife Replicate 21'],['Both males and females 0 YEARS - 150 YEARS'],,
1711,WTMREP22,0 To 261410.98954,Range Of Values,['MEC Exam Weight Jack Knife Replicate 22'],['Both males and females 0 YEARS - 150 YEARS'],,
1712,WTMREP22,.,Missing,['MEC Exam Weight Jack Knife Replicate 22'],['Both males and females 0 YEARS - 150 YEARS'],,
1713,WTMREP23,0 To 261818.79012,Range Of Values,['MEC Exam Weight Jack Knife Replicate 23'],['Both males and females 0 YEARS - 150 YEARS'],,
1714,WTMREP23,.,Missing,['MEC Exam Weight Jack Knife Replicate 23'],['Both males and females 0 YEARS - 150 YEARS'],,
1715,WTMREP24,0 To 262433.25419,Range Of Values,['MEC Exam Weight Jack Knife Replicate 24'],['Both males and females 0 YEARS - 150 YEARS'],,
1716,WTMREP24,.,Missing,['MEC Exam Weight Jack Knife Replicate 24'],['Both males and females 0 YEARS - 150 YEARS'],,
1717,WTMREP25,0 To 261361.7708,Range Of Values,['MEC Exam Weight Jack Knife Replicate 25'],['Both males and females 0 YEARS - 150 YEARS'],,
1718,WTMREP25,.,Missing,['MEC Exam Weight Jack Knife Replicate 25'],['Both males and females 0 YEARS - 150 YEARS'],,
1719,WTMREP26,0 To 259973.96856,Range Of Values,['MEC Exam Weight Jack Knife Replicate 26'],['Both males and females 0 YEARS - 150 YEARS'],,
1720,WTMREP26,.,Missing,['MEC Exam Weight Jack Knife Replicate 26'],['Both males and females 0 YEARS - 150 YEARS'],,
1721,WTMREP27,0 To 260115.6662,Range Of Values,['MEC Exam Weight Jack Knife Replicate 27'],['Both males and females 0 YEARS - 150 YEARS'],,
1722,WTMREP27,.,Missing,['MEC Exam Weight Jack Knife Replicate 27'],['Both males and females 0 YEARS - 150 YEARS'],,
1723,WTMREP28,0 To 265884.08648,Range Of Values,['MEC Exam Weight Jack Knife Replicate 28'],['Both males and females 0 YEARS - 150 YEARS'],,
1724,WTMREP28,.,Missing,['MEC Exam Weight Jack Knife Replicate 28'],['Both males and females 0 YEARS - 150 YEARS'],,
1725,WTMREP29,0 To 263108.33395,Range Of Values,['MEC Exam Weight Jack Knife Replicate 29'],['Both males and females 0 YEARS - 150 YEARS'],,
1726,WTMREP29,.,Missing,['MEC Exam Weight Jack Knife Replicate 29'],['Both males and females 0 YEARS - 150 YEARS'],,
1727,WTMREP30,0 To 261761.84402,Range Of Values,['MEC Exam Weight Jack Knife Replicate 30'],['Both males and females 0 YEARS - 150 YEARS'],,
1728,WTMREP30,.,Missing,['MEC Exam Weight Jack Knife Replicate 30'],['Both males and females 0 YEARS - 150 YEARS'],,
1729,WTMREP31,0 To 262963.60939,Range Of Values,['MEC Exam Weight Jack Knife Replicate 31'],['Both males and females 0 YEARS - 150 YEARS'],,
1730,WTMREP31,.,Missing,['MEC Exam Weight Jack Knife Replicate 31'],['Both males and females 0 YEARS - 150 YEARS'],,
1731,WTMREP32,0 To 254090.86669,Range Of Values,['MEC Exam Weight Jack Knife Replicate 32'],['Both males and females 0 YEARS - 150 YEARS'],,
1732,WTMREP32,.,Missing,['MEC Exam Weight Jack Knife Replicate 32'],['Both males and females 0 YEARS - 150 YEARS'],,
1733,WTMREP33,0 To 259603.33498,Range Of Values,['MEC Exam Weight Jack Knife Replicate 33'],['Both males and females 0 YEARS - 150 YEARS'],,
1734,WTMREP33,.,Missing,['MEC Exam Weight Jack Knife Replicate 33'],['Both males and females 0 YEARS - 150 YEARS'],,
1735,WTMREP34,0 To 261548.40488,Range Of Values,['MEC Exam Weight Jack Knife Replicate 34'],['Both males and females 0 YEARS - 150 YEARS'],,
1736,WTMREP34,.,Missing,['MEC Exam Weight Jack Knife Replicate 34'],['Both males and females 0 YEARS - 150 YEARS'],,
1737,WTMREP35,0 To 253436.57188,Range Of Values,['MEC Exam Weight Jack Knife Replicate 35'],['Both males and females 0 YEARS - 150 YEARS'],,
1738,WTMREP35,.,Missing,['MEC Exam Weight Jack Knife Replicate 35'],['Both males and females 0 YEARS - 150 YEARS'],,
1739,WTMREP36,0 To 261427.09527,Range Of Values,['MEC Exam Weight Jack Knife Replicate 36'],['Both males and females 0 YEARS - 150 YEARS'],,
1740,WTMREP36,.,Missing,['MEC Exam Weight Jack Knife Replicate 36'],['Both males and females 0 YEARS - 150 YEARS'],,
1741,WTMREP37,0 To 262556.46962,Range Of Values,['MEC Exam Weight Jack Knife Replicate 37'],['Both males and females 0 YEARS - 150 YEARS'],,
1742,WTMREP37,.,Missing,['MEC Exam Weight Jack Knife Replicate 37'],['Both males and females 0 YEARS - 150 YEARS'],,
1743,WTMREP38,0 To 265965.07558,Range Of Values,['MEC Exam Weight Jack Knife Replicate 38'],['Both males and females 0 YEARS - 150 YEARS'],,
1744,WTMREP38,.,Missing,['MEC Exam Weight Jack Knife Replicate 38'],['Both males and females 0 YEARS - 150 YEARS'],,
1745,WTMREP39,0 To 263382.4133,Range Of Values,['MEC Exam Weight Jack Knife Replicate 39'],['Both males and females 0 YEARS - 150 YEARS'],,
1746,WTMREP39,.,Missing,['MEC Exam Weight Jack Knife Replicate 39'],['Both males and females 0 YEARS - 150 YEARS'],,
1747,WTMREP40,0 To 262655.33471,Range Of Values,['MEC Exam Weight Jack Knife Replicate 40'],['Both males and females 0 YEARS - 150 YEARS'],,
1748,WTMREP40,.,Missing,['MEC Exam Weight Jack Knife Replicate 40'],['Both males and females 0 YEARS - 150 YEARS'],,
1749,WTMREP41,0 To 263442.38982,Range Of Values,['MEC Exam Weight Jack Knife Replicate 41'],['Both males and females 0 YEARS - 150 YEARS'],,
1750,WTMREP41,.,Missing,['MEC Exam Weight Jack Knife Replicate 41'],['Both males and females 0 YEARS - 150 YEARS'],,
1751,WTMREP42,0 To 263487.73528,Range Of Values,['MEC Exam Weight Jack Knife Replicate 42'],['Both males and females 0 YEARS - 150 YEARS'],,
1752,WTMREP42,.,Missing,['MEC Exam Weight Jack Knife Replicate 42'],['Both males and females 0 YEARS - 150 YEARS'],,
1753,WTMREP43,0 To 263992.07035,Range Of Values,['MEC Exam Weight Jack Knife Replicate 43'],['Both males and females 0 YEARS - 150 YEARS'],,
1754,WTMREP43,.,Missing,['MEC Exam Weight Jack Knife Replicate 43'],['Both males and females 0 YEARS - 150 YEARS'],,
1755,WTMREP44,0 To 262043.77211,Range Of Values,['MEC Exam Weight Jack Knife Replicate 44'],['Both males and females 0 YEARS - 150 YEARS'],,
1756,WTMREP44,.,Missing,['MEC Exam Weight Jack Knife Replicate 44'],['Both males and females 0 YEARS - 150 YEARS'],,
1757,WTMREP45,0 To 257748.99083,Range Of Values,['MEC Exam Weight Jack Knife Replicate 45'],['Both males and females 0 YEARS - 150 YEARS'],,
1758,WTMREP45,.,Missing,['MEC Exam Weight Jack Knife Replicate 45'],['Both males and females 0 YEARS - 150 YEARS'],,
1759,WTMREP46,0 To 266060.30544,Range Of Values,['MEC Exam Weight Jack Knife Replicate 46'],['Both males and females 0 YEARS - 150 YEARS'],,
1760,WTMREP46,.,Missing,['MEC Exam Weight Jack Knife Replicate 46'],['Both males and females 0 YEARS - 150 YEARS'],,
1761,WTMREP47,0 To 252840.3993,Range Of Values,['MEC Exam Weight Jack Knife Replicate 47'],['Both males and females 0 YEARS - 150 YEARS'],,
1762,WTMREP47,.,Missing,['MEC Exam Weight Jack Knife Replicate 47'],['Both males and females 0 YEARS - 150 YEARS'],,
1763,WTMREP48,0 To 261674.57726,Range Of Values,['MEC Exam Weight Jack Knife Replicate 48'],['Both males and females 0 YEARS - 150 YEARS'],,
1764,WTMREP48,.,Missing,['MEC Exam Weight Jack Knife Replicate 48'],['Both males and females 0 YEARS - 150 YEARS'],,
1765,WTMREP49,0 To 261134.18335,Range Of Values,['MEC Exam Weight Jack Knife Replicate 49'],['Both males and females 0 YEARS - 150 YEARS'],,
1766,WTMREP49,.,Missing,['MEC Exam Weight Jack Knife Replicate 49'],['Both males and females 0 YEARS - 150 YEARS'],,
1767,WTMREP50,0 To 261980.54185,Range Of Values,['MEC Exam Weight Jack Knife Replicate 50'],['Both males and females 0 YEARS - 150 YEARS'],,
1768,WTMREP50,.,Missing,['MEC Exam Weight Jack Knife Replicate 50'],['Both males and females 0 YEARS - 150 YEARS'],,
1769,WTMREP51,0 To 259613.17584,Range Of Values,['MEC Exam Weight Jack Knife Replicate 51'],['Both males and females 0 YEARS - 150 YEARS'],,
1770,WTMREP51,.,Missing,['MEC Exam Weight Jack Knife Replicate 51'],['Both males and females 0 YEARS - 150 YEARS'],,
1771,WTMREP52,0 To 260463.01834,Range Of Values,['MEC Exam Weight Jack Knife Replicate 52'],['Both males and females 0 YEARS - 150 YEARS'],,
1772,WTMREP52,.,Missing,['MEC Exam Weight Jack Knife Replicate 52'],['Both males and females 0 YEARS - 150 YEARS'],,
1773,WTIREP01,0 To 238420.85936,Range Of Values,['Interview Weight Jack Knife Replicate 01'],['Both males and females 0 YEARS - 150 YEARS'],,
1774,WTIREP01,.,Missing,['Interview Weight Jack Knife Replicate 01'],['Both males and females 0 YEARS - 150 YEARS'],,
1775,WTIREP02,0 To 237013.9879,Range Of Values,['Interview Weight Jack Knife Replicate 02'],['Both males and females 0 YEARS - 150 YEARS'],,
1776,WTIREP02,.,Missing,['Interview Weight Jack Knife Replicate 02'],['Both males and females 0 YEARS - 150 YEARS'],,
1777,WTIREP03,0 To 236865.01184,Range Of Values,['Interview Weight Jack Knife Replicate 03'],['Both males and females 0 YEARS - 150 YEARS'],,
1778,WTIREP03,.,Missing,['Interview Weight Jack Knife Replicate 03'],['Both males and females 0 YEARS - 150 YEARS'],,
1779,WTIREP04,0 To 237416.49771,Range Of Values,['Interview Weight Jack Knife Replicate 04'],['Both males and females 0 YEARS - 150 YEARS'],,
1780,WTIREP04,.,Missing,['Interview Weight Jack Knife Replicate 04'],['Both males and females 0 YEARS - 150 YEARS'],,
1781,WTIREP05,0 To 237747.75605,Range Of Values,['Interview Weight Jack Knife Replicate 05'],['Both males and females 0 YEARS - 150 YEARS'],,
1782,WTIREP05,.,Missing,['Interview Weight Jack Knife Replicate 05'],['Both males and females 0 YEARS - 150 YEARS'],,
1783,WTIREP06,0 To 238188.48458,Range Of Values,['Interview Weight Jack Knife Replicate 06'],['Both males and females 0 YEARS - 150 YEARS'],,
1784,WTIREP06,.,Missing,['Interview Weight Jack Knife Replicate 06'],['Both males and females 0 YEARS - 150 YEARS'],,
1785,WTIREP07,0 To 235374.89521,Range Of Values,['Interview Weight Jack Knife Replicate 07'],['Both males and females 0 YEARS - 150 YEARS'],,
1786,WTIREP07,.,Missing,['Interview Weight Jack Knife Replicate 07'],['Both males and females 0 YEARS - 150 YEARS'],,
1787,WTIREP08,0 To 237535.86045,Range Of Values,['Interview Weight Jack Knife Replicate 08'],['Both males and females 0 YEARS - 150 YEARS'],,
1788,WTIREP08,.,Missing,['Interview Weight Jack Knife Replicate 08'],['Both males and females 0 YEARS - 150 YEARS'],,
1789,WTIREP09,0 To 238836.16707,Range Of Values,['Interview Weight Jack Knife Replicate 09'],['Both males and females 0 YEARS - 150 YEARS'],,
1790,WTIREP09,.,Missing,['Interview Weight Jack Knife Replicate 09'],['Both males and females 0 YEARS - 150 YEARS'],,
1791,WTIREP10,0 To 240731.79741,Range Of Values,['Interview Weight Jack Knife Replicate 10'],['Both males and females 0 YEARS - 150 YEARS'],,
1792,WTIREP10,.,Missing,['Interview Weight Jack Knife Replicate 10'],['Both males and females 0 YEARS - 150 YEARS'],,
1793,WTIREP11,0 To 240439.93322,Range Of Values,['Interview Weight Jack Knife Replicate 11'],['Both males and females 0 YEARS - 150 YEARS'],,
1794,WTIREP11,.,Missing,['Interview Weight Jack Knife Replicate 11'],['Both males and females 0 YEARS - 150 YEARS'],,
1795,WTIREP12,0 To 237833.53131,Range Of Values,['Interview Weight Jack Knife Replicate 12'],['Both males and females 0 YEARS - 150 YEARS'],,
1796,WTIREP12,.,Missing,['Interview Weight Jack Knife Replicate 12'],['Both males and females 0 YEARS - 150 YEARS'],,
1797,WTIREP13,0 To 236237.26884,Range Of Values,['Interview Weight Jack Knife Replicate 13'],['Both males and females 0 YEARS - 150 YEARS'],,
1798,WTIREP13,.,Missing,['Interview Weight Jack Knife Replicate 13'],['Both males and females 0 YEARS - 150 YEARS'],,
1799,WTIREP14,0 To 242715.02986,Range Of Values,['Interview Weight Jack Knife Replicate 14'],['Both males and females 0 YEARS - 150 YEARS'],,
1800,WTIREP14,.,Missing,['Interview Weight Jack Knife Replicate 14'],['Both males and females 0 YEARS - 150 YEARS'],,
1801,WTIREP15,0 To 241151.11465,Range Of Values,['Interview Weight Jack Knife Replicate 15'],['Both males and females 0 YEARS - 150 YEARS'],,
1802,WTIREP15,.,Missing,['Interview Weight Jack Knife Replicate 15'],['Both males and females 0 YEARS - 150 YEARS'],,
1803,WTIREP16,0 To 241051.95876,Range Of Values,['Interview Weight Jack Knife Replicate 16'],['Both males and females 0 YEARS - 150 YEARS'],,
1804,WTIREP16,.,Missing,['Interview Weight Jack Knife Replicate 16'],['Both males and females 0 YEARS - 150 YEARS'],,
1805,WTIREP17,0 To 237292.10154,Range Of Values,['Interview Weight Jack Knife Replicate 17'],['Both males and females 0 YEARS - 150 YEARS'],,
1806,WTIREP17,.,Missing,['Interview Weight Jack Knife Replicate 17'],['Both males and females 0 YEARS - 150 YEARS'],,
1807,WTIREP18,0 To 237121.73258,Range Of Values,['Interview Weight Jack Knife Replicate 18'],['Both males and females 0 YEARS - 150 YEARS'],,
1808,WTIREP18,.,Missing,['Interview Weight Jack Knife Replicate 18'],['Both males and females 0 YEARS - 150 YEARS'],,
1809,WTIREP19,0 To 240662.67747,Range Of Values,['Interview Weight Jack Knife Replicate 19'],['Both males and females 0 YEARS - 150 YEARS'],,
1810,WTIREP19,.,Missing,['Interview Weight Jack Knife Replicate 19'],['Both males and females 0 YEARS - 150 YEARS'],,
1811,WTIREP20,0 To 237367.40897,Range Of Values,['Interview Weight Jack Knife Replicate 20'],['Both males and females 0 YEARS - 150 YEARS'],,
1812,WTIREP20,.,Missing,['Interview Weight Jack Knife Replicate 20'],['Both males and females 0 YEARS - 150 YEARS'],,
1813,WTIREP21,0 To 238551.11865,Range Of Values,['Interview Weight Jack Knife Replicate 21'],['Both males and females 0 YEARS - 150 YEARS'],,
1814,WTIREP21,.,Missing,['Interview Weight Jack Knife Replicate 21'],['Both males and females 0 YEARS - 150 YEARS'],,
1815,WTIREP22,0 To 236978.52835,Range Of Values,['Interview Weight Jack Knife Replicate 22'],['Both males and females 0 YEARS - 150 YEARS'],,
1816,WTIREP22,.,Missing,['Interview Weight Jack Knife Replicate 22'],['Both males and females 0 YEARS - 150 YEARS'],,
1817,WTIREP23,0 To 237791.3281,Range Of Values,['Interview Weight Jack Knife Replicate 23'],['Both males and females 0 YEARS - 150 YEARS'],,
1818,WTIREP23,.,Missing,['Interview Weight Jack Knife Replicate 23'],['Both males and females 0 YEARS - 150 YEARS'],,
1819,WTIREP24,0 To 238519.14532,Range Of Values,['Interview Weight Jack Knife Replicate 24'],['Both males and females 0 YEARS - 150 YEARS'],,
1820,WTIREP24,.,Missing,['Interview Weight Jack Knife Replicate 24'],['Both males and females 0 YEARS - 150 YEARS'],,
1821,WTIREP25,0 To 236876.34057,Range Of Values,['Interview Weight Jack Knife Replicate 25'],['Both males and females 0 YEARS - 150 YEARS'],,
1822,WTIREP25,.,Missing,['Interview Weight Jack Knife Replicate 25'],['Both males and females 0 YEARS - 150 YEARS'],,
1823,WTIREP26,0 To 237924.50944,Range Of Values,['Interview Weight Jack Knife Replicate 26'],['Both males and females 0 YEARS - 150 YEARS'],,
1824,WTIREP26,.,Missing,['Interview Weight Jack Knife Replicate 26'],['Both males and females 0 YEARS - 150 YEARS'],,
1825,WTIREP27,0 To 238878.16902,Range Of Values,['Interview Weight Jack Knife Replicate 27'],['Both males and females 0 YEARS - 150 YEARS'],,
1826,WTIREP27,.,Missing,['Interview Weight Jack Knife Replicate 27'],['Both males and females 0 YEARS - 150 YEARS'],,
1827,WTIREP28,0 To 241459.37563,Range Of Values,['Interview Weight Jack Knife Replicate 28'],['Both males and females 0 YEARS - 150 YEARS'],,
1828,WTIREP28,.,Missing,['Interview Weight Jack Knife Replicate 28'],['Both males and females 0 YEARS - 150 YEARS'],,
1829,WTIREP29,0 To 237716.20458,Range Of Values,['Interview Weight Jack Knife Replicate 29'],['Both males and females 0 YEARS - 150 YEARS'],,
1830,WTIREP29,.,Missing,['Interview Weight Jack Knife Replicate 29'],['Both males and females 0 YEARS - 150 YEARS'],,
1831,WTIREP30,0 To 238268.46066,Range Of Values,['Interview Weight Jack Knife Replicate 30'],['Both males and females 0 YEARS - 150 YEARS'],,
1832,WTIREP30,.,Missing,['Interview Weight Jack Knife Replicate 30'],['Both males and females 0 YEARS - 150 YEARS'],,
1833,WTIREP31,0 To 238064.69158,Range Of Values,['Interview Weight Jack Knife Replicate 31'],['Both males and females 0 YEARS - 150 YEARS'],,
1834,WTIREP31,.,Missing,['Interview Weight Jack Knife Replicate 31'],['Both males and females 0 YEARS - 150 YEARS'],,
1835,WTIREP32,0 To 232851.32047,Range Of Values,['Interview Weight Jack Knife Replicate 32'],['Both males and females 0 YEARS - 150 YEARS'],,
1836,WTIREP32,.,Missing,['Interview Weight Jack Knife Replicate 32'],['Both males and females 0 YEARS - 150 YEARS'],,
1837,WTIREP33,0 To 237122.57994,Range Of Values,['Interview Weight Jack Knife Replicate 33'],['Both males and females 0 YEARS - 150 YEARS'],,
1838,WTIREP33,.,Missing,['Interview Weight Jack Knife Replicate 33'],['Both males and females 0 YEARS - 150 YEARS'],,
1839,WTIREP34,0 To 237636.68862,Range Of Values,['Interview Weight Jack Knife Replicate 34'],['Both males and females 0 YEARS - 150 YEARS'],,
1840,WTIREP34,.,Missing,['Interview Weight Jack Knife Replicate 34'],['Both males and females 0 YEARS - 150 YEARS'],,
1841,WTIREP35,0 To 232641.61455,Range Of Values,['Interview Weight Jack Knife Replicate 35'],['Both males and females 0 YEARS - 150 YEARS'],,
1842,WTIREP35,.,Missing,['Interview Weight Jack Knife Replicate 35'],['Both males and females 0 YEARS - 150 YEARS'],,
1843,WTIREP36,0 To 238207.79281,Range Of Values,['Interview Weight Jack Knife Replicate 36'],['Both males and females 0 YEARS - 150 YEARS'],,
1844,WTIREP36,.,Missing,['Interview Weight Jack Knife Replicate 36'],['Both males and females 0 YEARS - 150 YEARS'],,
1845,WTIREP37,0 To 237794.97698,Range Of Values,['Interview Weight Jack Knife Replicate 37'],['Both males and females 0 YEARS - 150 YEARS'],,
1846,WTIREP37,.,Missing,['Interview Weight Jack Knife Replicate 37'],['Both males and females 0 YEARS - 150 YEARS'],,
1847,WTIREP38,0 To 241173.68942,Range Of Values,['Interview Weight Jack Knife Replicate 38'],['Both males and females 0 YEARS - 150 YEARS'],,
1848,WTIREP38,.,Missing,['Interview Weight Jack Knife Replicate 38'],['Both males and females 0 YEARS - 150 YEARS'],,
1849,WTIREP39,0 To 239060.10369,Range Of Values,['Interview Weight Jack Knife Replicate 39'],['Both males and females 0 YEARS - 150 YEARS'],,
1850,WTIREP39,.,Missing,['Interview Weight Jack Knife Replicate 39'],['Both males and females 0 YEARS - 150 YEARS'],,
1851,WTIREP40,0 To 237986.39808,Range Of Values,['Interview Weight Jack Knife Replicate 40'],['Both males and females 0 YEARS - 150 YEARS'],,
1852,WTIREP40,.,Missing,['Interview Weight Jack Knife Replicate 40'],['Both males and females 0 YEARS - 150 YEARS'],,
1853,WTIREP41,0 To 239760.23487,Range Of Values,['Interview Weight Jack Knife Replicate 41'],['Both males and females 0 YEARS - 150 YEARS'],,
1854,WTIREP41,.,Missing,['Interview Weight Jack Knife Replicate 41'],['Both males and females 0 YEARS - 150 YEARS'],,
1855,WTIREP42,0 To 239610.85071,Range Of Values,['Interview Weight Jack Knife Replicate 42'],['Both males and females 0 YEARS - 150 YEARS'],,
1856,WTIREP42,.,Missing,['Interview Weight Jack Knife Replicate 42'],['Both males and females 0 YEARS - 150 YEARS'],,
1857,WTIREP43,0 To 239320.707,Range Of Values,['Interview Weight Jack Knife Replicate 43'],['Both males and females 0 YEARS - 150 YEARS'],,
1858,WTIREP43,.,Missing,['Interview Weight Jack Knife Replicate 43'],['Both males and females 0 YEARS - 150 YEARS'],,
1859,WTIREP44,0 To 237571.75151,Range Of Values,['Interview Weight Jack Knife Replicate 44'],['Both males and females 0 YEARS - 150 YEARS'],,
1860,WTIREP44,.,Missing,['Interview Weight Jack Knife Replicate 44'],['Both males and females 0 YEARS - 150 YEARS'],,
1861,WTIREP45,0 To 235750.38147,Range Of Values,['Interview Weight Jack Knife Replicate 45'],['Both males and females 0 YEARS - 150 YEARS'],,
1862,WTIREP45,.,Missing,['Interview Weight Jack Knife Replicate 45'],['Both males and females 0 YEARS - 150 YEARS'],,
1863,WTIREP46,0 To 241834.3272,Range Of Values,['Interview Weight Jack Knife Replicate 46'],['Both males and females 0 YEARS - 150 YEARS'],,
1864,WTIREP46,.,Missing,['Interview Weight Jack Knife Replicate 46'],['Both males and females 0 YEARS - 150 YEARS'],,
1865,WTIREP47,0 To 232738.99202,Range Of Values,['Interview Weight Jack Knife Replicate 47'],['Both males and females 0 YEARS - 150 YEARS'],,
1866,WTIREP47,.,Missing,['Interview Weight Jack Knife Replicate 47'],['Both males and females 0 YEARS - 150 YEARS'],,
