,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,VIQ110,,,,,,,,,,
2,VIQ121,,,,,,,,,,
3,VIQ130,,,,,,,,,,
4,VIQ141,,,,,,,,,,
5,VIQ150,,,,,,,,,,
6,VIQ160,,,,,,,,,,
7,VIQ170,,,,,,,,,,
8,VIXNC1,,,,,,,,,,
9,VIXNC2,,,,,,,,,,
10,VIQ180,,,,,,,,,,
11,VIQ191,,,,,,,,,,
12,VIQ200,,,,,,,,,,
13,VIQ211,,,,,,,,,,
14,VIQ220,,,,,,,,,,
15,VIQ230,,,,,,,,,,
16,VIQ240,,,,,,,,,,
17,VIQ250,,,,,,,,,,
18,VIXPRS,,,,,,,,,,
19,VIXPRC,,,,,,,,,,
20,VIXPRA,,,,,,,,,,
21,VIXPLS,,,,,,,,,,
22,VIXPLC,,,,,,,,,,
23,VIXPLA,,,,,,,,,,
24,VIXOCMT,,,,,,,,,,
25,VIXORSM,,,,,,,,,,
26,VIXORCM,,,,,,,,,,
27,VIXORAM,,,,,,,,,,
28,VIDORFM,,,,,,,,,,
29,VIXOLSM,,,,,,,,,,
30,VIXOLCM,,,,,,,,,,
31,VIXOLAM,,,,,,,,,,
32,VIDOLFM,,,,,,,,,,
33,VIXKRM1,,,,,,,,,,
34,VIXKRD1,,,,,,,,,,
35,VIXKRG1,,,,,,,,,,
36,VIXKRM2,,,,,,,,,,
37,VIXKRD2,,,,,,,,,,
38,VIXKRG2,,,,,,,,,,
39,VIXKRMM,,,,,,,,,,
40,VIXKRDM,,,,,,,,,,
41,VIXKRCD,,,,,,,,,,
42,VIXKRCG,,,,,,,,,,
43,VIXKLM1,,,,,,,,,,
44,VIXKLD1,,,,,,,,,,
45,VIXKLG1,,,,,,,,,,
46,VIXKLM2,,,,,,,,,,
47,VIXKLD2,,,,,,,,,,
48,VIXKLG2,,,,,,,,,,
49,VIXKLMM,,,,,,,,,,
50,VIXKLDM,,,,,,,,,,
51,VIXKLCD,,,,,,,,,,
52,VIXKLCG,,,,,,,,,,
53,VIDRVA,,,,,,,,,,
54,VIDLVA,,,,,,,,,,
55,VIDROVA,,,,,,,,,,
56,VIDLOVA,,,,,,,,,,
