,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,WBXFEAR,,,,,,,,,,
2,WBXF001,,,,,,,,,,
3,WBXF002,,,,,,,,,,
4,WBXF003,,,,,,,,,,
5,WBXF004,,,,,,,,,,
6,WBXF005,,,,,,,,,,
7,WBXF006,,,,,,,,,,
8,WBXF007,,,,,,,,,,
9,WBXF008,,,,,,,,,,
10,WBXF009,,,,,,,,,,
11,WBXF010,,,,,,,,,,
12,WBXF011,,,,,,,,,,
13,WBXF012,,,,,,,,,,
14,WBXF013,,,,,,,,,,
15,WBXF014,,,,,,,,,,
16,WBXF015,,,,,,,,,,
17,WBXF016,,,,,,,,,,
18,WBXF017,,,,,,,,,,
19,WBXF018,,,,,,,,,,
20,WBXF019,,,,,,,,,,
21,WBXF020,,,,,,,,,,
22,WBXF021,,,,,,,,,,
23,WBXF022,,,,,,,,,,
24,WBXF023,,,,,,,,,,
25,WBXF024,,,,,,,,,,
26,WBXF025,,,,,,,,,,
27,WBXF026,,,,,,,,,,
28,WBXF027,,,,,,,,,,
29,WBXF028,,,,,,,,,,
30,WBXF029,,,,,,,,,,
31,WBXF030,,,,,,,,,,
32,WBXF031,,,,,,,,,,
33,WBXF032,,,,,,,,,,
34,WBXF033,,,,,,,,,,
35,WBXF034,,,,,,,,,,
36,WBXF035,,,,,,,,,,
37,WBXF036,,,,,,,,,,
38,WBXF037,,,,,,,,,,
39,WBXF038,,,,,,,,,,
40,WBXF039,,,,,,,,,,
41,WBXF040,,,,,,,,,,
42,WBXF041,,,,,,,,,,
43,WBXF042,,,,,,,,,,
44,WBXF043,,,,,,,,,,
45,WBXF044,,,,,,,,,,
46,WBXF045,,,,,,,,,,
47,WBXF046,,,,,,,,,,
48,WBXF047,,,,,,,,,,
49,WBXF048,,,,,,,,,,
50,WBXF049,,,,,,,,,,
51,WBXF050,,,,,,,,,,
52,WBXF051,,,,,,,,,,
53,WBXF052,,,,,,,,,,
54,WBXF053,,,,,,,,,,
55,WBXF054,,,,,,,,,,
56,WBXF055,,,,,,,,,,
57,WBXF056,,,,,,,,,,
58,WBXF057,,,,,,,,,,
59,WBXF058,,,,,,,,,,
60,WBXF059,,,,,,,,,,
61,WBXF060,,,,,,,,,,
62,WBXF061,,,,,,,,,,
63,WBXF062,,,,,,,,,,
64,WBXF063,,,,,,,,,,
65,WBXF064,,,,,,,,,,
66,WBXF065,,,,,,,,,,
67,WBXF066,,,,,,,,,,
68,WBXF067,,,,,,,,,,
69,WBXF068,,,,,,,,,,
70,WBXF069,,,,,,,,,,
71,WBXF070,,,,,,,,,,
72,WBXF071,,,,,,,,,,
73,WBXF072,,,,,,,,,,
74,WBXF073,,,,,,,,,,
75,WBXF074,,,,,,,,,,
76,WBXF075,,,,,,,,,,
77,WBXF076,,,,,,,,,,
78,WBXF077,,,,,,,,,,
79,WBXF078,,,,,,,,,,
80,WBXF079,,,,,,,,,,
81,WBXF080,,,,,,,,,,
