,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,DXDAACST,,,,,,,,,,
2,DXXAACTV,,,,,,,,,,
3,DXXAL1CC,,,,,,,,,,
4,DXXAL2CC,,,,,,,,,,
5,DXXAL3CC,,,,,,,,,,
6,DXXAL4CC,,,,,,,,,,
7,DXXAL1,,,,,,,,,,
8,DXXAL1AN,,,,,,,,,,
9,DXXAL2,,,,,,,,,,
10,DXXAL2AN,,,,,,,,,,
11,DXXAL3,,,,,,,,,,
12,DXXAL3AN,,,,,,,,,,
13,DXXAL4,,,,,,,,,,
14,DXXAL4AN,,,,,,,,,,
15,DXXAL4MD,,,,,,,,,,
16,DXXAC8AN,,,,,,,,,,
17,DXXAC8PO,,,,,,,,,,
18,DXXAAC8,,,,,,,,,,
19,DXXAAC24,,,,,,,,,,
20,DXATRST,,,,,,,,,,
21,DXATRTV,,,,,,,,,,
22,DXXANFM,,,,,,,,,,
23,DXXANLM,,,,,,,,,,
24,DXXANTOM,,,,,,,,,,
25,DXXGYFM,,,,,,,,,,
26,DXXGYLM,,,,,,,,,,
27,DXXGYTOM,,,,,,,,,,
28,DXXAGRAT,,,,,,,,,,
29,DXXAPFAT,,,,,,,,,,
30,DXXGPFAT,,,,,,,,,,
31,DXXAGST,,,,,,,,,,
32,DXXVATV,,,,,,,,,,
33,DXXANTV,,,,,,,,,,
34,DXXGYTV,,,,,,,,,,
35,DXXSATA,,,,,,,,,,
36,DXXSATM,,,,,,,,,,
37,DXXSATV,,,,,,,,,,
38,DXXTATA,,,,,,,,,,
39,DXXTATM,,,,,,,,,,
40,DXXTATV,,,,,,,,,,
41,DXXVFATA,,,,,,,,,,
42,DXXVFATM,,,,,,,,,,
43,DXXVFATV,,,,,,,,,,
44,DXAFMRST,,,,,,,,,,
45,DXXFMBCC,,,,,,,,,,
46,DXXOFBMD,,,,,,,,,,
47,DXXOFBMC,,,,,,,,,,
48,DXXOFA,,,,,,,,,,
49,DXXNKBMD,,,,,,,,,,
50,DXXNKBMC,,,,,,,,,,
51,DXXNKA,,,,,,,,,,
52,DXXTRBMD,,,,,,,,,,
53,DXXTRBMC,,,,,,,,,,
54,DXXTRA,,,,,,,,,,
55,DXXINBMD,,,,,,,,,,
56,DXXINBMC,,,,,,,,,,
57,DXXINA,,,,,,,,,,
58,DXXWDBMD,,,,,,,,,,
