,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,OHAEXSTS,,,,,,,,,,
2,OHASCST4,,,,,,,,,,
3,OHXURGIN,,,,,,,,,,
4,OHXULGIN,,,,,,,,,,
5,OHXLLGIN,,,,,,,,,,
6,OHXLRGIN,,,,,,,,,,
7,OHD02CJM,,,,,,,,,,
8,OHD02PCM,,,,,,,,,,
9,OHD02LAM,,,,,,,,,,
10,OHD02CJS,,,,,,,,,,
11,OHD02PCS,,,,,,,,,,
12,OHD02LAS,,,,,,,,,,
13,OHD03CJM,,,,,,,,,,
14,OHD03PCM,,,,,,,,,,
15,OHD03LAM,,,,,,,,,,
16,OHD03CJS,,,,,,,,,,
17,OHD03PCS,,,,,,,,,,
18,OHD03LAS,,,,,,,,,,
19,OHD04CJM,,,,,,,,,,
20,OHD04PCM,,,,,,,,,,
21,OHD04LAM,,,,,,,,,,
22,OHD04CJS,,,,,,,,,,
23,OHD04PCS,,,,,,,,,,
24,OHD04LAS,,,,,,,,,,
25,OHD05CJM,,,,,,,,,,
26,OHD05PCM,,,,,,,,,,
27,OHD05LAM,,,,,,,,,,
28,OHD05CJS,,,,,,,,,,
29,OHD05PCS,,,,,,,,,,
30,OHD05LAS,,,,,,,,,,
31,OHD06CJM,,,,,,,,,,
32,OHD06PCM,,,,,,,,,,
33,OHD06LAM,,,,,,,,,,
34,OHD06CJS,,,,,,,,,,
35,OHD06PCS,,,,,,,,,,
36,OHD06LAS,,,,,,,,,,
37,OHD07CJM,,,,,,,,,,
38,OHD07PCM,,,,,,,,,,
39,OHD07LAM,,,,,,,,,,
40,OHD07CJS,,,,,,,,,,
41,OHD07PCS,,,,,,,,,,
42,OHD07LAS,,,,,,,,,,
43,OHD08CJM,,,,,,,,,,
44,OHD08PCM,,,,,,,,,,
45,OHD08LAM,,,,,,,,,,
46,OHD08CJS,,,,,,,,,,
47,OHD08PCS,,,,,,,,,,
48,OHD08LAS,,,,,,,,,,
49,OHD15CJM,,,,,,,,,,
50,OHD15PCM,,,,,,,,,,
51,OHD15LAM,,,,,,,,,,
