,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,DXDLSPST,,,,,,,,,,
2,DXXL2CC,,,,,,,,,,
3,DXXINITX,,,,,,,,,,
4,DXXINITY,,,,,,,,,,
5,DXXANIDX,,,,,,,,,,
6,DXXLABEL,,,,,,,,,,
7,DXXSQSCR,,,,,,,,,,
8,DXXPOSTH,,,,,,,,,,
9,DXXANTEH,,,,,,,,,,
10,DXXMIDH,,,,,,,,,,
11,DXXWDGRT,,,,,,,,,,
12,DXXBICRT,,,,,,,,,,
13,DXXCRURT,,,,,,,,,,
14,DXXWDGDE,,,,,,,,,,
15,DXXBICDE,,,,,,,,,,
16,DXXCRUDE,,,,,,,,,,
17,DXXSPX,,,,,,,,,,
18,DXXSPY,,,,,,,,,,
19,DXXSMX,,,,,,,,,,
20,DXXSMY,,,,,,,,,,
21,DXXSAX,,,,,,,,,,
22,DXXSAY,,,,,,,,,,
23,DXXIAX,,,,,,,,,,
24,DXXIAY,,,,,,,,,,
25,DXXIMX,,,,,,,,,,
26,DXXIMY,,,,,,,,,,
27,DXXIPX,,,,,,,,,,
28,DXXIPY,,,,,,,,,,
29,DXXPT0X,,,,,,,,,,
30,DXXPT0Y,,,,,,,,,,
31,DXXPT1X,,,,,,,,,,
32,DXXPT1Y,,,,,,,,,,
33,DXXPT2X,,,,,,,,,,
34,DXXPT2Y,,,,,,,,,,
35,DXXPT3X,,,,,,,,,,
36,DXXPT3Y,,,,,,,,,,
37,DXXPT4X,,,,,,,,,,
38,DXXPT4Y,,,,,,,,,,
39,DXXPT5X,,,,,,,,,,
40,DXXPT5Y,,,,,,,,,,
41,DXXPT6X,,,,,,,,,,
42,DXXPT6Y,,,,,,,,,,
43,DXXPT7X,,,,,,,,,,
44,DXXPT7Y,,,,,,,,,,
45,DXXPT8X,,,,,,,,,,
46,DXXPT8Y,,,,,,,,,,
47,DXXPT9X,,,,,,,,,,
48,DXXPT9Y,,,,,,,,,,
49,DXXPT10X,,,,,,,,,,
50,DXXPT10Y,,,,,,,,,,
51,DXXPT11X,,,,,,,,,,
52,DXXPT11Y,,,,,,,,,,
53,DXXPT12X,,,,,,,,,,
54,DXXPT12Y,,,,,,,,,,
55,DXXPT13X,,,,,,,,,,
56,DXXPT13Y,,,,,,,,,,
57,DXXPT14X,,,,,,,,,,
58,DXXPT14Y,,,,,,,,,,
59,DXXPT15X,,,,,,,,,,
60,DXXPT15Y,,,,,,,,,,
61,DXXPT16X,,,,,,,,,,
62,DXXPT16Y,,,,,,,,,,
63,DXXPT17X,,,,,,,,,,
64,DXXPT17Y,,,,,,,,,,
65,DXXPT18X,,,,,,,,,,
66,DXXPT18Y,,,,,,,,,,
67,DXXPT19X,,,,,,,,,,
68,DXXPT19Y,,,,,,,,,,
69,DXXPT20X,,,,,,,,,,
70,DXXPT20Y,,,,,,,,,,
71,DXXPT21X,,,,,,,,,,
72,DXXPT21Y,,,,,,,,,,
73,DXXPT22X,,,,,,,,,,
74,DXXPT22Y,,,,,,,,,,
75,DXXPT23X,,,,,,,,,,
76,DXXPT23Y,,,,,,,,,,
77,DXXPT24X,,,,,,,,,,
78,DXXPT24Y,,,,,,,,,,
79,DXXPT25X,,,,,,,,,,
80,DXXPT25Y,,,,,,,,,,
81,DXXPT26X,,,,,,,,,,
82,DXXPT26Y,,,,,,,,,,
83,DXXPT27X,,,,,,,,,,
84,DXXPT27Y,,,,,,,,,,
85,DXXPT28X,,,,,,,,,,
86,DXXPT28Y,,,,,,,,,,
87,DXXPT29X,,,,,,,,,,
88,DXXPT29Y,,,,,,,,,,
89,DXXPT30X,,,,,,,,,,
90,DXXPT30Y,,,,,,,,,,
91,DXXPT31X,,,,,,,,,,
92,DXXPT31Y,,,,,,,,,,
93,DXXPT32X,,,,,,,,,,
94,DXXPT32Y,,,,,,,,,,
95,DXXPT33X,,,,,,,,,,
96,DXXPT33Y,,,,,,,,,,
97,DXXPT34X,,,,,,,,,,
98,DXXPT34Y,,,,,,,,,,
99,DXXPT35X,,,,,,,,,,
100,DXXPT35Y,,,,,,,,,,
101,DXXPT36X,,,,,,,,,,
102,DXXPT36Y,,,,,,,,,,
103,DXXPT37X,,,,,,,,,,
104,DXXPT37Y,,,,,,,,,,
105,DXXPT38X,,,,,,,,,,
106,DXXPT38Y,,,,,,,,,,
107,DXXPT39X,,,,,,,,,,
108,DXXPT39Y,,,,,,,,,,
109,DXXPT40X,,,,,,,,,,
110,DXXPT40Y,,,,,,,,,,
111,DXXPT41X,,,,,,,,,,
112,DXXPT41Y,,,,,,,,,,
113,DXXPT42X,,,,,,,,,,
114,DXXPT42Y,,,,,,,,,,
115,DXXPT43X,,,,,,,,,,
116,DXXPT43Y,,,,,,,,,,
117,DXXPT44X,,,,,,,,,,
118,DXXPT44Y,,,,,,,,,,
119,DXXPT45X,,,,,,,,,,
120,DXXPT45Y,,,,,,,,,,
121,DXXPT46X,,,,,,,,,,
122,DXXPT46Y,,,,,,,,,,
123,DXXPT47X,,,,,,,,,,
124,DXXPT47Y,,,,,,,,,,
125,DXXPT48X,,,,,,,,,,
126,DXXPT48Y,,,,,,,,,,
127,DXXPT49X,,,,,,,,,,
128,DXXPT49Y,,,,,,,,,,
129,DXXPT50X,,,,,,,,,,
130,DXXPT50Y,,,,,,,,,,
131,DXXPT51X,,,,,,,,,,
132,DXXPT51Y,,,,,,,,,,
133,DXXPT52X,,,,,,,,,,
134,DXXPT52Y,,,,,,,,,,
135,DXXPT53X,,,,,,,,,,
136,DXXPT53Y,,,,,,,,,,
137,DXXPT54X,,,,,,,,,,
138,DXXPT54Y,,,,,,,,,,
139,DXXPT55X,,,,,,,,,,
140,DXXPT55Y,,,,,,,,,,
141,DXXPT56X,,,,,,,,,,
142,DXXPT56Y,,,,,,,,,,
143,DXXPT57X,,,,,,,,,,
144,DXXPT57Y,,,,,,,,,,
145,DXXPT58X,,,,,,,,,,
146,DXXPT58Y,,,,,,,,,,
147,DXXPT59X,,,,,,,,,,
148,DXXPT59Y,,,,,,,,,,
149,DXXPT60X,,,,,,,,,,
150,DXXPT60Y,,,,,,,,,,
151,DXXPT61X,,,,,,,,,,
152,DXXPT61Y,,,,,,,,,,
153,DXXPT62X,,,,,,,,,,
154,DXXPT62Y,,,,,,,,,,
155,DXXPT63X,,,,,,,,,,
156,DXXPT63Y,,,,,,,,,,
157,DXXPT64X,,,,,,,,,,
158,DXXPT64Y,,,,,,,,,,
159,DXXPT65X,,,,,,,,,,
160,DXXPT65Y,,,,,,,,,,
161,DXXPT66X,,,,,,,,,,
162,DXXPT66Y,,,,,,,,,,
163,DXXPT67X,,,,,,,,,,
164,DXXPT67Y,,,,,,,,,,
165,DXXPT68X,,,,,,,,,,
166,DXXPT68Y,,,,,,,,,,
167,DXXPT69X,,,,,,,,,,
168,DXXPT69Y,,,,,,,,,,
169,DXXPT70X,,,,,,,,,,
170,DXXPT70Y,,,,,,,,,,
171,DXXPT71X,,,,,,,,,,
172,DXXPT71Y,,,,,,,,,,
173,DXXPT72X,,,,,,,,,,
174,DXXPT72Y,,,,,,,,,,
175,DXXPT73X,,,,,,,,,,
176,DXXPT73Y,,,,,,,,,,
177,DXXPT74X,,,,,,,,,,
178,DXXPT74Y,,,,,,,,,,
179,DXXPT75X,,,,,,,,,,
180,DXXPT75Y,,,,,,,,,,
181,DXXPT76X,,,,,,,,,,
182,DXXPT76Y,,,,,,,,,,
183,DXXPT77X,,,,,,,,,,
184,DXXPT77Y,,,,,,,,,,
185,DXXPT78X,,,,,,,,,,
186,DXXPT78Y,,,,,,,,,,
187,DXXPT79X,,,,,,,,,,
188,DXXPT79Y,,,,,,,,,,
189,DXXPT80X,,,,,,,,,,
190,DXXPT80Y,,,,,,,,,,
191,DXXPT81X,,,,,,,,,,
192,DXXPT81Y,,,,,,,,,,
193,DXXPT82X,,,,,,,,,,
194,DXXPT82Y,,,,,,,,,,
195,DXXPT83X,,,,,,,,,,
196,DXXPT83Y,,,,,,,,,,
197,DXXPT84X,,,,,,,,,,
198,DXXPT84Y,,,,,,,,,,
199,DXXPT85X,,,,,,,,,,
200,DXXPT85Y,,,,,,,,,,
201,DXXPT86X,,,,,,,,,,
202,DXXPT86Y,,,,,,,,,,
203,DXXPT87X,,,,,,,,,,
204,DXXPT87Y,,,,,,,,,,
205,DXXPT88X,,,,,,,,,,
206,DXXPT88Y,,,,,,,,,,
207,DXXPT89X,,,,,,,,,,
208,DXXPT89Y,,,,,,,,,,
209,DXXPT90X,,,,,,,,,,
210,DXXPT90Y,,,,,,,,,,
211,DXXPT91X,,,,,,,,,,
212,DXXPT91Y,,,,,,,,,,
213,DXXPT92X,,,,,,,,,,
214,DXXPT92Y,,,,,,,,,,
215,DXXPT93X,,,,,,,,,,
216,DXXPT93Y,,,,,,,,,,
217,DXXPT94X,,,,,,,,,,
218,DXXPT94Y,,,,,,,,,,
