,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,CVDEXSTS,,,,,,,,,,
2,CVDEXCMT,,,,,,,,,,
3,CVDEXCL1,,,,,,,,,,
4,CVDEXCL2,,,,,,,,,,
5,CVDEXCL3,,,,,,,,,,
6,CVDEXCL4,,,,,,,,,,
7,CVDEXCL5,,,,,,,,,,
8,CVDEXCL6,,,,,,,,,,
9,CVQ220a,,,,,,,,,,
10,CVQ220b,,,,,,,,,,
11,CVQ220c,,,,,,,,,,
12,CVQ220e,,,,,,,,,,
13,CVQ220g,,,,,,,,,,
14,CVQ220h,,,,,,,,,,
15,CVQ220i,,,,,,,,,,
16,CVQ220j,,,,,,,,,,
17,CVQ220k,,,,,,,,,,
18,CVQ220l,,,,,,,,,,
19,CVQ220m,,,,,,,,,,
20,CVDEXLEN,,,,,,,,,,
21,CVDEXMER,,,,,,,,,,
22,CVDPMHR,,,,,,,,,,
23,CVXPARC,,,,,,,,,,
24,CVDVOMAX,,,,,,,,,,
25,CVAPROT,,,,,,,,,,
26,CVDPROT,,,,,,,,,,
27,CVATEMP,,,,,,,,,,
28,CVAARM,,,,,,,,,,
29,CVACUFF,,,,,,,,,,
30,CVAVEST,,,,,,,,,,
31,CVAWS1,,,,,,,,,,
32,CVAWG1,,,,,,,,,,
33,CVDWTIM,,,,,,,,,,
34,CVXWRPE,,,,,,,,,,
35,CVDWHR,,,,,,,,,,
36,CVDWSY,,,,,,,,,,
37,CVDWDI,,,,,,,,,,
38,CVDS1S,,,,,,,,,,
39,CVDS1G,,,,,,,,,,
40,CVDS1TIM,,,,,,,,,,
41,CVXS1RPE,,,,,,,,,,
42,CVDS1HR,,,,,,,,,,
43,CVDS1SY,,,,,,,,,,
44,CVDS1DI,,,,,,,,,,
45,CVDS2S,,,,,,,,,,
46,CVDS2G,,,,,,,,,,
47,CVDS2TIM,,,,,,,,,,
48,CVXS2RPE,,,,,,,,,,
49,CVDS2HR,,,,,,,,,,
50,CVDS2SY,,,,,,,,,,
51,CVDS2DI,,,,,,,,,,
52,CVDR1TIM,,,,,,,,,,
53,CVDR1HR,,,,,,,,,,
54,CVDR1SY,,,,,,,,,,
55,CVDR1DI,,,,,,,,,,
56,CVDR2TIM,,,,,,,,,,
57,CVDR2HR,,,,,,,,,,
58,CVDR2SY,,,,,,,,,,
59,CVDR2DI,,,,,,,,,,
60,CVDR3TIM,,,,,,,,,,
61,CVDR3HR,,,,,,,,,,
62,CVDR3SY,,,,,,,,,,
63,CVDR3DI,,,,,,,,,,
64,CVDESVO2,,,,,,,,,,
65,CVDFITLV,,,,,,,,,,
