,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,DXASPNST,,,,,,,,,,
2,DXXOSBCC,,,,,,,,,,
3,DXXL1BCC,,,,,,,,,,
4,DXXL2BCC,,,,,,,,,,
5,DXXL3BCC,,,,,,,,,,
6,DXXL4BCC,,,,,,,,,,
7,DXXOSBMD,,,,,,,,,,
8,DXXOSBMC,,,,,,,,,,
9,DXXOSA,,,,,,,,,,
10,DXXL1BMD,,,,,,,,,,
11,DXXL1BMC,,,,,,,,,,
12,DXXL1A,,,,,,,,,,
13,DXXL2BMD,,,,,,,,,,
14,DXXL2BMC,,,,,,,,,,
15,DXXL2A,,,,,,,,,,
16,DXXL3BMD,,,,,,,,,,
17,DXXL3BMC,,,,,,,,,,
18,DXXL3A,,,,,,,,,,
19,DXXL4BMD,,,,,,,,,,
20,DXXL4BMC,,,,,,,,,,
21,DXXL4A,,,,,,,,,,
22,DXASPNK,,,,,,,,,,
23,DXASPND0,,,,,,,,,,
24,DXXTBSSV,,,,,,,,,,
25,DXXTOTBS,,,,,,,,,,
26,DXXTBSM,,,,,,,,,,
27,DXXL1TQA,,,,,,,,,,
28,DXXL1TBS,,,,,,,,,,
29,DXXL2TQA,,,,,,,,,,
30,DXXL2TBS,,,,,,,,,,
31,DXXL3TQA,,,,,,,,,,
32,DXXL3TBS,,,,,,,,,,
33,DXXL4TQA,,,,,,,,,,
34,DXXL4TBS,,,,,,,,,,
