,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,LEAARM,,,,,,,,,,
2,LEDARMCF,,,,,,,,,,
3,LEAANKL,,,,,,,,,,
4,LEDANKCF,,,,,,,,,,
5,LEXBRP1,,,,,,,,,,
6,LEXBRP2,,,,,,,,,,
7,LEXBRPM,,,,,,,,,,
8,LEXLPTS1,,,,,,,,,,
9,LEXLPTS2,,,,,,,,,,
10,LEXLPTSM,,,,,,,,,,
11,LEXLABPI,,,,,,,,,,
12,LEXRPTS1,,,,,,,,,,
13,LEXRPTS2,,,,,,,,,,
14,LEXRPTSM,,,,,,,,,,
15,LEXRABPI,,,,,,,,,,
16,LEDSCCT2,,,,,,,,,,
17,LEAARMC,,,,,,,,,,
18,LEQ020,,,,,,,,,,
19,LEAANKLC,,,,,,,,,,
20,LEALPTPD,,,,,,,,,,
21,LEARPTPD,,,,,,,,,,
22,LEALAPNC,,,,,,,,,,
23,LEARAPNC,,,,,,,,,,
