,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,BMXWT,,,,,,,,,,
2,BMIWT,,,,,,,,,,
3,BMXRECUM,,,,,,,,,,
4,BMIRECUM,,,,,,,,,,
5,BMXHEAD,,,,,,,,,,
6,BMIHEAD,,,,,,,,,,
7,BMXHT,,,,,,,,,,
8,BMIHT,,,,,,,,,,
9,BMXBMI,,,,,,,,,,
10,BMXLEG,,,,,,,,,,
11,BMILEG,,,,,,,,,,
12,BMXCALF,,,,,,,,,,
13,BMICALF,,,,,,,,,,
14,BMXARML,,,,,,,,,,
15,BMIARML,,,,,,,,,,
16,BMXARMC,,,,,,,,,,
17,BMIARMC,,,,,,,,,,
18,BMXWAIST,,,,,,,,,,
19,BMIWAIST,,,,,,,,,,
20,BMXTHICR,,,,,,,,,,
21,BMITHICR,,,,,,,,,,
22,BMXTRI,,,,,,,,,,
23,BMITRI,,,,,,,,,,
24,BMXSUB,,,,,,,,,,
25,BMISUB,,,,,,,,,,
26,BMDSTATS,,,,,,,,,,
27,BMDRECUF,,,,,,,,,,
28,BMDSUBF,,,,,,,,,,
29,BMDTHICF,,,,,,,,,,
30,BMDLEGF,,,,,,,,,,
31,BMDARMLF,,,,,,,,,,
32,BMDCALFF,,,,,,,,,,
33,BMDBMIC,,,,,,,,,,
34,BMXSAD1,,,,,,,,,,
35,BMXSAD2,,,,,,,,,,
36,BMXSAD3,,,,,,,,,,
37,BMXSAD4,,,,,,,,,,
38,BMDAVSAD,,,,,,,,,,
39,BMDSADCM,,,,,,,,,,
40,BMXHIP,,,,,,,,,,
41,BMIHIP,,,,,,,,,,
42,BMAEXLEN,,,,,,,,,,
43,BMAEXSTS,,,,,,,,,,
44,BMAEXCMT,,,,,,,,,,
45,BMAAMP,,,,,,,,,,
46,BMAUREXT,,,,,,,,,,
47,BMAUPREL,,,,,,,,,,
48,BMAULEXT,,,,,,,,,,
49,BMAUPLEL,,,,,,,,,,
50,BMALOREX,,,,,,,,,,
51,BMALORKN,,,,,,,,,,
52,BMALLEXT,,,,,,,,,,
53,BMALLKNE,,,,,,,,,,
