,Column,Attribute,attributeOf,Unit,Time,Entity,Role,Relation,inRelationTo,wasDerivedFrom,wasGeneratedBy
0,SEQN,,,,,,,,,,
1,BIAEXSTS,,,,,,,,,,
2,BIDFIT,,,,,,,,,,
3,BIDRECF,,,,,,,,,,
4,BIDRICF,,,,,,,,,,
5,BIDCM,,,,,,,,,,
6,BIDTD,,,,,,,,,,
7,BIDALPHA,,,,,,,,,,
8,BIDFC,,,,,,,,,,
9,BIDECF,,,,,,,,,,
10,BIDTBW,,,,,,,,,,
11,BIDICF,,,,,,,,,,
12,BIDFFM,,,,,,,,,,
13,BIDFAT,,,,,,,,,,
14,BIDPFAT,,,,,,,,,,
15,BIXS005K,,,,,,,,,,
16,BIXS006K,,,,,,,,,,
17,BIXS007K,,,,,,,,,,
18,BIXS008K,,,,,,,,,,
19,BIXS009K,,,,,,,,,,
20,BIXS010K,,,,,,,,,,
21,BIXS011K,,,,,,,,,,
22,BIXS012K,,,,,,,,,,
23,BIXS013K,,,,,,,,,,
24,BIXS014K,,,,,,,,,,
25,BIXS015K,,,,,,,,,,
26,BIXS016K,,,,,,,,,,
27,BIXS018K,,,,,,,,,,
28,BIXS020K,,,,,,,,,,
29,BIXS023K,,,,,,,,,,
30,BIXS025K,,,,,,,,,,
31,BIXS028K,,,,,,,,,,
32,BIXS031K,,,,,,,,,,
33,BIXS035K,,,,,,,,,,
34,BIXS039K,,,,,,,,,,
35,BIXS043K,,,,,,,,,,
36,BIXS050K,,,,,,,,,,
37,BIXS054K,,,,,,,,,,
38,BIXS060K,,,,,,,,,,
39,BIXS067K,,,,,,,,,,
40,BIXS075K,,,,,,,,,,
41,BIXS083K,,,,,,,,,,
42,BIXS093K,,,,,,,,,,
43,BIXS100K,,,,,,,,,,
44,BIXS115K,,,,,,,,,,
45,BIXS128K,,,,,,,,,,
46,BIXS143K,,,,,,,,,,
47,BIXS159K,,,,,,,,,,
48,BIXS177K,,,,,,,,,,
49,BIXS200K,,,,,,,,,,
50,BIXS220K,,,,,,,,,,
51,BIXS245K,,,,,,,,,,
52,BIXS273K,,,,,,,,,,
53,BIXS304K,,,,,,,,,,
54,BIXS339K,,,,,,,,,,
55,BIXS378K,,,,,,,,,,
56,BIXS421K,,,,,,,,,,
57,BIXS469K,,,,,,,,,,
58,BIXS500K,,,,,,,,,,
59,BIXS582K,,,,,,,,,,
60,BIXS649K,,,,,,,,,,
61,BIXS723K,,,,,,,,,,
62,BIXS806K,,,,,,,,,,
63,BIXS898K,,,,,,,,,,
64,BIXS1M,,,,,,,,,,
65,BIXC005K,,,,,,,,,,
66,BIXC006K,,,,,,,,,,
67,BIXC007K,,,,,,,,,,
68,BIXC008K,,,,,,,,,,
69,BIXC009K,,,,,,,,,,
70,BIXC010K,,,,,,,,,,
71,BIXC011K,,,,,,,,,,
72,BIXC012K,,,,,,,,,,
73,BIXC013K,,,,,,,,,,
74,BIXC014K,,,,,,,,,,
75,BIXC015K,,,,,,,,,,
76,BIXC016K,,,,,,,,,,
77,BIXC018K,,,,,,,,,,
78,BIXC020K,,,,,,,,,,
79,BIXC023K,,,,,,,,,,
80,BIXC025K,,,,,,,,,,
81,BIXC028K,,,,,,,,,,
82,BIXC031K,,,,,,,,,,
83,BIXC035K,,,,,,,,,,
84,BIXC039K,,,,,,,,,,
85,BIXC043K,,,,,,,,,,
86,BIXC050K,,,,,,,,,,
87,BIXC054K,,,,,,,,,,
88,BIXC060K,,,,,,,,,,
89,BIXC067K,,,,,,,,,,
90,BIXC075K,,,,,,,,,,
91,BIXC083K,,,,,,,,,,
92,BIXC093K,,,,,,,,,,
93,BIXC100K,,,,,,,,,,
94,BIXC115K,,,,,,,,,,
95,BIXC128K,,,,,,,,,,
96,BIXC143K,,,,,,,,,,
97,BIXC159K,,,,,,,,,,
98,BIXC177K,,,,,,,,,,
99,BIXC200K,,,,,,,,,,
100,BIXC220K,,,,,,,,,,
101,BIXC245K,,,,,,,,,,
102,BIXC273K,,,,,,,,,,
103,BIXC304K,,,,,,,,,,
104,BIXC339K,,,,,,,,,,
105,BIXC378K,,,,,,,,,,
106,BIXC421K,,,,,,,,,,
107,BIXC469K,,,,,,,,,,
108,BIXC500K,,,,,,,,,,
109,BIXC582K,,,,,,,,,,
110,BIXC649K,,,,,,,,,,
111,BIXC723K,,,,,,,,,,
112,BIXC806K,,,,,,,,,,
113,BIXC898K,,,,,,,,,,
114,BIXC1M,,,,,,,,,,
