"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"CIQDEP_B","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 20 YEARS - 39 YEARS",NA,NA
"CIQDEP_B","WTSCI2YR","WTSCI2YR","CIDI Subsample 2 year MEC Weight","CIDI Subsample 2 year MEC Weight","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""3141.6834177 to 398125.62182"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""827"", ""101""]; Cumulative=[""827"", ""928""]; Skip.to.Item=[""NA"", ""NA""]"
"CIQDEP_B","WTSCI4YR","WTSCI4YR","CIDI Subsample 4 Year MEC Weight","CIDI Subsample 4 Year MEC Weight","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1616.579907 to 231377.0998"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""827"", ""101""]; Cumulative=[""827"", ""928""]; Skip.to.Item=[""NA"", ""NA""]"
"CIQDEP_B","CIAORDER","CIAORDER","Order in which CIDI modules are asked","Order in which CIDI modules are asked","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""Panic, GAD, Depression"", ""Depression, Panic, GAD"", ""Missing""]; Count=[""407"", ""407"", ""114""]; Cumulative=[""407"", ""814"", ""928""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"CIQDEP_B","CIQD001","CIQD001","Two weeks sad empty depressed?","In the past 12 months have you had a period of two weeks or longer when you felt sad or depressed or empty?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refuse"", ""Don't know"", ""Missing""]; Count=[""131"", ""680"", ""0"", ""1"", ""116""]; Cumulative=[""131"", ""811"", ""811"", ""812"", ""928""]; Skip.to.Item=["""", ""CIQD008"", ""CIQD008"", ""CIQD008"", """"]"
"CIQDEP_B","CIQD002","CIQD002","Sad empty depressed (SED) frequency","Think of the two weeks during the past 12 months when this feeling was most persistent. During that two-week period did you feel sad or depressed or empty every day nearly every day most days about half the days or less than half the days?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""9"", "".""]; Value.Description=[""Every Day"", ""Nearly Every Day"", ""Most Days"", ""About Half the Days"", ""Less than Half the Days"", ""Refuse"", ""Don't know"", ""Missing""]; Count=[""23"", ""24"", ""33"", ""27"", ""24"", ""0"", ""0"", ""797""]; Cumulative=[""23"", ""47"", ""80"", ""107"", ""131"", ""131"", ""131"", ""928""]; Skip.to.Item=["""", """", """", ""CIQD008"", ""CIQD008"", ""CIQD008"", ""CIQD008"", """"]"
"CIQDEP_B","CIQD003","CIQD003","SED duration","And did this feeling usually last all day long most of the day about half the day or less than half the day?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""7"", ""9"", "".""]; Value.Description=[""All Day Long"", ""Most of the Day"", ""About Half"", ""Less than Half"", ""Refuse"", ""Don't know"", ""Missing""]; Count=[""19"", ""33"", ""20"", ""8"", ""0"", ""0"", ""848""]; Cumulative=[""19"", ""52"", ""72"", ""80"", ""80"", ""80"", ""928""]; Skip.to.Item=["""", """", """", ""CIQD008"", ""CIQD008"", ""CIQD008"", """"]"
"CIQDEP_B","CIQD004","CIQD004","When SED also other problems?","Please look at Card C. People who have periods of being sad depressed or empty often have other problems on this list at the same time like changes in sleep or energy or appetite or concentration or feelings of low self-worth. During the time you were sad depressed or empty did you also have any of these other problems?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refuse"", ""Don't know"", ""Missing""]; Count=[""69"", ""3"", ""0"", ""0"", ""856""]; Cumulative=[""69"", ""72"", ""72"", ""72"", ""928""]; Skip.to.Item=["""", ""CIQD008"", ""CIQD008"", ""CIQD008"", """"]"
"CIQDEP_B","CIQD005","CIQD005","When SED did you lack energy?","For the next questions please think of the two weeks during the past 12 months when you were sad depressed or empty and had the largest number of these other problems. During that two-week period did you lack energy or feel tired all the time nearly every day even when you had not been working very hard?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refuse"", ""Don't know"", ""Missing""]; Count=[""54"", ""15"", ""0"", ""0"", ""859""]; Cumulative=[""54"", ""69"", ""69"", ""69"", ""928""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"CIQDEP_B","CIQD006","CIQD006","When SED did you lose interest?","During that two-week period did you lose interest in most things like work hobbies and other things you usually enjoy?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refuse"", ""Don't know"", ""Missing""]; Count=[""56"", ""13"", ""0"", ""0"", ""859""]; Cumulative=[""56"", ""69"", ""69"", ""69"", ""928""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
