"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"WHQ_I","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 16 YEARS - 150 YEARS",NA,NA
"WHQ_I","WHD010","WHD010","Current self-reported height (inches)","These next questions ask about {your/SPs} height and weight at different times in {your/his/her} life. How tall {are you/is SP} without shoes?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""47 to 84"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""6157"", ""1"", ""167"", ""2""]; Cumulative=[""6157"", ""6158"", ""6325"", ""6327""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"WHQ_I","WHD020","WHD020","Current self-reported weight (pounds)","How much {do you/does SP} weigh without clothes or shoes?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""75 to 600"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""6211"", ""9"", ""107"", ""0""]; Cumulative=[""6211"", ""6220"", ""6327"", ""6327""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"WHQ_I","WHQ030","WHQ030","How do you consider your weight","{Do you/Does SP} consider {your/his/her}self now to be . . . [If {you are/she is} currently pregnant what did {you/she} consider {your/her}self to be before {you were/she was} pregnant?]","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""Overweight,"", ""Underweight, or"", ""About the right weight?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""3047"", ""391"", ""2872"", ""1"", ""16"", ""0""]; Cumulative=[""3047"", ""3438"", ""6310"", ""6311"", ""6327"", ""6327""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"WHQ_I","WHQ040","WHQ040","Like to weigh more less or same","Would {you/SP} like to weigh . . .","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""More,"", ""Less, or"", ""Stay about the same?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""611"", ""3790"", ""1922"", ""1"", ""3"", ""0""]; Cumulative=[""611"", ""4401"", ""6323"", ""6324"", ""6327"", ""6327""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"WHQ_I","WHD050","WHD050","Self-reported weight - 1 yr ago (pounds)","How much did {you/SP} weigh a year ago?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""60 to 600"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""6185"", ""4"", ""138"", ""0""]; Cumulative=[""6185"", ""6189"", ""6327"", ""6327""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"WHQ_I","WHQ055","WHQ055",NA,NA,"Both males and females 16 YEARS - 150 YEARS",NA,NA
"WHQ_I","WHQ060","WHQ060","Weight change intentional","Was the change between {your/SPs} current weight and {your/his/her} weight a year ago intentional?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""802"", ""465"", ""0"", ""2"", ""5058""]; Cumulative=[""802"", ""1267"", ""1267"", ""1269"", ""6327""]; Skip.to.Item=[""WHD080A"", """", """", """", """"]"
"WHQ_I","WHQ070","WHQ070","Tried to lose weight in past year","During the past 12 months {have you/has SP} tried to lose weight?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2116"", ""3392"", ""1"", ""3"", ""815""]; Cumulative=[""2116"", ""5508"", ""5509"", ""5512"", ""6327""]; Skip.to.Item=["""", ""WHQ225"", ""WHQ225"", ""WHQ225"", """"]"
"WHQ_I","WHD080A","WHD080A","Ate less to lose weight","How did {you/SP} try to lose weight?","Both males and females 16 YEARS - 150 YEARS",NA,"Code.or.Value=[""10"", ""77"", ""99"", "".""]; Value.Description=[""Ate less food (amount)"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1756"", ""0"", ""0"", ""4571""]; Cumulative=[""1756"", ""1756"", ""1756"", ""6327""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
