"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"OSQ_J","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 50 YEARS - 150 YEARS",NA,NA
"OSQ_J","OSQ010a","OSQ010a","Broken or fractured a hip","Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured {your/his/her} . . .hip?","Both males and females 50 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""77"", ""2989"", ""0"", ""2"", ""1""]; Cumulative=[""77"", ""3066"", ""3066"", ""3068"", ""3069""]; Skip.to.Item=[""OSQ020a"", """", """", """", """"]"
"OSQ_J","OSQ010b","OSQ010b","Broken or fractured a wrist","Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured {your/his/her} . . .wrist?","Both males and females 50 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""315"", ""2750"", ""0"", ""3"", ""1""]; Cumulative=[""315"", ""3065"", ""3065"", ""3068"", ""3069""]; Skip.to.Item=[""OSQ020b"", """", """", """", """"]"
"OSQ_J","OSQ010c","OSQ010c","Broken or fractured spine","Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured {your/his/her} . . .spine?","Both males and females 50 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""116"", ""2948"", ""0"", ""4"", ""1""]; Cumulative=[""116"", ""3064"", ""3064"", ""3068"", ""3069""]; Skip.to.Item=[""OSQ020c"", ""OSQ025"", ""OSQ025"", ""OSQ025"", """"]"
"OSQ_J","OSQ020a","OSQ020a","# Times broken/fractured hip","How many times {have you/has SP} broken or fractured {your/his/her} hip?","Both males and females 50 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7777"", ""9999"", "".""]; Value.Description=[""1"", ""2"", ""3"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""68"", ""7"", ""2"", ""0"", ""0"", ""2992""]; Cumulative=[""68"", ""75"", ""77"", ""77"", ""77"", ""3069""]; Skip.to.Item=["""", """", """", ""OSQ010b"", ""OSQ010b"", """"]"
"OSQ_J","OSQ020b","OSQ020b","# Times broken/fractured wrist","How many times {have you/has SP} broken or fractured {your/his/her} wrist?","Both males and females 50 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""7777"", ""9999"", "".""]; Value.Description=[""1"", ""2"", ""3"", ""4"", ""5"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""252"", ""46"", ""10"", ""3"", ""2"", ""0"", ""2"", ""2754""]; Cumulative=[""252"", ""298"", ""308"", ""311"", ""313"", ""313"", ""315"", ""3069""]; Skip.to.Item=["""", """", """", """", """", ""OSQ010c"", ""OSQ010c"", """"]"
"OSQ_J","OSQ020c","OSQ020c","# Times broken/fractured spine","How many times {have you/has SP} broken or fractured {your/his/her} spine?","Both males and females 50 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""7777"", ""9999"", "".""]; Value.Description=[""1"", ""2"", ""3"", ""4"", ""5"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""94"", ""15"", ""4"", ""1"", ""1"", ""0"", ""1"", ""2953""]; Cumulative=[""94"", ""109"", ""113"", ""114"", ""115"", ""115"", ""116"", ""3069""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_J","OSQ025","OSQ025",NA,NA,"Both males and females 50 YEARS - 150 YEARS",NA,NA
"OSQ_J","OSD030aa","OSD030aa","Age when fractured hip 1st time","How old {were you/was SP} when {you/s/he} fractured {your/his/her} hip the 1st time?","Both males and females 50 YEARS - 150 YEARS",NA,"Code.or.Value=[""8 to 79"", ""80"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""80 or older"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""63"", ""11"", ""0"", ""3"", ""2992""]; Cumulative=[""63"", ""74"", ""74"", ""77"", ""3069""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_J","OSQ040aa","OSQ040aa","Under/over 50 when fracd. hip 1st time","{Were you/Was SP} . . .","Both males and females 50 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Under 50 years old, or"", ""50 years old or older?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""26"", ""51"", ""0"", ""0"", ""2992""]; Cumulative=[""26"", ""77"", ""77"", ""77"", ""3069""]; Skip.to.Item=[""OSQ025"", """", ""OSQ025"", ""OSQ025"", """"]"
