"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"IMQ_J","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 0 YEARS - 150 YEARS",NA,NA
"IMQ_J","IMQ011","IMQ011","Received Hepatitis A vaccine","Hepatitis (Hep-a-ti-tis) A vaccine is given as a two dose series to some children older than 2 years and also to some adults especially people who travel outside the United States. It has only been available since 1995. {Have you/Has SP} ever received hepatitis A vaccine?","Both males and females 2 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""Yes, at least 2 doses"", ""Less than 2 doses"", ""No doses"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2944"", ""312"", ""3951"", ""12"", ""1444"", ""591""]; Cumulative=[""2944"", ""3256"", ""7207"", ""7219"", ""8663"", ""9254""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"IMQ_J","IMQ020","IMQ020","Received Hepatitis B 3 dose series","Hepatitis (Hep-a-ti-tis) B vaccine is given in three separate doses and has been recommended for all newborn infants since 1991. In 1995 it was recommended that adolescents be given the vaccine. Persons who may be exposed to other peoples blood such as health care workers also may have received the vaccine. {Have you/Has SP} ever received the 3-dose series of the hepatitis B vaccine?","Both males and females 0 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""Yes at least 3 doses"", ""Less than 3 doses"", ""No doses"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""3891"", ""513"", ""3705"", ""6"", ""1139"", ""0""]; Cumulative=[""3891"", ""4404"", ""8109"", ""8115"", ""9254"", ""9254""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"IMQ_J","IMQ050","IMQ050",NA,NA,"Both males and females 0 YEARS - 150 YEARS",NA,NA
"IMQ_J","IMQ060","IMQ060","Received HPV vaccine (Females)","Human Papillomavirus (HPV) vaccine is given to prevent cervical cancer in girls and women. The HPV vaccines available are called Cervarix Gardasil or Gardasil 9. It is given in 2 or 3 separate doses over a 6 month period. {Have you/Has SP} ever received one or more doses of the HPV vaccine?","Females only 9 YEARS - 59 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""582"", ""1934"", ""0"", ""192"", ""6546""]; Cumulative=[""582"", ""2516"", ""2516"", ""2708"", ""9254""]; Skip.to.Item=[""IMQ081A"", ""End of Section"", ""End of Section"", ""End of Section"", """"]"
"IMQ_J","IMQ070","IMQ070","Received HPV vaccine (Males)","Human Papillomavirus (HPV) vaccine is given to prevent HPV infection and genital warts in boys and men. It is given in 2 or 3 separate doses over a 6 month period. {Have you/Has SP} ever received one or more doses of the HPV vaccine? (The brand name for the vaccine is Gardasil.)","Males only 9 YEARS - 59 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""348"", ""1866"", ""1"", ""276"", ""6763""]; Cumulative=[""348"", ""2214"", ""2215"", ""2491"", ""9254""]; Skip.to.Item=[""IMQ090"", """", """", """", """"]"
"IMQ_J","IMQ081A","IMQ081A","Received Cervarix (Females)?","Which of the HPV vaccines did {you/SP} receive Cervarix Gardasil or Gardasil 9?","Females only 9 YEARS - 59 YEARS",NA,"Code.or.Value=[""1"", ""7"", ""9"", "".""]; Value.Description=[""CERVARIX"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""50"", ""2"", ""186"", ""9016""]; Cumulative=[""50"", ""52"", ""238"", ""9254""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"IMQ_J","IMQ081B","IMQ081B","Received Gardasil (Females)?","Which of the HPV vaccines did {you/SP} receive Cervarix Gardasil or Gardasil 9?","Females only 9 YEARS - 59 YEARS",NA,"Code.or.Value=[""2"", "".""]; Value.Description=[""GARDASIL"", ""Missing""]; Count=[""199"", ""9055""]; Cumulative=[""199"", ""9254""]; Skip.to.Item=[""NA"", ""NA""]"
"IMQ_J","IMQ081C","IMQ081C","Received Gardasil 9 (Females)?","Which of the HPV vaccines did {you/SP} receive Cervarix Gardasil or Gardasil 9?","Females only 9 YEARS - 59 YEARS",NA,"Code.or.Value=[""3"", "".""]; Value.Description=[""GARDASIL 9"", ""Missing""]; Count=[""22"", ""9232""]; Cumulative=[""22"", ""9254""]; Skip.to.Item=[""NA"", ""NA""]"
"IMQ_J","IMQ081D","IMQ081D","Received Unknown Gardasil (Females)?","Which of the HPV vaccines did {you/SP} receive Cervarix Gardasil or Gardasil 9?","Females only 9 YEARS - 59 YEARS",NA,"Code.or.Value=[""4"", "".""]; Value.Description=[""GARDASIL (not sure wich one)"", ""Missing""]; Count=[""127"", ""9127""]; Cumulative=[""127"", ""9254""]; Skip.to.Item=[""NA"", ""NA""]"
"IMQ_J","IMQ090","IMQ090","Age first dose HPV","How old {were you/was SP} when {you/SP} received your first dose of {Cervarix/Gardasil/Gardasil 9/Gardasil or Gardasil 9/the vaccine}?","Both males and females 9 YEARS - 59 YEARS",NA,"Code.or.Value=[""1 to 57"", ""777"", ""999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""751"", ""1"", ""178"", ""8324""]; Cumulative=[""751"", ""752"", ""930"", ""9254""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"IMQ_J","IMQ100","IMQ100","Received HPV # of doses","How many doses of {Cervarix/Gardasil/Gardasil or Gardasil 9/the vaccine} {have you/has SP} received?","Both males and females 9 YEARS - 59 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""1 Dose"", ""2 Doses"", ""3 Doses"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""225"", ""218"", ""374"", ""0"", ""113"", ""8324""]; Cumulative=[""225"", ""443"", ""817"", ""817"", ""930"", ""9254""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
