"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"CIQGAD_C","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 20 YEARS - 39 YEARS",NA,NA
"CIQGAD_C","WTSCI2YR","WTSCI2YR","CIDI Subsample 2 year MEC Weight","CIDI Subsample 2 year MEC Weight","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""5216.6934328 to 300649.07751"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""712"", ""138""]; Cumulative=[""712"", ""850""]; Skip.to.Item=[""NA"", ""NA""]"
"CIQGAD_C","CIAORDER","CIAORDER","Order in which CIDI modules are asked","Order in which CIDI modules are asked","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""Panic, GAD, Depression"", ""Depression, Panic, GAD"", ""Missing""]; Count=[""373"", ""321"", ""156""]; Cumulative=[""373"", ""694"", ""850""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"CIQGAD_C","CIQG01","CIQG01","Month worried tense anxious(WTA)?","The next questions are about longer periods of feeling worried tense or anxious. In the past 12 months did you have a period of a month or more when most days you felt worried or tense or anxious about everyday problems such as work or family?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""110"", ""583"", ""0"", ""0"", ""157""]; Cumulative=[""110"", ""693"", ""693"", ""693"", ""850""]; Skip.to.Item=["""", ""CIQG06"", ""CIQG06"", ""CIQG06"", """"]"
"CIQGAD_C","CIQG02","CIQG02","Did period last six months?","Did that period go on for at least six months?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""32"", ""79"", ""0"", ""0"", ""739""]; Cumulative=[""32"", ""111"", ""111"", ""111"", ""850""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"CIQGAD_C","CIQG03","CIQG03","No. months worried tense anxious?","How many months out of the last 12 did you feel worried or tense or anxious most days?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1 to 12"", ""77"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""111"", ""0"", ""0"", ""739""]; Cumulative=[""111"", ""111"", ""111"", ""850""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"CIQGAD_C","CIQG04","CIQG04","WTA frequency","During (that/those) month(s) were you worried tense or anxious every day nearly every day most days about half the days or less than half the days?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""9"", "".""]; Value.Description=[""Every Day"", ""Nearly Every Day"", ""Most Days"", ""About Half the Days"", ""Less than Half the Days"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""9"", ""18"", ""39"", ""29"", ""16"", ""0"", ""0"", ""739""]; Cumulative=[""9"", ""27"", ""66"", ""95"", ""111"", ""111"", ""111"", ""850""]; Skip.to.Item=["""", """", """", """", ""CIDGSCOR"", ""CIQG06"", ""CIQG06"", """"]"
"CIQGAD_C","CIQG05","CIQG05","WTA duration","And on the days you worried or were tense or anxious did you usually feel that way all day long most of the day about half the day or less than half the day?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""7"", ""9"", "".""]; Value.Description=[""All Day Long"", ""Most of the Day"", ""About Half"", ""Less than Half"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""4"", ""34"", ""37"", ""20"", ""0"", ""0"", ""755""]; Cumulative=[""4"", ""38"", ""75"", ""95"", ""95"", ""95"", ""850""]; Skip.to.Item=[""CIQG12"", ""CIQG12"", ""CIQG12"", ""CIQG12"", ""CIQG12"", ""CIQG12"", """"]"
"CIQGAD_C","CIQG06","CIQG06","WTA a lot more than most?","People differ a lot in how much they worry about things. (READ THE NEXT SENTENCE SLOWLY.) In the past 12 months did you have a period when most days you were a lot more worried or tense or anxious than most people would be in your same situation?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""35"", ""546"", ""0"", ""2"", ""267""]; Cumulative=[""35"", ""581"", ""581"", ""583"", ""850""]; Skip.to.Item=["""", ""CIDGSCOR"", ""CIDGSCOR"", ""CIDGSCOR"", """"]"
"CIQGAD_C","CIQG07","CIQG07","Did period last six months?","Did that period go on for at least six months?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2"", ""33"", ""0"", ""0"", ""815""]; Cumulative=[""2"", ""35"", ""35"", ""35"", ""850""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
