"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DIQ_F","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 1 YEARS - 150 YEARS",NA,NA
"DIQ_F","DIQ010","DIQ010","Doctor told you have diabetes","The next questions are about specific medical conditions. {Other than during pregnancy {have you/has SP}/{Have you/Has SP}} ever been told by a doctor or health professional that {you have/{he/she/SP} has} diabetes or sugar diabetes?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Borderline"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""739"", ""9230"", ""134"", ""1"", ""5"", ""0""]; Cumulative=[""739"", ""9969"", ""10103"", ""10104"", ""10109"", ""10109""]; Skip.to.Item=["""", ""DIQ159"", ""DIQ159"", ""DIQ159"", ""DIQ159"", """"]"
"DIQ_F","DID040","DID040","Age when first told you had diabetes","How old {was SP/were you} when a doctor or other health professional first told {you/him/her} that {you/he/she} had diabetes or sugar diabetes?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""2 to 79"", ""80"", ""666"", ""777"", ""999"", "".""]; Value.Description=[""Range of Values"", ""80 years or older"", ""Less than 1 year"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""725"", ""11"", ""0"", ""0"", ""3"", ""9370""]; Cumulative=[""725"", ""736"", ""736"", ""736"", ""739"", ""10109""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_F","DIQ159","DIQ159",NA,NA,"Both males and females 1 YEARS - 150 YEARS",NA,NA
"DIQ_F","DIQ160","DIQ160","Ever told you have prediabetes","{Have you/Has SP} ever been told by a doctor or other health professional that {you have/SP has} any of the following: prediabetes impaired fasting glucose impaired glucose tolerance borderline diabetes or that {your/her/his} blood sugar is higher than normal but not high enough to be called diabetes or sugar diabetes?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""262"", ""6420"", ""0"", ""10"", ""3417""]; Cumulative=[""262"", ""6682"", ""6682"", ""6692"", ""10109""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_F","DIQ170","DIQ170","Ever told have health risk for diabetes","{Have you/Has SP} ever been told by a doctor or other health professional that {you have/s/he has} health conditions or a medical or family history that increases {your/his/her} risk for diabetes?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""738"", ""6056"", ""0"", ""28"", ""3287""]; Cumulative=[""738"", ""6794"", ""6794"", ""6822"", ""10109""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_F","DIQ180","DIQ180","Had blood tested past three years","{Have you/Has SP} had a blood test for high blood sugar or diabetes within the past three years?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2794"", ""3805"", ""1"", ""222"", ""3287""]; Cumulative=[""2794"", ""6599"", ""6600"", ""6822"", ""10109""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_F","DIQ050","DIQ050","Taking insulin now","{Is SP/Are you} now taking insulin","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""218"", ""9890"", ""1"", ""0"", ""0""]; Cumulative=[""218"", ""10108"", ""10109"", ""10109"", ""10109""]; Skip.to.Item=["""", ""DIQ065"", ""DIQ065"", ""DIQ065"", """"]"
"DIQ_F","DID060","DID060","How long taking insulin","For how long {have you/has SP} been taking insulin?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 40"", ""666"", ""777"", ""999"", "".""]; Value.Description=[""Range of Values"", ""Less than 1 month"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""213"", ""4"", ""0"", ""1"", ""9891""]; Cumulative=[""213"", ""217"", ""217"", ""218"", ""10109""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_F","DIQ060U","DIQ060U","Unit of measure (month/year)","UNIT OF MEASURE","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Months"", ""Years"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""30"", ""183"", ""0"", ""0"", ""9896""]; Cumulative=[""30"", ""213"", ""213"", ""213"", ""10109""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_F","DIQ065","DIQ065",NA,NA,"Both males and females 1 YEARS - 150 YEARS",NA,NA
