"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"DBQ_B","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 0 YEARS - 150 YEARS",NA,NA
"DBQ_B","DBQ010","DBQ010","Ever breastfed or fed breastmilk","Now Im going to ask you some general questions about {SPs} eating habits. Was {SP} ever breastfed or fed breastmilk?","Both males and females 0 YEARS - 6 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1319"", ""777"", ""0"", ""6"", ""8937""]; Cumulative=[""1319"", ""2096"", ""2096"", ""2102"", ""11039""]; Skip.to.Item=["""", ""DBD040"", ""DBD040"", ""DBD040"", """"]"
"DBQ_B","DBD020","DBD020","Age started eating other foods (days)","How old was {SP} when {he/she} was first fed something other than breastmilk or water?","Both males and females 0 YEARS - 6 YEARS",NA,"Code.or.Value=[""1 to 547"", ""0"", ""777777"", ""999999"", "".""]; Value.Description=[""Range of Values"", ""Never"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1262"", ""49"", ""0"", ""8"", ""9720""]; Cumulative=[""1262"", ""1311"", ""1311"", ""1319"", ""11039""]; Skip.to.Item=["""", ""DBD085"", ""DBD085"", ""DBD085"", """"]"
"DBQ_B","DBD030","DBD030","Age stopped breastfeeding(days)","How old was {SP} when {he/she} completely stopped breastfeeding or being fed breastmilk?","Both males and females 0 YEARS - 6 YEARS",NA,"Code.or.Value=[""1 to 1460"", ""0"", ""777777"", ""999999"", "".""]; Value.Description=[""Range of Values"", ""Still breastfeeding"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1086"", ""174"", ""0"", ""2"", ""9777""]; Cumulative=[""1086"", ""1260"", ""1260"", ""1262"", ""11039""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DBQ_B","DBD040","DBD040","Age first fed formula daily (days)","How old was {SP} when {he/she} was first fed formula on a daily basis?","Both males and females 0 YEARS - 6 YEARS",NA,"Code.or.Value=[""1 to 547"", ""0"", ""777777"", ""999999"", "".""]; Value.Description=[""Range of Values"", ""Never on a daily basis"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1790"", ""248"", ""0"", ""7"", ""8994""]; Cumulative=[""1790"", ""2038"", ""2038"", ""2045"", ""11039""]; Skip.to.Item=["""", ""DBD060"", """", """", """"]"
"DBQ_B","DBD050","DBD050","Age stopped receiving formula (days)","How old was {SP} when {he/she} completely stopped drinking formula?","Both males and females 0 YEARS - 6 YEARS",NA,"Code.or.Value=[""1 to 1460"", ""0"", ""777777"", ""999999"", "".""]; Value.Description=[""Range of Values"", ""Still drinking formula"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1329"", ""452"", ""0"", ""15"", ""9243""]; Cumulative=[""1329"", ""1781"", ""1781"", ""1796"", ""11039""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DBQ_B","DBD060","DBD060","Age first fed milk daily basis (days)","How old was {SP} when {he/she} was first fed milk on a daily basis?","Both males and females 0 YEARS - 6 YEARS",NA,"Code.or.Value=[""1 to 1825"", ""0"", ""777777"", ""999999"", "".""]; Value.Description=[""Range of Values"", ""Never on a daily basis"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1516"", ""519"", ""0"", ""9"", ""8995""]; Cumulative=[""1516"", ""2035"", ""2035"", ""2044"", ""11039""]; Skip.to.Item=["""", ""DBD080"", """", """", """"]"
"DBQ_B","DBD071a","DBD071a","Type of milk first fed - whole milk","What type of milk was {SP} first fed on a daily basis? Was it . . .","Both males and females 0 YEARS - 6 YEARS",NA,"Code.or.Value=[""10"", ""77"", ""99"", "".""]; Value.Description=[""Whole or regular,"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1277"", ""0"", ""5"", ""9757""]; Cumulative=[""1277"", ""1277"", ""1282"", ""11039""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DBQ_B","DBD071b","DBD071b","Type of milk first fed - 2% milk","What type of milk was {SP} first fed on a daily basis? Was it . . .","Both males and females 0 YEARS - 6 YEARS",NA,"Code.or.Value=[""11"", "".""]; Value.Description=[""2% fat milk (includes ""low fat milk"" not further specified),"", ""Missing""]; Count=[""190"", ""10849""]; Cumulative=[""190"", ""11039""]; Skip.to.Item=[""NA"", ""NA""]"
"DBQ_B","DBD071c","DBD071c","Type of milk first fed - 1% milk","What type of milk was {SP} first fed on a daily basis? Was it . . .","Both males and females 0 YEARS - 6 YEARS",NA,"Code.or.Value=[""12"", "".""]; Value.Description=[""1% fat milk,"", ""Missing""]; Count=[""15"", ""11024""]; Cumulative=[""15"", ""11039""]; Skip.to.Item=[""NA"", ""NA""]"
"DBQ_B","DBD071d","DBD071d","Type of milk first fed - skim/nonfat","What type of milk was {SP} first fed on a daily basis? Was it . . .","Both males and females 0 YEARS - 6 YEARS",NA,"Code.or.Value=[""13"", "".""]; Value.Description=[""Skim, nonfat, or 0.5% fat milk (includes liquid or reconstituted from dry)"", ""Missing""]; Count=[""9"", ""11030""]; Cumulative=[""9"", ""11039""]; Skip.to.Item=[""NA"", ""NA""]"
"DBQ_B","DBD071u","DBD071u","Type of milk first fed - other","What type of milk was {SP} first fed on a daily basis? Was it . . .","Both males and females 0 YEARS - 6 YEARS",NA,"Code.or.Value=[""30"", "".""]; Value.Description=[""Another type?"", ""Missing""]; Count=[""43"", ""10996""]; Cumulative=[""43"", ""11039""]; Skip.to.Item=[""NA"", ""NA""]"
"DBQ_B","DBD080","DBD080","Age started eating solid foods (days)","How old was {SP} when {he/she} started eating solid foods [such as strained foods like baby food or any other non-liquid foods] on a daily basis?","Both males and females 0 YEARS - 6 YEARS",NA,"Code.or.Value=[""1 to 1095"", ""0"", ""777777"", ""999999"", "".""]; Value.Description=[""Range of Values"", ""Never on a daily basis"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1872"", ""161"", ""0"", ""12"", ""8994""]; Cumulative=[""1872"", ""2033"", ""2033"", ""2045"", ""11039""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DBQ_B","DBD085","DBD085",NA,NA,"Both males and females 0 YEARS - 150 YEARS",NA,NA
"DBQ_B","DBD090","DBD090","# of times/week eat restaurant food","{Next I have some general questions about {your/SPs} eating habits.} {First/Next} are questions about the kinds of food {you eat/SP eats}. On average how many times per week {do you/does SP} eat meals that were prepared in a restaurant?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 21"", ""0"", ""6666"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Never"", ""Less than weekly"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""7496"", ""1096"", ""1867"", ""4"", ""2"", ""574""]; Cumulative=[""7496"", ""8592"", ""10459"", ""10463"", ""10465"", ""11039""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DBQ_B","DBQ101","DBQ101",NA,NA,"Both males and females 1 YEARS - 150 YEARS",NA,NA
"DBQ_B","DBD102","DBD102","# Times/month eat dark green vegetables","During the past 12 months how often per day per week per month or per year did {you/SP} eat dark green vegetables such as the food listed on this card?","Both males and females 2 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 212"", ""0"", ""66666"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""Never"", ""Less than monthly"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""8875"", ""1107"", ""130"", ""4"", ""7"", ""916""]; Cumulative=[""8875"", ""9982"", ""10112"", ""10116"", ""10123"", ""11039""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DBQ_B","DBD103","DBD103","#Times/month eat cooked dried beans/peas","During the past 12 months how often per day per week per month or per year did {you/SP} eat cooked dried beans or peas such as the food listed on this card?","Both males and females 2 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 212"", ""0"", ""66666"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""Never"", ""Less than monthly"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""8688"", ""1115"", ""305"", ""4"", ""11"", ""916""]; Cumulative=[""8688"", ""9803"", ""10108"", ""10112"", ""10123"", ""11039""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DBQ_B","DBD196","DBD196","Past 30 day milk product consumption","Now Im going to ask a few questions about milk products. Do not include their use in cooking. In the past 30 days how often did {you/SP} have milk to drink or on {your/his/her} cereal? Please include chocolate and other flavored milks as well as hot cocoa made with milk. Do not count small amounts of milk added to coffee or tea. Would you say...","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""0"", ""1"", ""2"", ""3"", ""4"", ""7"", ""9"", "".""]; Value.Description=[""Never"", ""rarely-less than once a week"", ""Sometimes-once a week or more, but less than once a day, or"", ""Often-once a day or more?"", ""Varied"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""897"", ""968"", ""1934"", ""6616"", ""45"", ""4"", ""1"", ""574""]; Cumulative=[""897"", ""1865"", ""3799"", ""10415"", ""10460"", ""10464"", ""10465"", ""11039""]; Skip.to.Item=[""DBD225"", """", """", """", """", ""DBD225"", ""DBD225"", """"]"
"DBQ_B","DBD221a","DBD221a","You drink whole or regular milk","What type of milk was it? Was it usually . . .","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""10"", ""77"", ""99"", "".""]; Value.Description=[""Whole or regular,"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""4782"", ""0"", ""17"", ""6240""]; Cumulative=[""4782"", ""4782"", ""4799"", ""11039""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
