"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"CIQPAN_B","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 20 YEARS - 39 YEARS",NA,NA
"CIQPAN_B","WTSCI2YR","WTSCI2YR","CIDI Subsample 2 year MEC Weight","CIDI Subsample 2 year MEC Weight","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""3141.6834177 to 398125.62182"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""827"", ""101""]; Cumulative=[""827"", ""928""]; Skip.to.Item=[""NA"", ""NA""]"
"CIQPAN_B","WTSCI4YR","WTSCI4YR","CIDI Subsample 4 Year MEC Weight","CIDI Subsample 4 Year MEC Weight","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1616.579907 to 231377.0998"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""827"", ""101""]; Cumulative=[""827"", ""928""]; Skip.to.Item=[""NA"", ""NA""]"
"CIQPAN_B","CIAORDER","CIAORDER","Order in which CIDI modules are asked","Order in which CIDI modules are asked","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""0"", ""1"", "".""]; Value.Description=[""Panic, GAD, Depression"", ""Depression, Panic, GAD"", ""Missing""]; Count=[""407"", ""407"", ""114""]; Cumulative=[""407"", ""814"", ""928""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"CIQPAN_B","CIQP01","CIQP01","Entire life ever fear or panic attack?","(READ SLOWLY) In your entire lifetime have you ever had an attack of fear or panic when all of a sudden you felt frightened anxious or uneasy?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refuse"", ""Don't know"", ""Missing""]; Count=[""223"", ""590"", ""0"", ""0"", ""115""]; Cumulative=[""223"", ""813"", ""813"", ""813"", ""928""]; Skip.to.Item=[""CIQP03"", """", """", """", """"]"
"CIQPAN_B","CIQP02","CIQP02","Ever attack for no reason out of blue?","Another kind of attack is when all of a sudden your heart begins to race or you feel dizzy or faint or you cant catch your breath. Im not talking about a heart attack or some other attack caused by physical illness or medication or drugs but about an attack that occurs for no apparent physical reason just out of the blue. Have you ever had an attack like this?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refuse"", ""Don't know"", ""Missing""]; Count=[""35"", ""554"", ""0"", ""1"", ""338""]; Cumulative=[""35"", ""589"", ""589"", ""590"", ""928""]; Skip.to.Item=["""", ""CIDPSCOR"", ""CIDPSCOR"", ""CIDPSCOR"", """"]"
"CIQPAN_B","CIQP03","CIQP03","Panic attack past 12 months?","Have you had an attack like this in the past 12 months?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refuse"", ""Don't know"", ""Missing""]; Count=[""107"", ""152"", ""0"", ""0"", ""669""]; Cumulative=[""107"", ""259"", ""259"", ""259"", ""928""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"CIQPAN_B","CIQP04","CIQP04","Past 12 mos avoided situations bc fear?","In the past 12 months was there a month or more when you avoided certain situations or changed your everyday activities because of fear of the attacks?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refuse"", ""Don't know"", ""Missing""]; Count=[""34"", ""225"", ""0"", ""0"", ""669""]; Cumulative=[""34"", ""259"", ""259"", ""259"", ""928""]; Skip.to.Item=["""", ""CIQP06"", ""CIQP06"", ""CIQP06"", """"]"
"CIQPAN_B","CIQP05","CIQP05","How recently avoided situations bc fear?","How recently have you avoided certain situations or changed your activities because of this fear in the past month past six months or more than six months ago?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""Past Month"", ""Past 6 Months"", ""Over 6 Months"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""12"", ""16"", ""6"", ""0"", ""0"", ""894""]; Cumulative=[""12"", ""28"", ""34"", ""34"", ""34"", ""928""]; Skip.to.Item=[""CIQP11"", ""CIQP11"", ""CIQP11"", ""CIQP11"", ""CIQP11"", """"]"
"CIQPAN_B","CIQP06","CIQP06","Past 12 mos month + fear another?","In the past 12 months was there a month or more when you were often concerned that you might have another attack?","Both males and females 20 YEARS - 39 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""21"", ""204"", ""0"", ""0"", ""703""]; Cumulative=[""21"", ""225"", ""225"", ""225"", ""928""]; Skip.to.Item=["""", ""CIQP08"", ""CIQP08"", ""CIQP08"", """"]"
