"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"OHQ_H","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 1 YEARS - 150 YEARS",NA,NA
"OHQ_H","OHQ030","OHQ030","When did you last visit a dentist","The next questions are about {your/SPs} teeth and gums. About how long has it been since {you/SP} last visited a dentist? Include all types of dentists such as orthodontists oral surgeons and all other dental specialists as well as dental hygienists.","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""77"", ""99"", "".""]; Value.Description=[""6 months or less"", ""More than 6 months, but not more than 1 year ago"", ""More than 1 year, but not more than 2 years ago"", ""More than 2 years, but not more than 3 years ago"", ""More than 3 years, but not more than 5 years ago"", ""More than 5 years ago"", ""Never have been"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""4632"", ""1510"", ""980"", ""592"", ""480"", ""913"", ""650"", ""2"", ""9"", ""2""]; Cumulative=[""4632"", ""6142"", ""7122"", ""7714"", ""8194"", ""9107"", ""9757"", ""9759"", ""9768"", ""9770""]; Skip.to.Item=["""", """", """", """", """", """", ""OHQ550"", """", """", """"]"
"OHQ_H","OHQ033","OHQ033","Main reason for last dental visit","What was the main reason {you/SP} last visited the dentist?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""9"", "".""]; Value.Description=[""Went in on own for check-up, examination, or cleaning"", ""Was called in by the dentist for check-up, examination, or cleaning"", ""Something was wrong, bothering or hurting {me/SP}"", ""Went for treatment of a condition that dentist discovered at earlier checkup or examination"", ""Other"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""5790"", ""187"", ""1863"", ""1087"", ""166"", ""1"", ""24"", ""652""]; Cumulative=[""5790"", ""5977"", ""7840"", ""8927"", ""9093"", ""9094"", ""9118"", ""9770""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OHQ_H","OHQ770","OHQ770","Past yr need dental but couldnt get it","During the past 12 months was there a time when (you/SP) needed dental care but could not get it at that time?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1385"", ""7732"", ""1"", ""0"", ""652""]; Cumulative=[""1385"", ""9117"", ""9118"", ""9118"", ""9770""]; Skip.to.Item=["""", ""OHQ550"", ""OHQ550"", ""OHQ550"", """"]"
"OHQ_H","OHQ780A","OHQ780A","Could not afford the cost","What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""10"", ""77"", ""99"", "".""]; Value.Description=[""Could not afford the cost"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1089"", ""0"", ""1"", ""8680""]; Cumulative=[""1089"", ""1089"", ""1090"", ""9770""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OHQ_H","OHQ780B","OHQ780B","Did not want to spend the money","What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""11"", "".""]; Value.Description=[""Did not want to spend the money"", ""Missing""]; Count=[""65"", ""9705""]; Cumulative=[""65"", ""9770""]; Skip.to.Item=[""NA"", ""NA""]"
"OHQ_H","OHQ780C","OHQ780C","Insurance did not cover procedures","What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""12"", "".""]; Value.Description=[""Insurance did not cover recommended procedure"", ""Missing""]; Count=[""208"", ""9562""]; Cumulative=[""208"", ""9770""]; Skip.to.Item=[""NA"", ""NA""]"
"OHQ_H","OHQ780D","OHQ780D","Dental office is too far away","What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""13"", "".""]; Value.Description=[""Dental office is too far away"", ""Missing""]; Count=[""25"", ""9745""]; Cumulative=[""25"", ""9770""]; Skip.to.Item=[""NA"", ""NA""]"
"OHQ_H","OHQ780E","OHQ780E","Office not open at convenient time","What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""14"", "".""]; Value.Description=[""Dental office not open at convenient time"", ""Missing""]; Count=[""21"", ""9749""]; Cumulative=[""21"", ""9770""]; Skip.to.Item=[""NA"", ""NA""]"
"OHQ_H","OHQ780F","OHQ780F","Another dentist recommended not doing it","What were the reasons that (you/SP) could not get the dental care (you/she/he) needed?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""15"", "".""]; Value.Description=[""Another dentist recommended not doing it"", ""Missing""]; Count=[""5"", ""9765""]; Cumulative=[""5"", ""9770""]; Skip.to.Item=[""NA"", ""NA""]"
