"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DIQ_B","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 1 YEARS - 150 YEARS",NA,NA
"DIQ_B","DIQ010","DIQ010","Doctor told you have diabetes","The next questions are about specific medical conditions. {Other than during pregnancy {have you/has SP}/{Have you/Has SP}} ever been told by a doctor or health professional that {you have/{he/she/SP} has} diabetes or sugar diabetes?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Borderline"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""528"", ""9861"", ""78"", ""0"", ""1"", ""2""]; Cumulative=[""528"", ""10389"", ""10467"", ""10467"", ""10468"", ""10470""]; Skip.to.Item=["""", ""DIQ050"", ""DIQ050"", ""DIQ050"", ""DIQ050"", """"]"
"DIQ_B","DID040G","DID040G","Age when first told you had diabetes","How old {was SP/were you} when a doctor or other health professional first told {you/him/her} that {you/he/she} had diabetes or sugar diabetes?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Enter number"", ""Less than 1 year"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""512"", ""10"", ""1"", ""5"", ""9942""]; Cumulative=[""512"", ""522"", ""523"", ""528"", ""10470""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_B","DID040Q","DID040Q","Number of years of age","How old {was SP/were you} when a doctor or other health professional first told {you/him/her} that {you/he/she} had diabetes or sugar diabetes?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 88"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""512"", ""0"", ""0"", ""9958""]; Cumulative=[""512"", ""512"", ""512"", ""10470""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_B","DIQ050","DIQ050","Taking insulin now","{Is SP/Are you} now taking insulin","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""148"", ""10319"", ""0"", ""1"", ""2""]; Cumulative=[""148"", ""10467"", ""10467"", ""10468"", ""10470""]; Skip.to.Item=["""", ""DIQ065"", ""DIQ065"", ""DIQ065"", """"]"
"DIQ_B","DID060G","DID060G","How long taking insulin","For how long {have you/has SP} been taking insulin?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Enter number (of months or years)"", ""Less than 1 month"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""143"", ""2"", ""1"", ""2"", ""10322""]; Cumulative=[""143"", ""145"", ""146"", ""148"", ""10470""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_B","DID060Q","DID060Q","Number of mos/yrs taking insulin","For how long {have you/has SP} been taking insulin?","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 42"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""143"", ""0"", ""0"", ""10327""]; Cumulative=[""143"", ""143"", ""143"", ""10470""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_B","DIQ060U","DIQ060U","Unit of measure (month/year)","UNIT OF MEASURE","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Months"", ""Years"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""19"", ""124"", ""0"", ""0"", ""10327""]; Cumulative=[""19"", ""143"", ""143"", ""143"", ""10470""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_B","DIQ065","DIQ065",NA,NA,"Both males and females 1 YEARS - 150 YEARS",NA,NA
"DIQ_B","DIQ070","DIQ070","Take diabetic pills to lower blood sugar","{Is SP/Are you} now taking diabetic pills to lower {{his/her}/your} blood sugar? These are sometimes called oral agents or oral hypoglycemic agents.","Both males and females 1 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""341"", ""184"", ""0"", ""3"", ""9942""]; Cumulative=[""341"", ""525"", ""525"", ""528"", ""10470""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_B","DIQ075","DIQ075",NA,NA,"Both males and females 1 YEARS - 150 YEARS",NA,NA
"DIQ_B","DIQ080","DIQ080","Diabetes affected eyes/had retinopathy","Has a doctor ever told {you/SP} that diabetes has affected {your/his/her} eyes or that {you/s/he} had retinopathy?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""130"", ""373"", ""1"", ""7"", ""9959""]; Cumulative=[""130"", ""503"", ""504"", ""511"", ""10470""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_B","DIQ085","DIQ085",NA,NA,"Both males and females 20 YEARS - 150 YEARS",NA,NA
"DIQ_B","DIQ090","DIQ090","Ulcer/sore not healed within 4 weeks","{Have you/Has SP} ever had an ulcer or sore on {your/his/her} leg or foot that took more than 4 weeks to heal?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""145"", ""3337"", ""1"", ""2"", ""6985""]; Cumulative=[""145"", ""3482"", ""3483"", ""3485"", ""10470""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_B","DIQ100","DIQ100","Numbness in hands/feet-past 3 mos","During the past 3 months {have you/has SP} had numbness or loss of feeling in {your/his/her} hands or feet other than from {your/his/her} hands or feet falling asleep?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""769"", ""2713"", ""2"", ""1"", ""6985""]; Cumulative=[""769"", ""3482"", ""3484"", ""3485"", ""10470""]; Skip.to.Item=["""", ""DIQ120"", ""DIQ120"", ""DIQ120"", """"]"
"DIQ_B","DIQ110","DIQ110","Numbness in hands feet or both","Has the numbness or loss of feeling been in {your/SPs} hands feet or both?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""Hands"", ""Feet"", ""Both"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""339"", ""185"", ""245"", ""0"", ""0"", ""9701""]; Cumulative=[""339"", ""524"", ""769"", ""769"", ""769"", ""10470""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_B","DIQ120","DIQ120","Pain/tingling in hands/feet - past 3 mos","During the past 3 months {have you/has SP} had a painful sensation or tingling in {your/his/her} hands or feet? Do not include normal foot aches from standing or walking for long periods.","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""754"", ""2723"", ""3"", ""5"", ""6985""]; Cumulative=[""754"", ""3477"", ""3480"", ""3485"", ""10470""]; Skip.to.Item=["""", ""DIQ140"", ""DIQ140"", ""DIQ140"", """"]"
"DIQ_B","DIQ130","DIQ130","Pain/tingling in handsfeet or both","Has the painful sensation or tingling been in {your/his/her} hands feet or both?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""Hands"", ""Feet"", ""Both"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""336"", ""190"", ""228"", ""0"", ""0"", ""9716""]; Cumulative=[""336"", ""526"", ""754"", ""754"", ""754"", ""10470""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DIQ_B","DIQ140","DIQ140","Pain in either leg while walking","{Do you/Does SP} ever get pain in either leg while {you are/s/he is} walking?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""887"", ""2590"", ""2"", ""6"", ""6985""]; Cumulative=[""887"", ""3477"", ""3479"", ""3485"", ""10470""]; Skip.to.Item=["""", ""End of Section"", ""End of Section"", ""End of Section"", """"]"
"DIQ_B","DIQ150","DIQ150","Pain in calf or calves","Does this pain include pain in {your/SPs} calf or calves?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""515"", ""370"", ""0"", ""2"", ""9583""]; Cumulative=[""515"", ""885"", ""885"", ""887"", ""10470""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
