"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"CFQ_B","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 60 YEARS - 150 YEARS",NA,NA
"CFQ_B","CFD010","CFD010","Can do exercise without distraction?","","Both males and females 60 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", "".""]; Value.Description=[""Yes"", ""No"", ""Missing""]; Count=[""1733"", ""74"", ""65""]; Cumulative=[""1733"", ""1807"", ""1872""]; Skip.to.Item=["""", ""End of Section"", """"]"
"CFQ_B","CFQ020","CFQ020","Usually wear glasses to read?","Now I am going to ask you to copy some symbols. Do you usually wear glasses to read (other than the glasses you are currently wearing)? Please put on your reading glasses.","Both males and females 60 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", "".""]; Value.Description=[""Yes"", ""No"", ""Missing""]; Count=[""1209"", ""524"", ""139""]; Cumulative=[""1209"", ""1733"", ""1872""]; Skip.to.Item=[""NA"", ""NA"", ""NA""]"
"CFQ_B","CFD030","CFD030","Has SP completed sample exercise?","","Both males and females 60 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", "".""]; Value.Description=[""Completed sample"", ""Unable to complete sample"", ""Refused"", ""Missing""]; Count=[""1602"", ""114"", ""17"", ""139""]; Cumulative=[""1602"", ""1716"", ""1733"", ""1872""]; Skip.to.Item=[""CFD050"", """", ""End of Section"", """"]"
"CFQ_B","CFD040","CFD040","Reason unable to complete sample","","Both males and females 60 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", "".""]; Value.Description=[""Physical limitations"", ""Cognitive limitations"", ""Other reason"", ""Missing""]; Count=[""61"", ""41"", ""12"", ""1758""]; Cumulative=[""61"", ""102"", ""114"", ""1872""]; Skip.to.Item=[""End of Section"", ""End of Section"", ""End of Section"", """"]"
"CFQ_B","CFD050","CFD050","DSS Exercise completion result","","Both males and females 60 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", "".""]; Value.Description=[""Yes, completed"", ""No, stopped before 2 minutes"", ""Missing""]; Count=[""1558"", ""33"", ""281""]; Cumulative=[""1558"", ""1591"", ""1872""]; Skip.to.Item=["""", ""End of Section"", """"]"
"CFQ_B","CFDFINSH","CFDFINSH","Number complete","","Both males and females 60 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 100"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""1558"", ""314""]; Cumulative=[""1558"", ""1872""]; Skip.to.Item=[""NA"", ""NA""]"
"CFQ_B","CFDRIGHT","CFDRIGHT","Score: number correct","","Both males and females 60 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 100"", "".""]; Value.Description=[""Range of Values"", ""Missing""]; Count=[""1558"", ""314""]; Cumulative=[""1558"", ""1872""]; Skip.to.Item=[""NA"", ""NA""]"
