"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"OSQ_F","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 20 YEARS - 150 YEARS",NA,NA
"OSQ_F","OSQ010a","OSQ010a","Broken or fractured a hip","Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured {your/his/her} . . .hip?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""90"", ""6123"", ""0"", ""5"", ""0""]; Cumulative=[""90"", ""6213"", ""6213"", ""6218"", ""6218""]; Skip.to.Item=[""OSQ020a"", """", """", """", """"]"
"OSQ_F","OSQ010b","OSQ010b","Broken or fractured a wrist","Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured {your/his/her} . . .wrist?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""507"", ""5707"", ""0"", ""4"", ""0""]; Cumulative=[""507"", ""6214"", ""6214"", ""6218"", ""6218""]; Skip.to.Item=[""OSQ020b"", """", """", """", """"]"
"OSQ_F","OSQ010c","OSQ010c","Broken or fractured spine","Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured {your/his/her} . . .spine?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""111"", ""6103"", ""0"", ""4"", ""0""]; Cumulative=[""111"", ""6214"", ""6214"", ""6218"", ""6218""]; Skip.to.Item=[""OSQ020c"", ""OSQ025"", ""OSQ025"", ""OSQ025"", """"]"
"OSQ_F","OSQ020a","OSQ020a","# Times broken/fractured hip","How many times {have you/has SP} broken or fractured {your/his/her} hip?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 2"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""90"", ""0"", ""0"", ""6128""]; Cumulative=[""90"", ""90"", ""90"", ""6218""]; Skip.to.Item=["""", ""OSQ010b"", ""OSQ010b"", """"]"
"OSQ_F","OSQ020b","OSQ020b","# Times broken/fractured wrist","How many times {have you/has SP} broken or fractured {your/his/her} wrist?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 14"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""506"", ""0"", ""1"", ""5711""]; Cumulative=[""506"", ""506"", ""507"", ""6218""]; Skip.to.Item=["""", ""OSQ010c"", ""OSQ010c"", """"]"
"OSQ_F","OSQ020c","OSQ020c","# Times broken/fractured spine","How many times {have you/has SP} broken or fractured {your/his/her} spine?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 3"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""111"", ""0"", ""0"", ""6107""]; Cumulative=[""111"", ""111"", ""111"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSQ025","OSQ025",NA,NA,"Both males and females 20 YEARS - 150 YEARS",NA,NA
"OSQ_F","OSD030aa","OSD030aa","Age when fractured hip 1st time","How old {were you/was SP} when {you/s/he} fractured {your/his/her} hip the 1st time?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 79"", ""80"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""80 or older"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""78"", ""12"", ""0"", ""0"", ""6128""]; Cumulative=[""78"", ""90"", ""90"", ""90"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSQ040aa","OSQ040aa","Under/over 50 when fracd. hip 1st time","{Were you/Was SP} . . .","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Under 50 years old, or"", ""50 years old or older?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""48"", ""42"", ""0"", ""0"", ""6128""]; Cumulative=[""48"", ""90"", ""90"", ""90"", ""6218""]; Skip.to.Item=[""OSQ025"", """", ""OSQ025"", ""OSQ025"", """"]"
"OSQ_F","OSQ045","OSQ045",NA,NA,"Both males and females 20 YEARS - 150 YEARS",NA,NA
"OSQ_F","OSD050aa","OSD050aa","Reason hip fracture occurred 1st time","Did that fracture occur as a result of . . .","Both males and females 50 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""A fall from standing height or less, for example, tripped, slipped, fell out of bed"", ""A hard fall, such as falling off a ladder or step stool, down stairs"", ""A car accident or other severe trauma"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""27"", ""13"", ""2"", ""0"", ""0"", ""6176""]; Cumulative=[""27"", ""40"", ""42"", ""42"", ""42"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSD030ab","OSD030ab","Age when fractured hip 2nd time","How old {were you/was SP} when {you/s/he} fractured {your/his/her} hip the 2nd time?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""33 to 76"", ""80"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""80 or older"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""4"", ""1"", ""0"", ""0"", ""6213""]; Cumulative=[""4"", ""5"", ""5"", ""5"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSD050ab","OSD050ab","Reason hip fracture occurred 2nd time","Did that fracture occur as a result of . . .","Both males and females 50 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""A fall from standing height or less, for example, tripped, slipped, fell out of bed"", ""A hard fall, such as falling off a ladder or step stool, down stairs"", ""A car accident or other severe trauma"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2"", ""1"", ""0"", ""0"", ""0"", ""6215""]; Cumulative=[""2"", ""3"", ""3"", ""3"", ""3"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSD030ba","OSD030ba","Age when fractured wrist 1st time","How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 1st time?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""2 to 78"", ""80"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""80 or older"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""503"", ""2"", ""0"", ""1"", ""5712""]; Cumulative=[""503"", ""505"", ""505"", ""506"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSQ040ba","OSQ040ba","Under/over 50 when fracd. wrist 1st time","{Were you/Was SP} . . .","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Under 50 years old, or"", ""50 years old or older?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""400"", ""105"", ""0"", ""1"", ""5712""]; Cumulative=[""400"", ""505"", ""505"", ""506"", ""6218""]; Skip.to.Item=[""OSQ025"", """", ""OSQ025"", ""OSQ025"", """"]"
"OSQ_F","OSD050ba","OSD050ba","Reason wrist fracture occurred 1st time","Did that fracture occur as a result of. . .","Both males and females 50 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""A fall from standing height or less, for example, tripped, slipped, fell out of bed"", ""A hard fall, such as falling off a ladder or step stool, down stairs"", ""A car accident or other severe trauma"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""57"", ""31"", ""15"", ""0"", ""2"", ""6113""]; Cumulative=[""57"", ""88"", ""103"", ""103"", ""105"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSD030bb","OSD030bb","Age when fractured wrist 2nd time","How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist 2nd time?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""6 to 77"", ""80"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""80 or older"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""91"", ""0"", ""0"", ""1"", ""6126""]; Cumulative=[""91"", ""91"", ""91"", ""92"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSQ040bb","OSQ040bb","Under/over 50 when fracd. wrist 2nd time","{Were you/Was SP} . . .","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Under 50 years old, or"", ""50 years old or older?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""70"", ""21"", ""0"", ""0"", ""6127""]; Cumulative=[""70"", ""91"", ""91"", ""91"", ""6218""]; Skip.to.Item=[""OSQ025"", """", ""OSQ025"", ""OSQ025"", """"]"
"OSQ_F","OSD050bb","OSD050bb","Reason wrist fracture occurred 2nd time","Did that fracture occur as a result of . . .","Both males and females 50 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""A fall from standing height or less, for example, tripped, slipped, fell out of bed"", ""A hard fall, such as falling off a ladder or step stool, down stairs"", ""A car accident or other severe trauma"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""17"", ""3"", ""1"", ""0"", ""0"", ""6197""]; Cumulative=[""17"", ""20"", ""21"", ""21"", ""21"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSD030bc","OSD030bc","Age when fractured wrist 3rd time","How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 3rd time?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""7 to 52"", ""80"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""80 or older"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""13"", ""0"", ""0"", ""3"", ""6202""]; Cumulative=[""13"", ""13"", ""13"", ""16"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSQ040bc","OSQ040bc","Under/over 50 when fracd. wrist 3rd time","{Were you/Was SP} . . .","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Under 50 years old, or"", ""50 years old or older?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""11"", ""3"", ""0"", ""0"", ""6204""]; Cumulative=[""11"", ""14"", ""14"", ""14"", ""6218""]; Skip.to.Item=[""OSQ025"", """", ""OSQ025"", ""OSQ025"", """"]"
"OSQ_F","OSD050bc","OSD050bc","Reason wrist fracture occurred 3rd time","Did that fracture occur as a result of . . .","Both males and females 50 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""A fall from standing height or less, for example, tripped, slipped, fell out of bed"", ""A hard fall, such as falling off a ladder or step stool, down stairs"", ""A car accident or other severe trauma"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1"", ""1"", ""1"", ""0"", ""0"", ""6215""]; Cumulative=[""1"", ""2"", ""3"", ""3"", ""3"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSD030bd","OSD030bd","Age when fractured wrist 4th time","How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 4th time?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""7 to 68"", ""80"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""80 or older"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""9"", ""0"", ""0"", ""2"", ""6207""]; Cumulative=[""9"", ""9"", ""9"", ""11"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSQ040bd","OSQ040bd","Under/over 50 when fracd. wrist 4th time","{Were you/Was SP} . . .","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Under 50 years old, or"", ""50 years old or older?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""7"", ""2"", ""0"", ""0"", ""6209""]; Cumulative=[""7"", ""9"", ""9"", ""9"", ""6218""]; Skip.to.Item=[""OSQ025"", """", ""OSQ025"", ""OSQ025"", """"]"
"OSQ_F","OSD050bd","OSD050bd","Reason wrist fracture occurred 4th time","Did that fracture occur as a result of.....","Both males and females 50 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""A fall from standing height or less, for example, tripped, slipped, fell out of bed"", ""A hard fall, such as falling off a ladder or step stool, down stairs"", ""A car accident or other severe trama?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1"", ""0"", ""1"", ""0"", ""0"", ""6216""]; Cumulative=[""1"", ""1"", ""2"", ""2"", ""2"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSD030be","OSD030be","Age when fractured wrist 5th time","How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 5th time?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""8 to 39"", ""80"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""80 or older"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""4"", ""0"", ""0"", ""1"", ""6213""]; Cumulative=[""4"", ""4"", ""4"", ""5"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSQ040be","OSQ040be","Under/over 50 when fracd. wrist 5th time","{Were you/Was SP} . . .","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Under 50 years old, or"", ""50 years old or older?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""4"", ""0"", ""0"", ""0"", ""6214""]; Cumulative=[""4"", ""4"", ""4"", ""4"", ""6218""]; Skip.to.Item=[""OSQ025"", """", ""OSQ025"", ""OSQ025"", """"]"
"OSQ_F","OSD030bf","OSD030bf","Age when fractured wrist 6th time","How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 6th time?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""8"", ""80"", ""77777"", ""99999"", "".""]; Value.Description=[""8"", ""80 or older"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1"", ""0"", ""0"", ""0"", ""6217""]; Cumulative=[""1"", ""1"", ""1"", ""1"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSQ040bf","OSQ040bf","Under/over 50 when fracd. wrist 6th time","{Were you/Was SP} . . .","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Under 50 years old, or"", ""50 years old or older?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1"", ""0"", ""0"", ""0"", ""6217""]; Cumulative=[""1"", ""1"", ""1"", ""1"", ""6218""]; Skip.to.Item=[""OSQ025"", """", ""OSQ025"", ""OSQ025"", """"]"
"OSQ_F","OSD030bg","OSD030bg","Age when fractured wrist 7th time","How old {were you/was SP} when {you/s/he} fractured {your/his/her} wrist the 7th time?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""9"", ""80"", ""77777"", ""99999"", "".""]; Value.Description=[""9"", ""80 or older"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1"", ""0"", ""0"", ""0"", ""6217""]; Cumulative=[""1"", ""1"", ""1"", ""1"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSQ040bg","OSQ040bg","Under/over 50 when fracd. wrist 7th time","{Were you/Was SP} . . .","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Under 50 years old, or"", ""50 years old or older?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1"", ""0"", ""0"", ""0"", ""6217""]; Cumulative=[""1"", ""1"", ""1"", ""1"", ""6218""]; Skip.to.Item=[""OSQ025"", """", ""OSQ025"", ""OSQ025"", """"]"
"OSQ_F","OSD030bh","OSD030bh","Age when fractured wrist 8th time","How old {were you/was SP} when {you/s/he} fractured {your/his/her} {hip/wrist/spine} {the {1st/2nd/10th or more recent time . . .} time}?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""10"", ""80"", ""77777"", ""99999"", "".""]; Value.Description=[""10"", ""80 or older"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1"", ""0"", ""0"", ""0"", ""6217""]; Cumulative=[""1"", ""1"", ""1"", ""1"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSQ040bh","OSQ040bh","Under/over 50 when fracd. wrist 8th time","{Were you/Was SP} . . .","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Under 50 years old, or"", ""50 years old or older?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1"", ""0"", ""0"", ""0"", ""6217""]; Cumulative=[""1"", ""1"", ""1"", ""1"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSD030bi","OSD030bi","Age when fractured wrist 9th time","How old {were you/was SP} when {you/s/he} fractured {your/his/her} {hip/wrist/spine} {the {1st/2nd/10th or more recent time . . .} time}?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""11"", ""80"", ""77777"", ""99999"", "".""]; Value.Description=[""11"", ""80 or older"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1"", ""0"", ""0"", ""0"", ""6217""]; Cumulative=[""1"", ""1"", ""1"", ""1"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSQ040bi","OSQ040bi","Under/over 50 when fracd. wrist 9th time","{Were you/Was SP} . . .","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Under 50 years old, or"", ""50 years old or older?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1"", ""0"", ""0"", ""0"", ""6217""]; Cumulative=[""1"", ""1"", ""1"", ""1"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSD030bj","OSD030bj","Age when fractured wrist 10th time","How old {were you/was SP} when {you/s/he} fractured {your/his/her} {hip/wrist/spine} {the {1st/2nd/10th or more recent time . . .} time}?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""11"", ""80"", ""77777"", ""99999"", "".""]; Value.Description=[""11"", ""80 or older"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1"", ""0"", ""0"", ""0"", ""6217""]; Cumulative=[""1"", ""1"", ""1"", ""1"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSQ040bj","OSQ040bj","Under/over 50 when fracd wrist 10th time","{Were you/Was SP} . . .","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Under 50 years old, or"", ""50 years old or older?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1"", ""0"", ""0"", ""0"", ""6217""]; Cumulative=[""1"", ""1"", ""1"", ""1"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSD030ca","OSD030ca","Age when fractured spine 1st time","How old {were you/was SP} when {you/s/he} fractured {your/his/her} spine the 1st time?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""2 to 79"", ""80"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""80 or older"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""106"", ""2"", ""0"", ""3"", ""6107""]; Cumulative=[""106"", ""108"", ""108"", ""111"", ""6218""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_F","OSQ040ca","OSQ040ca","Under/over 50 when fracd. spine 1st time","{Were you/Was SP} . . .","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Under 50 years old, or"", ""50 years old or older?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""85"", ""25"", ""0"", ""0"", ""6108""]; Cumulative=[""85"", ""110"", ""110"", ""110"", ""6218""]; Skip.to.Item=[""OSQ025"", """", ""OSQ025"", ""OSQ025"", """"]"
