"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"P_DEQ","DED120","DED120","Minutes outdoors 9am - 5pm work day","The next questions ask about the time you spent outdoors during the past 30 days. By outdoors I mean outside and not under any shade. How much time did you usually spend outdoors between 9 in the morning and 5 in the afternoon  on the days that you worked or went to school?","Both males and females 20 YEARS - 59 YEARS",NA,"Code.or.Value=[""15 to 480"", ""0"", ""14"", ""3333"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""No time spent outdoors"", ""1-14 minutes"", ""Does not work or go to school"", ""Refused"", ""Don't Know"", ""Missing""]; Count=[""3946"", ""1107"", ""183"", ""552"", ""1"", ""15"", ""6""]; Cumulative=[""3946"", ""5053"", ""5236"", ""5788"", ""5789"", ""5804"", ""5810""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"P_DEQ","DED125","DED125","Minutes outdoors 9am - 5pm not work day","During the past 30 days how much time did you usually spend outdoors between 9 in the morning and 5 in the afternoon on the days when you were not working or going to school?","Both males and females 20 YEARS - 59 YEARS",NA,"Code.or.Value=[""15 to 480"", ""0"", ""14"", ""3333"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""No time spent outdoors"", ""1-14 minutes"", ""At work or at school 9 to 5 seven days a week"", ""Refused"", ""Don't Know"", ""Missing""]; Count=[""5005"", ""672"", ""87"", ""10"", ""3"", ""27"", ""6""]; Cumulative=[""5005"", ""5677"", ""5764"", ""5774"", ""5777"", ""5804"", ""5810""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"P_DEQ","DEQ034A","DEQ034A","Stay in the shade?","When {you go/SP goes} outside on a very sunny day for more than one hour how often {do you/does SP} Stay in the shade?","Both males and females 20 YEARS - 59 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""77"", ""99"", "".""]; Value.Description=[""Always"", ""Most of the time"", ""Sometimes"", ""Rarely, or"", ""Never?"", ""Don't go out in the sun"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""503"", ""1531"", ""2509"", ""907"", ""331"", ""24"", ""0"", ""3"", ""2""]; Cumulative=[""503"", ""2034"", ""4543"", ""5450"", ""5781"", ""5805"", ""5805"", ""5808"", ""5810""]; Skip.to.Item=["""", """", """", """", """", ""DED120"", """", """", """"]"
"P_DEQ","DEQ034C","DEQ034C","Wear a long sleeved shirt","Wear a long sleeved shirt? Would you say . . .","Both males and females 20 YEARS - 59 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""9"", "".""]; Value.Description=[""Always"", ""Most of the time"", ""Sometimes"", ""Rarely, or"", ""Never?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""312"", ""501"", ""1603"", ""1446"", ""1919"", ""0"", ""3"", ""26""]; Cumulative=[""312"", ""813"", ""2416"", ""3862"", ""5781"", ""5781"", ""5784"", ""5810""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"P_DEQ","DEQ034D","DEQ034D","Use sunscreen?","Use sunscreen? Would you say . . .","Both males and females 20 YEARS - 59 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""9"", "".""]; Value.Description=[""Always"", ""Most of the time"", ""Sometimes"", ""Rarely, or"", ""Never?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""481"", ""701"", ""1194"", ""1061"", ""2347"", ""0"", ""0"", ""26""]; Cumulative=[""481"", ""1182"", ""2376"", ""3437"", ""5784"", ""5784"", ""5784"", ""5810""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"P_DEQ","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 20 YEARS - 59 YEARS",NA,NA
