"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"SXQ_I","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 18 YEARS - 69 YEARS",NA,NA
"SXQ_I","SXD021","SXD021","Ever had vaginal anal or oral sex (B)","Ever had vaginal anal or oral sex.","Both males and females 18 YEARS - 69 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""3985"", ""261"", ""2"", ""0"", ""595""]; Cumulative=[""3985"", ""4246"", ""4248"", ""4248"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SXQ_I","SXQ800","SXQ800","Ever had vaginal sex with a woman (M)","Have you ever had vaginal sex also called sexual intercourse with a woman? This means your penis in a womans vagina.","Males only 18 YEARS - 69 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1863"", ""198"", ""2"", ""4"", ""2776""]; Cumulative=[""1863"", ""2061"", ""2063"", ""2067"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SXQ_I","SXQ803","SXQ803","Ever performed oral sex on a woman (M)","Have you ever performed oral sex on a woman? This means putting your mouth on a womans vagina or genitals.","Males only 18 YEARS - 69 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1588"", ""476"", ""2"", ""0"", ""2777""]; Cumulative=[""1588"", ""2064"", ""2066"", ""2066"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SXQ_I","SXQ806","SXQ806","Ever had anal sex with a woman (M)","Have you ever had anal sex with a woman? Anal sex means contact between your penis and a womans anus or butt.","Males only 18 YEARS - 69 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""807"", ""1257"", ""1"", ""1"", ""2777""]; Cumulative=[""807"", ""2064"", ""2065"", ""2066"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SXQ_I","SXQ809","SXQ809","Ever had any sex w/man: anal oral (M)","Have you ever had any kind of sex with a man including oral or anal?","Males only 18 YEARS - 69 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""112"", ""1952"", ""0"", ""2"", ""2777""]; Cumulative=[""112"", ""2064"", ""2064"", ""2066"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SXQ_I","SXD862","SXD862",NA,NA,"Males only 18 YEARS - 69 YEARS",NA,NA
"SXQ_I","SXQ700","SXQ700","Ever had vaginal sex with a man (F)","Have you ever had vaginal sex also called sexual intercourse with a man? This means a mans penis in your vagina.","Females only 18 YEARS - 69 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""2041"", ""142"", ""4"", ""4"", ""2652""]; Cumulative=[""2041"", ""2183"", ""2187"", ""2191"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SXQ_I","SXQ703","SXQ703","Ever performed oral sex on a man (F)","Have you ever performed oral sex on a man? This means putting your mouth on a mans penis or genitals.","Females only 18 YEARS - 69 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1592"", ""589"", ""9"", ""1"", ""2652""]; Cumulative=[""1592"", ""2181"", ""2190"", ""2191"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SXQ_I","SXQ706","SXQ706","Ever had anal sex with a man (F)","Have you ever had anal sex? This means contact between a mans penis and your anus or butt.","Females only 18 YEARS - 69 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""716"", ""1466"", ""8"", ""1"", ""2652""]; Cumulative=[""716"", ""2182"", ""2190"", ""2191"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SXQ_I","SXQ709","SXQ709","Ever had any kind of sex w/woman (F)","Have you ever had any kind of sex with a woman? By sex we mean sexual contact with another womans vagina or genitals.","Females only 18 YEARS - 69 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""202"", ""1985"", ""3"", ""1"", ""2652""]; Cumulative=[""202"", ""2187"", ""2190"", ""2191"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SXQ_I","SXQ762","SXQ762",NA,NA,"Females only 18 YEARS - 69 YEARS",NA,NA
"SXQ_I","SXD031","SXD031","How old when first had sex (B)","How old were you when you had sex for the first time?","Both males and females 18 YEARS - 69 YEARS",NA,"Code.or.Value=[""13 to 68"", ""12"", ""77"", ""99"", "".""]; Value.Description=[""Range of Values"", ""12 years or younger"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""3779"", ""204"", ""5"", ""7"", ""848""]; Cumulative=[""3779"", ""3983"", ""3988"", ""3995"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SXQ_I","SXD801","SXD801",NA,NA,"Both males and females 18 YEARS - 69 YEARS",NA,NA
"SXQ_I","SXD171","SXD171","# female sex partners/lifetime (M)","In your lifetime with how many women have you had any kind of sex?","Males only 18 YEARS - 69 YEARS",NA,"Code.or.Value=[""0 to 99"", ""100"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""100 or more"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1998"", ""62"", ""1"", ""4"", ""2778""]; Cumulative=[""1998"", ""2060"", ""2061"", ""2065"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SXQ_I","SXD815","SXD815",NA,NA,"Males only 18 YEARS - 69 YEARS",NA,NA
"SXQ_I","SXD510","SXD510","# female sex partners/year (M)","In the past 12 months with how many women have you had any kind of sex?","Males only 18 YEARS - 59 YEARS",NA,"Code.or.Value=[""0 to 45"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1655"", ""0"", ""2"", ""3186""]; Cumulative=[""1655"", ""1655"", ""1657"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"SXQ_I","SXQ821","SXQ821",NA,NA,"Males only 18 YEARS - 69 YEARS",NA,NA
"SXQ_I","SXQ824","SXQ824","# female vaginal sex partners/life (M)","In your lifetime with how many women have you had vaginal sex? Vaginal sex means your penis in a womans vagina.","Males only 18 YEARS - 59 YEARS",NA,"Code.or.Value=[""1 to 99"", ""100"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""100 or more"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1435"", ""37"", ""1"", ""10"", ""3360""]; Cumulative=[""1435"", ""1472"", ""1473"", ""1483"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SXQ_I","SXQ827","SXQ827","# female vaginal sex partners/year (M)","In the past 12 months with how many women have you had vaginal sex? Vaginal sex means your penis in a womans vagina.","Males only 18 YEARS - 59 YEARS",NA,"Code.or.Value=[""0 to 80"", ""100"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""100 or more"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1479"", ""1"", ""2"", ""1"", ""3360""]; Cumulative=[""1479"", ""1480"", ""1482"", ""1483"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SXQ_I","SXQ830","SXQ830",NA,NA,"Males only 18 YEARS - 69 YEARS",NA,NA
"SXQ_I","SXD633","SXD633","Age first performed oral sex w/woman (B)","How old were you when you first performed oral sex on a woman? Performing oral sex means your mouth on a womans vagina or genitals.","Both males and females 18 YEARS - 59 YEARS",NA,"Code.or.Value=[""13 to 50"", ""12"", ""77"", ""99"", "".""]; Value.Description=[""Range of Values"", ""12 years or younger"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1431"", ""22"", ""1"", ""1"", ""3388""]; Cumulative=[""1431"", ""1453"", ""1454"", ""1455"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SXQ_I","SXQ636","SXQ636","# female performed oral sex/lifetime (B)","In your lifetime on how many women have you performed oral sex?","Both males and females 18 YEARS - 59 YEARS",NA,"Code.or.Value=[""1 to 85"", ""100"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""100 or more"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1444"", ""8"", ""1"", ""2"", ""3388""]; Cumulative=[""1444"", ""1452"", ""1453"", ""1455"", ""4843""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
