"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"OSQ_H","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 40 YEARS - 150 YEARS",NA,NA
"OSQ_H","OSQ010a","OSQ010a","Broken or fractured a hip","Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured {your/his/her} . . .hip?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""83"", ""3731"", ""0"", ""1"", ""0""]; Cumulative=[""83"", ""3814"", ""3814"", ""3815"", ""3815""]; Skip.to.Item=[""OSQ020a"", """", """", """", """"]"
"OSQ_H","OSQ010b","OSQ010b","Broken or fractured a wrist","Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured {your/his/her} . . .wrist?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""316"", ""3496"", ""0"", ""3"", ""0""]; Cumulative=[""316"", ""3812"", ""3812"", ""3815"", ""3815""]; Skip.to.Item=[""OSQ020b"", """", """", """", """"]"
"OSQ_H","OSQ010c","OSQ010c","Broken or fractured spine","Has a doctor ever told {you/SP} that {you/s/he} had broken or fractured {your/his/her} . . .spine?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""77"", ""3734"", ""0"", ""4"", ""0""]; Cumulative=[""77"", ""3811"", ""3811"", ""3815"", ""3815""]; Skip.to.Item=[""OSQ020c"", ""OSQ025"", ""OSQ025"", ""OSQ025"", """"]"
"OSQ_H","OSQ020a","OSQ020a","# Times broken/fractured hip","How many times {have you/has SP} broken or fractured {your/his/her} hip?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7777"", ""9999"", "".""]; Value.Description=[""1"", ""2"", ""3"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""71"", ""9"", ""2"", ""0"", ""1"", ""3732""]; Cumulative=[""71"", ""80"", ""82"", ""82"", ""83"", ""3815""]; Skip.to.Item=["""", """", """", ""OSQ010b"", ""OSQ010b"", """"]"
"OSQ_H","OSQ020b","OSQ020b","# Times broken/fractured wrist","How many times {have you/has SP} broken or fractured {your/his/her} wrist?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""6"", ""10"", ""7777"", ""9999"", "".""]; Value.Description=[""1"", ""2"", ""3"", ""4"", ""6"", ""10"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""267"", ""35"", ""9"", ""3"", ""1"", ""1"", ""0"", ""0"", ""3499""]; Cumulative=[""267"", ""302"", ""311"", ""314"", ""315"", ""316"", ""316"", ""316"", ""3815""]; Skip.to.Item=["""", """", """", """", """", """", ""OSQ010c"", ""OSQ010c"", """"]"
"OSQ_H","OSQ020c","OSQ020c","# Times broken/fractured spine","How many times {have you/has SP} broken or fractured {your/his/her} spine?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7777"", ""9999"", "".""]; Value.Description=[""1"", ""2"", ""3"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""67"", ""8"", ""2"", ""0"", ""0"", ""3738""]; Cumulative=[""67"", ""75"", ""77"", ""77"", ""77"", ""3815""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_H","OSQ025","OSQ025",NA,NA,"Both males and females 40 YEARS - 150 YEARS",NA,NA
"OSQ_H","OSD030aa","OSD030aa","Age when fractured hip 1st time","How old {were you/was SP} when {you/s/he} fractured {your/his/her} hip the 1st time?","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""2 to 78"", ""80"", ""77777"", ""99999"", "".""]; Value.Description=[""Range of Values"", ""80 or older"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""67"", ""13"", ""0"", ""2"", ""3733""]; Cumulative=[""67"", ""80"", ""80"", ""82"", ""3815""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"OSQ_H","OSQ040aa","OSQ040aa","Under/over 50 when fracd. hip 1st time","{Were you/Was SP} . . .","Both males and females 40 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Under 50 years old, or"", ""50 years old or older?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""29"", ""52"", ""0"", ""1"", ""3733""]; Cumulative=[""29"", ""81"", ""81"", ""82"", ""3815""]; Skip.to.Item=[""OSQ025"", """", ""OSQ025"", ""OSQ025"", """"]"
