"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"SMQRTU_E","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 12 YEARS - 150 YEARS",NA,NA
"SMQRTU_E","SMQ680","SMQ680","Used tobacco/nicotine last 5 days?","The following questions ask about use of tobacco or nicotine products in the past 5 days. During the past 5 days did {you/he/she} use any product containing nicotine including cigarettes pipes cigars chewing tobacco snuff nicotine patches nicotine gum or any other product containing nicotine?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1551"", ""4783"", ""1"", ""0"", ""582""]; Cumulative=[""1551"", ""6334"", ""6335"", ""6335"", ""6917""]; Skip.to.Item=["""", ""SMAQUEX"", ""SMAQUEX"", ""SMAQUEX"", """"]"
"SMQRTU_E","SMQ690A","SMQ690A","Used last 5 days - Cigarettes","Which of these products did {you/he/she} use?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""77"", ""99"", "".""]; Value.Description=[""Cigarettes"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1343"", ""0"", ""0"", ""5574""]; Cumulative=[""1343"", ""1343"", ""1343"", ""6917""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"SMQRTU_E","SMQ690B","SMQ690B","Used last 5 days - Pipes","Which of these products did {you/he/she} use?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""2"", "".""]; Value.Description=[""Pipes"", ""Missing""]; Count=[""15"", ""6902""]; Cumulative=[""15"", ""6917""]; Skip.to.Item=[""NA"", ""NA""]"
"SMQRTU_E","SMQ690C","SMQ690C","Used last 5 days - Cigars","Which of these products did {you/he/she} use?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""3"", "".""]; Value.Description=[""Cigars"", ""Missing""]; Count=[""115"", ""6802""]; Cumulative=[""115"", ""6917""]; Skip.to.Item=[""NA"", ""NA""]"
"SMQRTU_E","SMQ690D","SMQ690D","Used last 5 days - Chewing tobacco","Which of these products did {you/he/she} use?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""4"", "".""]; Value.Description=[""Chewing tobacco"", ""Missing""]; Count=[""90"", ""6827""]; Cumulative=[""90"", ""6917""]; Skip.to.Item=[""NA"", ""NA""]"
"SMQRTU_E","SMQ690E","SMQ690E","Used last 5 days - Snuff","Which of these products did {you/he/she} use?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""5"", "".""]; Value.Description=[""Snuff"", ""Missing""]; Count=[""39"", ""6878""]; Cumulative=[""39"", ""6917""]; Skip.to.Item=[""NA"", ""NA""]"
"SMQRTU_E","SMQ690F","SMQ690F","Used last 5 days - Patch gum other","Which of these products did {you/he/she} use?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""6"", "".""]; Value.Description=[""Nicotine patches, gum, or other nicotine product"", ""Missing""]; Count=[""8"", ""6909""]; Cumulative=[""8"", ""6917""]; Skip.to.Item=[""NA"", ""NA""]"
"SMQRTU_E","SMQ700","SMQ700",NA,NA,"Both males and females 12 YEARS - 150 YEARS",NA,NA
"SMQRTU_E","SMQ710","SMQ710","# days smoked cigarettes last 5 days","During the past 5 days {including today} on how many days did {you/he/she} smoke cigarettes?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 5"", ""7"", ""9"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1343"", ""0"", ""0"", ""5574""]; Cumulative=[""1343"", ""1343"", ""1343"", ""6917""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"SMQRTU_E","SMQ720","SMQ720","# cigarettes smoked per day","During the past 5 days on the days {you/he/she} smoked how many cigarettes did {you/he/she} smoke each day?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 80"", ""95"", ""777"", ""999"", "".""]; Value.Description=[""Range of Values"", ""95 cigarettes or more"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1342"", ""0"", ""0"", ""1"", ""5574""]; Cumulative=[""1342"", ""1342"", ""1342"", ""1343"", ""6917""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SMQRTU_E","SMQ725","SMQ725","When did resp. smoke last cigarette?","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""Today"", ""Yesterday"", ""3 to 5 days ago"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1020"", ""217"", ""106"", ""0"", ""0"", ""5574""]; Cumulative=[""1020"", ""1237"", ""1343"", ""1343"", ""1343"", ""6917""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SMQRTU_E","SMQ740","SMQ740","# days smoked pipe over last 5 days","During the past 5 days (including today) on how many days did {you/he/she} smoke a pipe?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 5"", ""7"", ""9"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""15"", ""0"", ""0"", ""6902""]; Cumulative=[""15"", ""15"", ""15"", ""6917""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"SMQRTU_E","SMQ750","SMQ750","# pipes smoked per day - last 5 days","During the past 5 days on the days did {you/he/she} smoked a pipe how many pipes did {you/he/she} smoke each day?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 6"", ""77"", ""99"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""14"", ""0"", ""1"", ""6902""]; Cumulative=[""14"", ""14"", ""15"", ""6917""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"SMQRTU_E","SMQ755","SMQ755","When did resp. smoke last pipe?","When did {you/he/she} smoke {your/his/her} last pipe? Was it...","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""Today"", ""Yesterday"", ""3 to 5 days ago"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""5"", ""7"", ""3"", ""0"", ""0"", ""6902""]; Cumulative=[""5"", ""12"", ""15"", ""15"", ""15"", ""6917""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"SMQRTU_E","SMQ770","SMQ770","# days smoked cigars over last 5 days","During the past 5 days (including today) on how many days did {you/he/she} smoke cigars?","Both males and females 12 YEARS - 150 YEARS",NA,"Code.or.Value=[""1 to 5"", ""7"", ""9"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""115"", ""0"", ""0"", ""6802""]; Cumulative=[""115"", ""115"", ""115"", ""6917""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
