"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"DUQ_H","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 18 YEARS - 69 YEARS",NA,NA
"DUQ_H","DUQ200","DUQ200","Ever used marijuana or hashish","The following questions ask about use of drugs not prescribed by a doctor. Please remember that your answers to these questions are strictly confidential. The first questions are about marijuana and hashish. Marijuana is also called pot or grass. Marijuana is usually smoked either in cigarettes called joints or in a pipe. It is sometimes cooked in food. Hashish is a form of marijuana that is also called hash. It is usually smoked in a pipe. Another form of hashish is hash oil. Have you ever even once used marijuana or hashish?","Both males and females 18 YEARS - 59 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1991"", ""1699"", ""6"", ""5"", ""1356""]; Cumulative=[""1991"", ""3690"", ""3696"", ""3701"", ""5057""]; Skip.to.Item=["""", ""DUQ240"", ""DUQ240"", ""DUQ240"", """"]"
"DUQ_H","DUQ210","DUQ210","Age when first tried marijuana","How old were you the first time you used marijuana or hashish?","Both males and females 18 YEARS - 59 YEARS",NA,"Code.or.Value=[""0 to 54"", ""777"", ""999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1989"", ""1"", ""1"", ""3066""]; Cumulative=[""1989"", ""1990"", ""1991"", ""5057""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DUQ_H","DUQ211","DUQ211","Used marijuana every month for a year?","Have you ever smoked marijuana or hashish at least once a month for more than one year?","Both males and females 18 YEARS - 59 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""953"", ""1034"", ""2"", ""1"", ""3067""]; Cumulative=[""953"", ""1987"", ""1989"", ""1990"", ""5057""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DUQ_H","DUQ213","DUQ213","Age started regularly using marijuana","How old were you when you started smoking marijuana or hashish at least once a month for one year?","Both males and females 18 YEARS - 59 YEARS",NA,"Code.or.Value=[""8 to 45"", ""777"", ""999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""952"", ""1"", ""0"", ""4104""]; Cumulative=[""952"", ""953"", ""953"", ""5057""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DUQ_H","DUQ215Q","DUQ215Q","Time since last used marijuana regularly","How long has it been since you last smoked marijuana or hashish at least once a month for one year?","Both males and females 18 YEARS - 59 YEARS",NA,"Code.or.Value=[""0 to 245"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""943"", ""1"", ""1"", ""4112""]; Cumulative=[""943"", ""944"", ""945"", ""5057""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"DUQ_H","DUQ215U","DUQ215U","Time since used marijuana regularly/unit","How long has it been since you last smoked marijuana or hashish at least once a month for one year?","Both males and females 18 YEARS - 59 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""7"", ""9"", "".""]; Value.Description=[""Days"", ""Weeks"", ""Months"", ""Years"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""286"", ""46"", ""85"", ""526"", ""0"", ""0"", ""4114""]; Cumulative=[""286"", ""332"", ""417"", ""943"", ""943"", ""943"", ""5057""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DUQ_H","DUQ217","DUQ217","How often would you use marijuana?","During the time that you smoked marijuana or hashish how often would you usually use it?","Both males and females 18 YEARS - 59 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""9"", "".""]; Value.Description=[""Once per month"", ""2-3 times per month"", ""4-8 times per month (about 1-2 times per 
  week)"", ""9-24 times per month (about 3-6 times per 
  week)"", ""25-30 times per month (one or more times 
  per day)"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""56"", ""108"", ""245"", ""231"", ""311"", ""0"", ""2"", ""4104""]; Cumulative=[""56"", ""164"", ""409"", ""640"", ""951"", ""951"", ""953"", ""5057""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DUQ_H","DUQ219","DUQ219","How many joints or pipes smoke in a day?","During the time that you smoked marijuana or hashish how many joints or pipes would you usually smoke in a day?","Both males and females 18 YEARS - 59 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""7"", ""9"", "".""]; Value.Description=[""1 per day"", ""2 per day"", ""3-5 per day"", ""Six or more per day"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""375"", ""284"", ""209"", ""79"", ""2"", ""4"", ""4104""]; Cumulative=[""375"", ""659"", ""868"", ""947"", ""949"", ""953"", ""5057""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"DUQ_H","DUQ220Q","DUQ220Q","Last time used marijuana or hashish","How long has it been since you last used marijuana or hashish?","Both males and females 18 YEARS - 59 YEARS",NA,"Code.or.Value=[""0 to 258"", ""7777"", ""9999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1982"", ""2"", ""3"", ""3070""]; Cumulative=[""1982"", ""1984"", ""1987"", ""5057""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
