"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"ACQ","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 12 YEARS - 120 YEARS",NA,NA
"ACQ","ACQ005","ACQ005",NA,NA,"Both males and females 12 YEARS - 120 YEARS",NA,NA
"ACQ","ACD010A","ACD010A","English usually spoken at home","What language(s) {do you/does SP} usually speak at home?","Both males and females 12 YEARS - 120 YEARS",NA,"Code.or.Value=[""1"", ""7"", ""9"", "".""]; Value.Description=[""English"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""4351"", ""3"", ""1"", ""2940""]; Cumulative=[""4351"", ""4354"", ""4355"", ""7295""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"ACQ","ACD010B","ACD010B","Spanish usually spoken at home","What language(s) {do you/does SP} usually speak at home?","Both males and females 12 YEARS - 120 YEARS",NA,"Code.or.Value=[""2"", "".""]; Value.Description=[""Spanish"", ""Missing""]; Count=[""17"", ""7278""]; Cumulative=[""17"", ""7295""]; Skip.to.Item=[""NA"", ""NA""]"
"ACQ","ACD010C","ACD010C","Other language(s) usually spoken at home","What language(s) {do you/does SP} usually speak at home?","Both males and females 12 YEARS - 120 YEARS",NA,"Code.or.Value=[""3"", "".""]; Value.Description=[""Other"", ""Missing""]; Count=[""240"", ""7055""]; Cumulative=[""240"", ""7295""]; Skip.to.Item=[""NA"", ""NA""]"
"ACQ","ACQ015","ACQ015",NA,NA,"Both males and females 12 YEARS - 120 YEARS",NA,NA
"ACQ","ACQ020","ACQ020","Language(s) read and spoken","The next questions are about language. In general what language(s) {do you/does SP} read and speak. Would you say . . .","Both males and females 12 YEARS - 120 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""9"", "".""]; Value.Description=[""Only Spanish,"", ""Spanish better than English,"", ""Both equally,"", ""English better than Spanish, or"", ""Only English?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""695"", ""427"", ""626"", ""646"", ""369"", ""0"", ""5"", ""4527""]; Cumulative=[""695"", ""1122"", ""1748"", ""2394"", ""2763"", ""2763"", ""2768"", ""7295""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"ACQ","ACQ030","ACQ030","Language(s) used as child","What was the language(s) {you/SP} used as a child? Would you say ...","Both males and females 12 YEARS - 120 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""9"", "".""]; Value.Description=[""Only Spanish,"", ""More Spanish than English,"", ""Both equally,"", ""More English than Spanish, or"", ""Only English?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1539"", ""332"", ""265"", ""239"", ""385"", ""0"", ""8"", ""4527""]; Cumulative=[""1539"", ""1871"", ""2136"", ""2375"", ""2760"", ""2760"", ""2768"", ""7295""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"ACQ","ACD040","ACD040","Language(s) usually spoken at home","What language(s) {do you/does SP} usually speak at home? Would you say...","Both males and females 12 YEARS - 120 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""9"", "".""]; Value.Description=[""Only Spanish,"", ""More Spanish than English,"", ""Both equally,"", ""More English than Spanish, or"", ""Only English?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1051"", ""359"", ""460"", ""347"", ""547"", ""0"", ""4"", ""4527""]; Cumulative=[""1051"", ""1410"", ""1870"", ""2217"", ""2764"", ""2764"", ""2768"", ""7295""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"ACQ","ACQ050","ACQ050","Language(s) usually used to think","In which language(s) {do you/does SP} usually think? Would you say...","Both males and females 12 YEARS - 120 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""9"", "".""]; Value.Description=[""Only Spanish,"", ""More Spanish than English,"", ""Both equally,"", ""More English than Spanish, or"", ""Only English?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""949"", ""201"", ""454"", ""348"", ""773"", ""0"", ""43"", ""4527""]; Cumulative=[""949"", ""1150"", ""1604"", ""1952"", ""2725"", ""2725"", ""2768"", ""7295""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
