"Table_name","Variable","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Codebook_table"
"SSQ","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 60 YEARS - 120 YEARS",NA,NA
"SSQ","SSQ010","SSQ010","Anyone to help with emotional support","Now I would like to ask a few questions about {your/SPs} friends and family. Can {you/SP} count on anyone to provide {you/him/her} with emotional support such as talking over problems or helping {you/him/her} make a difficult decision?","Both males and females 60 YEARS - 120 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""SP doesn't need help"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1644"", ""151"", ""33"", ""3"", ""1"", ""2""]; Cumulative=[""1644"", ""1795"", ""1828"", ""1831"", ""1832"", ""1834""]; Skip.to.Item=["""", ""SSQ050"", ""SSQ050"", ""SSQ050"", ""SSQ050"", """"]"
"SSQ","SSQ020a","SSQ020a","Spouse gives most emotional support","In the last 12 months who was most helpful in providing {you/SP} with emotional support?","Both males and females 60 YEARS - 120 YEARS",NA,"Code.or.Value=[""10"", ""77"", ""99"", "".""]; Value.Description=[""Spouse"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""773"", ""1"", ""1"", ""1059""]; Cumulative=[""773"", ""774"", ""775"", ""1834""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"SSQ","SSQ020b","SSQ020b","Daughter gives most emotional support","In the last 12 months who was most helpful in providing {you/SP} with emotional support?","Both males and females 60 YEARS - 120 YEARS",NA,"Code.or.Value=[""11"", "".""]; Value.Description=[""Daughter"", ""Missing""]; Count=[""724"", ""1110""]; Cumulative=[""724"", ""1834""]; Skip.to.Item=[""NA"", ""NA""]"
"SSQ","SSQ020c","SSQ020c","Son gives most emotional support","In the last 12 months who was most helpful in providing {you/SP} with emotional support?","Both males and females 60 YEARS - 120 YEARS",NA,"Code.or.Value=[""12"", "".""]; Value.Description=[""Son"", ""Missing""]; Count=[""539"", ""1295""]; Cumulative=[""539"", ""1834""]; Skip.to.Item=[""NA"", ""NA""]"
"SSQ","SSQ020d","SSQ020d","Sibling gives most emotional support","In the last 12 months who was most helpful in providing {you/SP} with emotional support?","Both males and females 60 YEARS - 120 YEARS",NA,"Code.or.Value=[""13"", "".""]; Value.Description=[""Sister/brother"", ""Missing""]; Count=[""242"", ""1592""]; Cumulative=[""242"", ""1834""]; Skip.to.Item=[""NA"", ""NA""]"
"SSQ","SSQ020e","SSQ020e","Parent gives most emotional support","In the last 12 months who was most helpful in providing {you/SP} with emotional support?","Both males and females 60 YEARS - 120 YEARS",NA,"Code.or.Value=[""14"", "".""]; Value.Description=[""Parent"", ""Missing""]; Count=[""27"", ""1807""]; Cumulative=[""27"", ""1834""]; Skip.to.Item=[""NA"", ""NA""]"
"SSQ","SSQ020f","SSQ020f","Other relative gives emotional support","In the last 12 months who was most helpful in providing {you/SP} with emotional support?","Both males and females 60 YEARS - 120 YEARS",NA,"Code.or.Value=[""15"", "".""]; Value.Description=[""Other relative"", ""Missing""]; Count=[""167"", ""1667""]; Cumulative=[""167"", ""1834""]; Skip.to.Item=[""NA"", ""NA""]"
"SSQ","SSQ020g","SSQ020g","Neighbors give most emotional support","In the last 12 months who was most helpful in providing {you/SP} with emotional support?","Both males and females 60 YEARS - 120 YEARS",NA,"Code.or.Value=[""16"", "".""]; Value.Description=[""Neighbors"", ""Missing""]; Count=[""58"", ""1776""]; Cumulative=[""58"", ""1834""]; Skip.to.Item=[""NA"", ""NA""]"
"SSQ","SSQ020h","SSQ020h","Co-workers give most emotional support","In the last 12 months who was most helpful in providing {you/SP} with emotional support?","Both males and females 60 YEARS - 120 YEARS",NA,"Code.or.Value=[""17"", "".""]; Value.Description=[""Co-workers"", ""Missing""]; Count=[""10"", ""1824""]; Cumulative=[""10"", ""1834""]; Skip.to.Item=[""NA"", ""NA""]"
