Title,Description,Module_Name,Document,Link
Interview,,Interpretation Guidelines,[PDF - 412 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/Interpretation_Guidelines.pdf
Interview,,MEC Interviewers Procedures Manual,[PDF - 12.2 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/manual_mecinterview.pdf
Laboratory,,Laboratory Procedures Manual,[PDF - 17.1 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/manual_lab.pdf
Examination,,Anthropometry (Body Measurements),[PDF - 3.6 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/manual_an.pdf
Examination,,Audiometry,[PDF - 4.9 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/manual_au.pdf
Examination,,Dietary Interviewer - In-Person,[PDF - 5.4 B],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/manual_dietarymec.pdf
Examination,,Dietary Interviewer - Phone Follow-Up,[PDF - 7.5 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/manual_dietarypfu.pdf
Examination,,Dual-Energy X-ray Absorptiometry (DEXA) Scan,[PDF - 3.8 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/manual_dexa.pdf
Examination,,Ophthalmology,[PDF - 4.5 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/manual_op.pdf
Examination,,Ophthalmology Digital Grading Protocol,[PDF - 143 KB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/NHANES_ophthamology_digital_grading_protocol.pdf
Examination,,Oral Glucose Tolerance,[PDF - 2.3 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/manual_ogtt.pdf
Examination,,Oral Health (Dental Examiner),[PDF - 6.2 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/manual_ohe.pdf
Examination,,Physician,[PDF - 8.5 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/manual_pe.pdf
Examination,,Respiratory Health - Bronchodilator,[PDF - 1.1 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/Bronchodilator.pdf
Examination,,Respiratory Health - Exhaled Nitric Oxide,[PDF - 1.8 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/ENO.pdf
Examination,,Respiratory Health - Spirometry,[PDF - 1.6 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/spirometry.pdf
Examination,,Vision,[PDF - 2.1 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/manual_vi.pdf
Examination,,Volatile Organic Compounds and Perchlorate,[PDF - 2.6 MB],https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/manuals/manual_voc.pdf
