Lab Method Name,Documentation,Release Date,PDF Link
Environmental Phenols and Parabens,[PDF - 860 KB],October 2010,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/eph_e_met_phenols_parabens.pdf
Fasting Glucose,[PDF - 58 KB],January 2010,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/glu_e_met_fasting_glucose_modp.pdf
Ferritin,[PDF - 125 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/fertin_e_met_ferritin.pdf
Folate Vitamers,[PDF - 649 KB],May 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/FOLFMS_E_met.pdf
Free Thyroxine (Free T4),[PDF - 99 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/thyrod_e_met_free_thyroxine_free_t4.pdf
"Free Triiodothyronine, Free T3",[PDF - 166 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/thyrod_e_met_free_triiodothyronine_free_t3.pdf
Gamma-Glutamyl Transferase (GGT) (Beckman Synchron LX20),[PDF - 60 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/gtt_biopro_e_met_lx20.pdf
Gamma-Glutamyl Transferase (GGT) (Beckman UniCel®  DxC800 Synchron),[PDF - 51 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/gtt_biopro_e_met_dxc800.pdf
Glucose (Beckman Synchron LX20),[PDF - 57 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/glu_biopro_e_met_lx20.pdf
Glucose (Beckman UniCel®  DxC800 Synchron),[PDF - 45 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/glu_biopro_e_met_dxc800.pdf
Glycohemoglobin (Tosoh A1c 2.2 Plus Analyzer),[PDF - 83 KB],January 2010,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/ghb_e_met_tosoh_22_plus.pdf
Glycohemoglobin (Tosoh G 7 HPLC Analyzer),[PDF - 136 KB],January 2010,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/ghb_e_met_tosoh_g7.pdf
HDL Cholesterol,[PDF - 91 KB],April 2010,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/hdl_e_met.pdf
"Heavy Metals (Antimony, Barium, Beryllium, Cadmium, Cesium, Cobalt, Lead, Molybdenum, Platinum, Thallium, Tungsten, and Uranium)",[PDF - 371 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/uhm_e_met.pdf
Hepatitis A Antibody,[PDF - 304 KB],Updated September 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/hepa_e_hepatitis-a-antibody_met.pdf
Hepatitis B Core Antibody,[PDF - 126 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/hepbd_e_met_hep_b_core_antibody.pdf
Hepatitis B Surface Antigen (HBsAg),[PDF - 294 KB],Updated September 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/hepbd_e_hepatitis_b_surface_antigen_met.pdf
Hepatitis B Surface Antigen Antibody (anti-HBs),[PDF - 142 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/hepb_s_e_met_hep_b_surface_antibody.pdf
Hepatitis C Antibody/Hepatitis C Confirmatory Test,[PDF - 146 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/hepc_e_met_hep_c_riba.pdf
Hepatitis C Virus (Genotyping Assay),[PDF - 128 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/hepc_e_met_hepatitis-hcv-genotype.pdf
Hepatitis C Virus (HCV RNA Quantification Assay),[PDF - 170 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/hepc_e_met_hepatitis-c-rna-.pdf
Hepatitis D,[PDF - 73 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/hepbd_e_met_hepatitis_d.pdf
Herpes Simplex Virus Type 1 & 2,[PDF - 92 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/hsv_e_met_herpes_1_2.pdf
HIV Antibody,[PDF - 145 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/hiv_e_met_eia_wb.pdf
HPV Serum 4-Multiplex Luminex,[PDF - 84 KB],December 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/hpvser_e_met.pdf
HPV Vaginal Swab Digene High Risk,[PDF - 722 KB],November 2018,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/HPVSWR_E_MET_Digene.pdf
HPV Vaginal Swab Linear Array,[PDF - 226 KB],November 2018,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/HPVSWR_E_MET_LA.pdf
Insulin,[PDF - 165 KB],January 2010,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/glu_e_met_insulin.pdf
Iodine and Mercury,[PDF - 213 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/uhg_e_met_urinary_mercury.pdf
Iron (Beckman Synchron LX20),[PDF - 63 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/irn_biopro_e_met_lx20.pdf
Iron (Beckman UniCel®  DxC800 Synchron),[PDF - 87 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/irn_biopro_e_met_dxc800.pdf
Lactate Dehydrogenase (Beckman Synchron LX20),[PDF - 59 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/ld-biopro_e_lx20.pdf
Lactate Dehydrogenase (Beckman UniCel®  DxC800 Synchron),[PDF - 47 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/ld_biopro_e_met_dxc800.pdf
"Lead, Cadmium, Mercury",[PDF - 232 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/pbcd_e_met_lead_cadmium.pdf
Mercury - Inorganic,[PDF - 147 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/thgihg_e_met_inorganic_mercury.pdf
Mercury - Total,[PDF - 229 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/thgihg_e_met_total_mercury.pdf
"N,N-diethyl-3-hydroxymethylbenzamide, and 3-diethyl-carbamoyl benzoic acid",[PDF - 909 KB],May 2016,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/DEET_E_met.pdf
NNAL,[PDF - 277 KB],April 2010,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/nnal_e_met.pdf
Oral Glucose Tolerance Test,[PDF - 58 KB],January 2010,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/ogtt_e_met_ogtt_modp.pdf
Organophosphorus Pesticides Screen in Urine,[PDF - 659 KB],May 2012,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/opd_e_met_organophosphates.pdf
"PBDDs,PCDFs and cPCBs",[PDF - 1.51 MB],September 2015,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/DOXPOL_E_met.pdf
PCBs and Persistent Pesticides,[PDF - 963 KB],July 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/pstpole_met_polychlorinated-biphenyls_pesticides.pdf
Phosphorus (Beckman Synchron LX20),[PDF - 62 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/ph_biopro_e_met_lx20.pdf
Phosphorus (Beckman UniCel®  DxC800 Synchron),[PDF - 85 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/ph-biopro_e_met_dxc800.pdf
Polybrominated diphenyl ethers (PBDEs),[PDF - 1.11 MB],July 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/bfr_met_e_pbde.pdf
Polyfluorinated Compounds,[PDF - 1.27 MB],October 2010,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/pfc_e_met_polyfluoroalkyl_chemicals.pdf
Potassium (Beckman Synchron LX20),[PDF - 60 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/k_biopro_e_met_lx20.pdf
Potassium (Beckman UniCel®  DxC800 Synchron),[PDF - 84 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/k_biopro_e_met_dxc800.pdf
Prostate-Specific Antigen (PSA) - Complex,[PDF - 108 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/psa_e_met_complex.pdf
Prostate-Specific Antigen (PSA) - Free,[PDF - 67 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/psa_e_met._free.pdf
Prostate-Specific Antigen (PSA) - Total,[PDF - 71 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/psa_e_me_total.pdf
Sodium (Beckman Synchron LX20),[PDF - 59 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/na_biopro_e_met_lx20.pdf
Sodium (Beckman UniCel®  DxC800 Synchron),[PDF - 84 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/na_biopro_e_dcx800.pdf
Sulfonylurea Herbicides in Urine,[PDF - 4.85 MB],May 2011,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/suflurea_meth.pdf
Thyroglobulin Antibodies,[PDF - 94 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/thyrod_e_met_thyroglobulin_antibodies.pdf
"Thyroglobulin, (TGN)",[PDF - 97 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/thyrod_e_met_thyroglobin.pdf
Thyroid Peroxidase Antibodies,[PDF - 94 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/thyrod_e_met_thyroid_peroxidase_antibodies.pdf
Thyroid Stimulating Hormone (TSH),[PDF - 134 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/thyrod_e_met_thyroid_stimulating_hormone.pdf
Total Calcium (Beckman Synchron LX20),[PDF - 60 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/ca_biopro_e_met_lx20.pdf
Total Calcium (Beckman UniCel®  DxC800 Synchron),[PDF - 48 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/ca_biopro_e_-met_dxc800.pdf
Total Cholesterol,[PDF - 81 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/tchol_e_met.pdf
Total Protein (Beckman Synchron LX20),[PDF - 60 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/tp_biopro_e_met_lx20.pdf
Total Protein (Beckman UniCel®  DxC800 Synchron),[PDF - 85 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/tp_biopro_e_met_dxc800.pdf
"Total Thyroxine, Total T4",[PDF - 155 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/thyrod_e_met_total_thyroxine_total_t4.pdf
"Total Triiodothyronine, Total T3",[PDF - 90 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/thyrod_e_met_total_triiodothyronine_total_t3.pdf
Transferrin Receptor,[PDF - 122 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/tfr_e_met_transferrin_receptor.pdf
Triglycerides (Beckman Synchron LX20),[PDF - 60 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/trg_biopro_e_met_lx20.pdf
Triglycerides (Beckman UniCel®  DxC800 Synchron),[PDF - 46 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/trg_biopro_e_met_dxc800.pdf
Triglycerides (Roche/Hitachi Modular P Chemistry Analyzer),[PDF - 81 KB],May 2010,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/trg_e_met.pdf
Trihalomethanes/MTBE/Nitromethane,[PDF - 1.38 MB],May 2016,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/VOCMWB_E_met_Trihalomethanes_MTBE_Nitromethane.pdf
Uric Acid (Beckman Synchron LX20),[PDF - 59 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/ur_biopro_e_met_lx20.pdf
Uric Acid (Beckman UniCel®  DxC800 Synchron),[PDF - 86 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/ur_biopro_e_met_dxc800.pdf
Urinary Albumin,[PDF - 136 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/alb_cr_e_met_urine_albumin.pdf
Urinary Carbamates and Organophosphorus Pesticides,[PDF - 683 KB],June 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/carb_e_met.pdf
Urinary Creatinine (Beckman Synchron CX3 Clinical Analyzer),[PDF - 88 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/alb_cr_e_met_urinary_creatinine_cx3.pdf
Urinary Creatinine (Roche/Hitachi Modular P Chemistry Analyzer),[PDF - 72 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/alb_cr_e_met_urine_creatinine_-modp.pdf
Urinary Iodine and Mercury,[PDF - 216 KB],December 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/uio_e_met_urinary_iodine.pdf
Urinary Phthalates,[PDF - 488 KB],October 2010,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/phthte_e_met_phthalate_metabolites.pdf
Urinary Phytoestrogens,[PDF - 655 KB],July 2012,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/phyto_e_met_phytoestrogens.pdf
Urinary Polyaromatic Hydrocarbons,[PDF - 960 KB],February 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/pah_e_met_monohydroxy-polycyclic-aromatic-hydrocarbons.pdf
"Urinary Pyrethroids, Herbicides, and OP Metabolites",[PDF - 1.08 MB],September 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/uphopm_e_met.pdf
Urine Arsenic Speciation,[PDF - 683 KB],September 2009,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/UAS-E-MET-ARSENIC-SPECIATED-508.pdf
Vitamin B6 (pyridoxal 5'-phosphate; 4-pyridoxic acid),[PDF - 514 KB],March 2014,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/vit_b6_e_met.pdf
"Vitamin D (25-Hydroxyvitamin D2, 25-Hydroxyvitamin D3, and 3-epi-25-Hydroxyvitamin D3)",[PDF - 632 KB],October 2015,https://wwwn.cdc.gov/nchs/nhanes/vitamind/analyticalnote.aspx?h=/nchs/data/nhanes/public/2007/labmethods/VID_E_met_Vitamin_D.pdf&t=2007-2008%20Vitamin%20D%20Lab%20Method
Volatile Organic Compounds,[PDF - 2.83 MB],May 2016,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/VOCWB_E_met_Volatile_Organic_Compounds.pdf
Volitile Organic Componds in Water,[PDF - 565 KB],February 2015,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/voc_e_met.pdf
Whole Blood and Serum Folate,[PDF - 471 KB],May 2013,https://wwwn.cdc.gov/nchs/data/nhanes/public/2007/labmethods/FOLATE_E_met.pdf
