"Tabela","Variavel","Variable_Name","SAS_Label","English_Text","Target","English_Instructions","Tabela_Valores"
"KIQ_U_E","SEQN","SEQN","Respondent sequence number","Respondent sequence number.","Both males and females 20 YEARS - 150 YEARS",NA,NA
"KIQ_U_E","KIQ022","KIQ022","Ever told you had weak/failing kidneys","{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had weak or failing kidneys? Do not include kidney stones bladder infections or incontinence.","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""179"", ""5745"", ""0"", ""11"", ""0""]; Cumulative=[""179"", ""5924"", ""5924"", ""5935"", ""5935""]; Skip.to.Item=["""", ""KIQ026"", ""KIQ026"", ""KIQ026"", """"]"
"KIQ_U_E","KIQ025","KIQ025","Received dialysis in past 12 months","In the past 12 months {have you/has SP} received dialysis (either hemodialysis or peritoneal dialysis)?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""22"", ""157"", ""0"", ""0"", ""5756""]; Cumulative=[""22"", ""179"", ""179"", ""179"", ""5935""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"KIQ_U_E","KIQ026","KIQ026","Ever had kidney stones?","{Have you/Has SP} ever had kidney stones?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""539"", ""5370"", ""0"", ""26"", ""0""]; Cumulative=[""539"", ""5909"", ""5909"", ""5935"", ""5935""]; Skip.to.Item=["""", ""KIQ005"", ""KIQ005"", ""KIQ005"", """"]"
"KIQ_U_E","KID028","KID028","How many times passed a kidney stone?","How many times {have you/has SP} passed a kidney stone?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""0 to 80"", ""777"", ""999"", "".""]; Value.Description=[""Range of Values"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""528"", ""0"", ""11"", ""5396""]; Cumulative=[""528"", ""528"", ""539"", ""5935""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA""]"
"KIQ_U_E","KIQ005","KIQ005","How often have urinary leakage","Many people have leakage of urine. The next few questions ask about urine leakage. How often {do you/does SP} have urinary leakage? Would {you/s/he} say . . .","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""5"", ""7"", ""9"", "".""]; Value.Description=[""never,"", ""less than once a month,"", ""a few times a month,"", ""a few times a week, or"", ""every day and/or night?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""3677"", ""561"", ""466"", ""228"", ""267"", ""2"", ""28"", ""706""]; Cumulative=[""3677"", ""4238"", ""4704"", ""4932"", ""5199"", ""5201"", ""5229"", ""5935""]; Skip.to.Item=[""KIQ042"", """", """", """", """", ""KIQ042"", ""KIQ042"", """"]"
"KIQ_U_E","KIQ010","KIQ010","How much urine lose each time?","How much urine {do you/does SP} lose each time? Would {you/s/he} say . . .","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""7"", ""9"", "".""]; Value.Description=[""drops,"", ""small splashes, or"", ""more?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1051"", ""322"", ""141"", ""0"", ""8"", ""4413""]; Cumulative=[""1051"", ""1373"", ""1514"", ""1514"", ""1522"", ""5935""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"KIQ_U_E","KIQ042","KIQ042","Leak urine during physical activities","During the past 12 months {have you/has SP} leaked or lost control of even a small amount of urine with an activity like coughing lifting or exercise?","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1276"", ""3937"", ""2"", ""13"", ""707""]; Cumulative=[""1276"", ""5213"", ""5215"", ""5228"", ""5935""]; Skip.to.Item=["""", ""KIQ044"", ""KIQ044"", ""KIQ044"", """"]"
"KIQ_U_E","KIQ430","KIQ430","How frequently does this occur?","How frequently does this occur? Would {you/s/he} say this occurs . . .","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""3"", ""4"", ""7"", ""9"", "".""]; Value.Description=[""less than once a month,"", ""a few times a month,"", ""a few times a week, or"", ""every day and/or night?"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""594"", ""405"", ""151"", ""119"", ""0"", ""7"", ""4659""]; Cumulative=[""594"", ""999"", ""1150"", ""1269"", ""1269"", ""1276"", ""5935""]; Skip.to.Item=[""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA"", ""NA""]"
"KIQ_U_E","KIQ044","KIQ044","Urinated before reaching the toilet","During the past 12 months {have you/has SP} leaked or lost control of even a small amount of urine with an urge or pressure to urinate and {you/he/she} couldnt get to the toilet fast enough?`","Both males and females 20 YEARS - 150 YEARS",NA,"Code.or.Value=[""1"", ""2"", ""7"", ""9"", "".""]; Value.Description=[""Yes"", ""No"", ""Refused"", ""Don't know"", ""Missing""]; Count=[""1214"", ""3991"", ""2"", ""21"", ""707""]; Cumulative=[""1214"", ""5205"", ""5207"", ""5228"", ""5935""]; Skip.to.Item=["""", ""KIQ046"", ""KIQ046"", ""KIQ046"", """"]"
